,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
4000,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1228.0,2008,1357.159959
4001,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1416.0,2009,1450.0
4002,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1668.0,2010,1493.7
4003,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1248.0,2011,1346.6
4004,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1660.0,2012,1310.8
4005,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1107.0,2013,1200.9
4006,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1153.0,2014,1088.4
4007,Southey,SK,804.0,Census subdivision,50.9404,-104.4989,1101.0,2015,1113.9
4008,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,,2008,1357.159959
4009,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,,2009,1450.0
4010,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,,2010,1493.7
4011,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,,2011,1346.6
4012,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,,2012,1310.8
4013,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,754.0,2013,1200.9
4014,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,197.0,2014,1088.4
4015,Spallumcheen,BC,5106.0,Census subdivision,50.4279,-119.2469,467.0,2015,1113.9
4016,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,789.0,2008,1357.159959
4017,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,1227.0,2009,1450.0
4018,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,1060.0,2010,1493.7
4019,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,882.0,2011,1346.6
4020,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,817.0,2012,1310.8
4021,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,1207.0,2013,1200.9
4022,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,608.0,2014,1088.4
4023,Spirit River,AB,995.0,Census subdivision,55.7803,-118.8421,697.0,2015,1113.9
4024,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2008,1357.159959
4025,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2009,1450.0
4026,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2010,1493.7
4027,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2011,1346.6
4028,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2012,1310.8
4029,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,,2013,1200.9
4030,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,849.0,2014,1088.4
4031,Springdale,NL,2971.0,Census subdivision,49.4975,-56.073,836.0,2015,1113.9
4032,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,1540.0,2008,1357.159959
4033,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,1308.0,2009,1450.0
4034,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,1270.0,2010,1493.7
4035,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,974.0,2011,1346.6
4036,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,1050.0,2012,1310.8
4037,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,1100.0,2013,1200.9
4038,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,990.0,2014,1088.4
4039,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,920.0,2015,1113.9
4040,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,2282.0,2008,1357.159959
4041,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1963.0,2009,1450.0
4042,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,2079.0,2010,1493.7
4043,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1800.0,2011,1346.6
4044,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1757.0,2012,1310.8
4045,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1330.0,2013,1200.9
4046,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1308.0,2014,1088.4
4047,Squamish,BC,19512.0,Census subdivision,49.7016,-123.1558,1418.0,2015,1113.9
4048,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2008,1357.159959
4049,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2009,1450.0
4050,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2010,1493.7
4051,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2011,1346.6
4052,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2012,1310.8
4053,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,,2013,1200.9
4054,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,912.0,2014,1088.4
4055,St George,NB,1517.0,Census subdivision,45.1307,-66.8262,814.0,2015,1113.9
4056,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2008,1357.159959
4057,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2009,1450.0
4058,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2010,1493.7
4059,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2011,1346.6
4060,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2012,1310.8
4061,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,,2013,1200.9
4062,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,1513.0,2014,1088.4
4063,St Stephen,NB,4415.0,Census subdivision,45.1942,-67.2756,1217.0,2015,1113.9
4064,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,658.0,2008,1357.159959
4065,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,483.0,2009,1450.0
4066,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,940.0,2010,1493.7
4067,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,579.0,2011,1346.6
4068,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,751.0,2012,1310.8
4069,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,627.0,2013,1200.9
4070,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,425.0,2014,1088.4
4071,St-Pierre-Jolys,MB,1170.0,Census subdivision,49.4403,-96.9851,621.0,2015,1113.9
4072,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,765.0,2008,1357.159959
4073,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,803.0,2009,1450.0
4074,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,937.0,2010,1493.7
4075,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,700.0,2011,1346.6
4076,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,528.0,2012,1310.8
4077,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,557.0,2013,1200.9
4078,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,489.0,2014,1088.4
4079,St. Albert,AB,65589.0,Census subdivision,53.6305,-113.6256,550.0,2015,1113.9
4080,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,1044.0,2008,1357.159959
4081,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,975.0,2009,1450.0
4082,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,1048.0,2010,1493.7
4083,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,971.0,2011,1346.6
4084,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,937.0,2012,1310.8
4085,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,994.0,2013,1200.9
4086,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,944.0,2014,1088.4
4087,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,1124.0,2015,1113.9
4088,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1313.0,2008,1357.159959
4089,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1538.0,2009,1450.0
4090,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1639.0,2010,1493.7
4091,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1669.0,2011,1346.6
4092,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1539.0,2012,1310.8
4093,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1504.0,2013,1200.9
4094,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1423.0,2014,1088.4
4095,St. Jerome,QC,74346.0,Census subdivision,45.7754,-74.0049,1358.0,2015,1113.9
4096,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1320.0,2008,1357.159959
4097,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1199.0,2009,1450.0
4098,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1188.0,2010,1493.7
4099,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1080.0,2011,1346.6
4100,St. John's,NL,205955.0,CMA,47.5615,-52.7126,1077.0,2012,1310.8
4101,St. John's,NL,205955.0,CMA,47.5615,-52.7126,982.0,2013,1200.9
4102,St. John's,NL,205955.0,CMA,47.5615,-52.7126,766.0,2014,1088.4
4103,St. John's,NL,205955.0,CMA,47.5615,-52.7126,867.0,2015,1113.9
4104,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,5522.0,2008,1357.159959
4105,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,4228.0,2009,1450.0
4106,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,4373.0,2010,1493.7
4107,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,3674.0,2011,1346.6
4108,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,4213.0,2012,1310.8
4109,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,3470.0,2013,1200.9
4110,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,2304.0,2014,1088.4
4111,St. Paul,AB,5827.0,Census subdivision,53.9911,-111.2953,2443.0,2015,1113.9
4112,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,898.0,2008,1357.159959
4113,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,790.0,2009,1450.0
4114,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,712.0,2010,1493.7
4115,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,725.0,2011,1346.6
4116,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,892.0,2012,1310.8
4117,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,731.0,2013,1200.9
4118,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,754.0,2014,1088.4
4119,St. Thomas,ON,38909.0,Census subdivision,42.7777,-81.1827,575.0,2015,1113.9
4120,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2008,1357.159959
4121,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2009,1450.0
4122,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2010,1493.7
4123,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2011,1346.6
4124,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2012,1310.8
4125,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,0.0,2013,1200.9
4126,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,166.0,2014,1088.4
4127,Stanley,NB,832.0,Census subdivision,46.2833,-66.73899999999999,33.0,2015,1113.9
4128,Ste. Adele,QC,,,45.9521,-74.13600000000001,1223.0,2008,1357.159959
4129,Ste. Adele,QC,,,45.9521,-74.13600000000001,1568.0,2009,1450.0
4130,Ste. Adele,QC,,,45.9521,-74.13600000000001,1465.0,2010,1493.7
4131,Ste. Adele,QC,,,45.9521,-74.13600000000001,671.0,2011,1346.6
4132,Ste. Adele,QC,,,45.9521,-74.13600000000001,0.0,2012,1310.8
4133,Ste. Adele,QC,,,45.9521,-74.13600000000001,0.0,2013,1200.9
4134,Ste. Adele,QC,,,45.9521,-74.13600000000001,0.0,2014,1088.4
4135,Ste. Adele,QC,,,45.9521,-74.13600000000001,0.0,2015,1113.9
4136,Ste. Marie,QC,,,46.43899999999999,-71.0213,610.0,2008,1357.159959
4137,Ste. Marie,QC,,,46.43899999999999,-71.0213,534.0,2009,1450.0
4138,Ste. Marie,QC,,,46.43899999999999,-71.0213,268.0,2010,1493.7
4139,Ste. Marie,QC,,,46.43899999999999,-71.0213,430.0,2011,1346.6
4140,Ste. Marie,QC,,,46.43899999999999,-71.0213,426.0,2012,1310.8
4141,Ste. Marie,QC,,,46.43899999999999,-71.0213,332.0,2013,1200.9
4142,Ste. Marie,QC,,,46.43899999999999,-71.0213,538.0,2014,1088.4
4143,Ste. Marie,QC,,,46.43899999999999,-71.0213,0.0,2015,1113.9
4144,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,2926.0,2008,1357.159959
4145,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,3316.0,2009,1450.0
4146,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,5606.0,2010,1493.7
4147,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,5076.0,2011,1346.6
4148,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,6147.0,2012,1310.8
4149,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,3653.0,2013,1200.9
4150,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,2757.0,2014,1088.4
4151,Ste. Rose du Lac,MB,1021.0,Designated place,51.0611,-99.5234,4301.0,2015,1113.9
4152,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,1153.0,2008,1357.159959
4153,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,1276.0,2009,1450.0
4154,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,1834.0,2010,1493.7
4155,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,908.0,2011,1346.6
4156,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,1180.0,2012,1310.8
4157,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,950.0,2013,1200.9
4158,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,888.0,2014,1088.4
4159,Steinbach,MB,15829.0,Census subdivision,49.5285,-96.6911,1204.0,2015,1113.9
4160,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2008,1357.159959
4161,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2009,1450.0
4162,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2010,1493.7
4163,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2011,1346.6
4164,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2012,1310.8
4165,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,,2013,1200.9
4166,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,1365.0,2014,1088.4
4167,Stephenville,NL,1719.0,Census subdivision,48.548,-58.5815,1581.0,2015,1113.9
4168,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1673.0,2008,1357.159959
4169,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,2013.0,2009,1450.0
4170,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,2152.0,2010,1493.7
4171,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1854.0,2011,1346.6
4172,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1749.0,2012,1310.8
4173,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1773.0,2013,1200.9
4174,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1381.0,2014,1088.4
4175,Stettler,AB,5952.0,Census subdivision,52.3228,-112.7109,1687.0,2015,1113.9
4176,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,426.0,2008,1357.159959
4177,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,272.0,2009,1450.0
4178,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,389.0,2010,1493.7
4179,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,350.0,2011,1346.6
4180,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,465.0,2012,1310.8
4181,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,427.0,2013,1200.9
4182,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,583.0,2014,1088.4
4183,Stirling,ON,4882.0,Census subdivision,44.3603,-77.5921,582.0,2015,1113.9
4184,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1287.0,2008,1357.159959
4185,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1519.0,2009,1450.0
4186,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1701.0,2010,1493.7
4187,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1618.0,2011,1346.6
4188,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1046.0,2012,1310.8
4189,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1181.0,2013,1200.9
4190,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,948.0,2014,1088.4
4191,Stony Plain,AB,17189.0,Census subdivision,53.5279,-114.0019,1038.0,2015,1113.9
4192,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,544.0,2008,1357.159959
4193,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,714.0,2009,1450.0
4194,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,712.0,2010,1493.7
4195,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,740.0,2011,1346.6
4196,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,726.0,2012,1310.8
4197,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,607.0,2013,1200.9
4198,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,560.0,2014,1088.4
4199,Stormont/Dundas/Glengarry,ON,,,45.1228,-74.8733,607.0,2015,1113.9
4200,Stratford,PEI,,,46.2159,-63.0886,609.0,2008,1357.159959
4201,Stratford,PEI,,,46.2159,-63.0886,412.0,2009,1450.0
4202,Stratford,PEI,,,46.2159,-63.0886,555.0,2010,1493.7
4203,Stratford,PEI,,,46.2159,-63.0886,350.0,2011,1346.6
4204,Stratford,PEI,,,46.2159,-63.0886,621.0,2012,1310.8
4205,Stratford,PEI,,,46.2159,-63.0886,509.0,2013,1200.9
4206,Stratford,PEI,,,46.2159,-63.0886,336.0,2014,1088.4
4207,Stratford,PEI,,,46.2159,-63.0886,352.0,2015,1113.9
4208,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,660.0,2008,1357.159959
4209,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,687.0,2009,1450.0
4210,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,815.0,2010,1493.7
4211,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,658.0,2011,1346.6
4212,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,673.0,2012,1310.8
4213,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,726.0,2013,1200.9
4214,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,814.0,2014,1088.4
4215,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,632.0,2015,1113.9
4216,Stratford,ON,31465.0,Census subdivision,53.522,-113.4916,1060.0,2008,1357.159959
4217,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,750.0,2009,1450.0
4218,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,851.0,2010,1493.7
4219,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,840.0,2011,1346.6
4220,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,774.0,2012,1310.8
4221,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,734.0,2013,1200.9
4222,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,733.0,2014,1088.4
4223,Strathcona,AB,98044.0,Census subdivision,53.522,-113.4916,888.0,2015,1113.9
4224,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1729.0,2008,1357.159959
4225,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,2098.0,2009,1450.0
4226,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1934.0,2010,1493.7
4227,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1237.0,2011,1346.6
4228,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1580.0,2012,1310.8
4229,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1222.0,2013,1200.9
4230,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1386.0,2014,1088.4
4231,Strathmore,AB,13756.0,Census subdivision,51.0379,-113.4003,1184.0,2015,1113.9
4232,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,640.0,2008,1357.159959
4233,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,402.0,2009,1450.0
4234,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,554.0,2010,1493.7
4235,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,595.0,2011,1346.6
4236,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,607.0,2012,1310.8
4237,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,512.0,2013,1200.9
4238,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,454.0,2014,1088.4
4239,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,309.0,2015,1113.9
4240,Sturgeon Falls,ON,,,46.3666,-79.9313,732.0,2008,1357.159959
4241,Sturgeon Falls,ON,,,46.3666,-79.9313,627.0,2009,1450.0
4242,Sturgeon Falls,ON,,,46.3666,-79.9313,607.0,2010,1493.7
4243,Sturgeon Falls,ON,,,46.3666,-79.9313,639.0,2011,1346.6
4244,Sturgeon Falls,ON,,,46.3666,-79.9313,707.0,2012,1310.8
4245,Sturgeon Falls,ON,,,46.3666,-79.9313,584.0,2013,1200.9
4246,Sturgeon Falls,ON,,,46.3666,-79.9313,841.0,2014,1088.4
4247,Sturgeon Falls,ON,,,46.3666,-79.9313,678.0,2015,1113.9
4248,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,1108.0,2008,1357.159959
4249,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,755.0,2009,1450.0
4250,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,467.0,2010,1493.7
4251,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,465.0,2011,1346.6
4252,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,388.0,2012,1310.8
4253,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,355.0,2013,1200.9
4254,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,470.0,2014,1088.4
4255,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,318.0,2015,1113.9
4256,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1185.0,2008,1357.159959
4257,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,2129.0,2009,1450.0
4258,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,2280.0,2010,1493.7
4259,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1822.0,2011,1346.6
4260,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1811.0,2012,1310.8
4261,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1406.0,2013,1200.9
4262,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1262.0,2014,1088.4
4263,Summerside,PEI,14829.0,Census subdivision,46.3934,-63.7902,1522.0,2015,1113.9
4264,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1517.0,2008,1357.159959
4265,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1512.0,2009,1450.0
4266,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,2155.0,2010,1493.7
4267,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1524.0,2011,1346.6
4268,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1511.0,2012,1310.8
4269,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1222.0,2013,1200.9
4270,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,771.0,2014,1088.4
4271,Sundre,AB,2729.0,Census subdivision,51.7972,-114.6405,1044.0,2015,1113.9
4272,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,1390.0,2008,1357.159959
4273,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,1513.0,2009,1450.0
4274,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,860.0,2010,1493.7
4275,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,1152.0,2011,1346.6
4276,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,905.0,2012,1310.8
4277,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,696.0,2013,1200.9
4278,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,701.0,2014,1088.4
4279,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,985.0,2015,1113.9
4280,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1405.0,2008,1357.159959
4281,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1371.0,2009,1450.0
4282,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1447.0,2010,1493.7
4283,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1355.0,2011,1346.6
4284,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1234.0,2012,1310.8
4285,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1421.0,2013,1200.9
4286,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1258.0,2014,1088.4
4287,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,1352.0,2015,1113.9
4288,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1625.0,2008,1357.159959
4289,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1665.0,2009,1450.0
4290,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1580.0,2010,1493.7
4291,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1344.0,2011,1346.6
4292,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1217.0,2012,1310.8
4293,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,973.0,2013,1200.9
4294,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,899.0,2014,1088.4
4295,Surrey,BC,517887.0,Census subdivision,49.1044,-122.8011,1034.0,2015,1113.9
4296,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2008,1357.159959
4297,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2009,1450.0
4298,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2010,1493.7
