,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
2700,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,899.0,2012,1310.8
2701,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,937.0,2013,1200.9
2702,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,1065.0,2014,1088.4
2703,Moose Jaw,SK,33890.0,Census subdivision,50.3916,-105.5349,996.0,2015,1113.9
2704,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1250.0,2008,1357.159959
2705,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1750.0,2009,1450.0
2706,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1274.0,2010,1493.7
2707,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1286.0,2011,1346.6
2708,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1098.0,2012,1310.8
2709,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1001.0,2013,1200.9
2710,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1279.0,2014,1088.4
2711,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,1046.0,2015,1113.9
2712,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,808.0,2008,1357.159959
2713,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,584.0,2009,1450.0
2714,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,886.0,2010,1493.7
2715,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,648.0,2011,1346.6
2716,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,719.0,2012,1310.8
2717,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,588.0,2013,1200.9
2718,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,933.0,2014,1088.4
2719,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,540.0,2015,1113.9
2720,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,705.0,2008,1357.159959
2721,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,339.0,2009,1450.0
2722,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,591.0,2010,1493.7
2723,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,423.0,2011,1346.6
2724,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,735.0,2012,1310.8
2725,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,539.0,2013,1200.9
2726,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,627.0,2014,1088.4
2727,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,630.0,2015,1113.9
2728,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2008,1357.159959
2729,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2009,1450.0
2730,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2010,1493.7
2731,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2011,1346.6
2732,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2012,1310.8
2733,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,,2013,1200.9
2734,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,387.0,2014,1088.4
2735,Nackawic,NB,941.0,Census subdivision,45.9891,-67.2412,407.0,2015,1113.9
2736,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1352.0,2008,1357.159959
2737,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1290.0,2009,1450.0
2738,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1511.0,2010,1493.7
2739,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1275.0,2011,1346.6
2740,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1321.0,2012,1310.8
2741,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1371.0,2013,1200.9
2742,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,1035.0,2014,1088.4
2743,Nanaimo,BC,90504.0,Census subdivision,49.1659,-123.9401,956.0,2015,1113.9
2744,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,717.0,2008,1357.159959
2745,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,722.0,2009,1450.0
2746,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,742.0,2010,1493.7
2747,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,980.0,2011,1346.6
2748,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,1130.0,2012,1310.8
2749,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,1016.0,2013,1200.9
2750,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,1133.0,2014,1088.4
2751,Napanee,ON,7439.0,Census subdivision,44.2148,-76.9643,1416.0,2015,1113.9
2752,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1805.0,2008,1357.159959
2753,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1878.0,2009,1450.0
2754,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1837.0,2010,1493.7
2755,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1490.0,2011,1346.6
2756,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1574.0,2012,1310.8
2757,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1321.0,2013,1200.9
2758,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1258.0,2014,1088.4
2759,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,1207.0,2015,1113.9
2760,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,934.0,2008,1357.159959
2761,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,1373.0,2009,1450.0
2762,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,1188.0,2010,1493.7
2763,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,722.0,2011,1346.6
2764,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,956.0,2012,1310.8
2765,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,846.0,2013,1200.9
2766,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,895.0,2014,1088.4
2767,Napanee (Loyalist),ON,16971.0,Census subdivision,44.277,-76.7183,785.0,2015,1113.9
2768,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,550.0,2008,1357.159959
2769,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,498.0,2009,1450.0
2770,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,545.0,2010,1493.7
2771,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,707.0,2011,1346.6
2772,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,644.0,2012,1310.8
2773,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,517.0,2013,1200.9
2774,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,466.0,2014,1088.4
2775,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,390.0,2015,1113.9
2776,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2008,1357.159959
2777,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2009,1450.0
2778,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2010,1493.7
2779,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2011,1346.6
2780,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2012,1310.8
2781,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,,2013,1200.9
2782,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,1090.0,2014,1088.4
2783,Neguac,NB,1684.0,Census subdivision,47.2553,-65.0709,1468.0,2015,1113.9
2784,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,680.0,2008,1357.159959
2785,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,1103.0,2009,1450.0
2786,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,1178.0,2010,1493.7
2787,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,1112.0,2011,1346.6
2788,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,843.0,2012,1310.8
2789,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,983.0,2013,1200.9
2790,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,1155.0,2014,1088.4
2791,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,861.0,2015,1113.9
2792,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,2134.0,2008,1357.159959
2793,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,2375.0,2009,1450.0
2794,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,3614.0,2010,1493.7
2795,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,2311.0,2011,1346.6
2796,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,2178.0,2012,1310.8
2797,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,1874.0,2013,1200.9
2798,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,1960.0,2014,1088.4
2799,New Glasgow Region,NS,9075.0,Census subdivision,45.5872,-62.6451,1476.0,2015,1113.9
2800,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,,2008,1357.159959
2801,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,8086.0,2009,1450.0
2802,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,7098.0,2010,1493.7
2803,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,5983.0,2011,1346.6
2804,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,5907.0,2012,1310.8
2805,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,5909.0,2013,1200.9
2806,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,5508.0,2014,1088.4
2807,New Hazelton,BC,580.0,Census subdivision,55.2476,-127.5916,3639.0,2015,1113.9
2808,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1493.0,2008,1357.159959
2809,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1380.0,2009,1450.0
2810,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1537.0,2010,1493.7
2811,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1261.0,2011,1346.6
2812,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1166.0,2012,1310.8
2813,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1095.0,2013,1200.9
2814,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,957.0,2014,1088.4
2815,New Westminster,BC,70996.0,Census subdivision,49.2057,-122.911,1009.0,2015,1113.9
2816,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2008,1357.159959
2817,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2009,1450.0
2818,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2010,1493.7
2819,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2011,1346.6
2820,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2012,1310.8
2821,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,,2013,1200.9
2822,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,549.0,2014,1088.4
2823,New-Wes-Valley,NL,2172.0,Census subdivision,49.1211,-53.5989,217.0,2015,1113.9
2824,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,1044.0,2008,1357.159959
2825,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,981.0,2009,1450.0
2826,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,937.0,2010,1493.7
2827,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,758.0,2011,1346.6
2828,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,803.0,2012,1310.8
2829,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,718.0,2013,1200.9
2830,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,567.0,2014,1088.4
2831,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,541.0,2015,1113.9
2832,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,773.0,2008,1357.159959
2833,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,898.0,2009,1450.0
2834,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,676.0,2010,1493.7
2835,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,704.0,2011,1346.6
2836,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,844.0,2012,1310.8
2837,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,839.0,2013,1200.9
2838,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,759.0,2014,1088.4
2839,Nicolet-Yamaska Region,QC,23159.0,Census division,46.1511,-72.6121,715.0,2015,1113.9
2840,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2533.0,2008,1357.159959
2841,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2196.0,2009,1450.0
2842,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2046.0,2010,1493.7
2843,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,1803.0,2011,1346.6
2844,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2279.0,2012,1310.8
2845,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2314.0,2013,1200.9
2846,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,1434.0,2014,1088.4
2847,Nipawin,SK,4401.0,Census subdivision,53.3624,-104.01299999999999,2101.0,2015,1113.9
2848,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1200.0,2008,1357.159959
2849,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1369.0,2009,1450.0
2850,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,951.0,2010,1493.7
2851,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1160.0,2011,1346.6
2852,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1111.0,2012,1310.8
2853,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1541.0,2013,1200.9
2854,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1339.0,2014,1088.4
2855,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,1099.0,2015,1113.9
2856,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,991.0,2008,1357.159959
2857,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,996.0,2009,1450.0
2858,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,993.0,2010,1493.7
2859,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,863.0,2011,1346.6
2860,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,812.0,2012,1310.8
2861,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,728.0,2013,1200.9
2862,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,734.0,2014,1088.4
2863,Norfolk County,ON,64044.0,Census subdivision,42.7967,-80.4136,735.0,2015,1113.9
2864,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,4500.0,2008,1357.159959
2865,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,4493.0,2009,1450.0
2866,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,7065.0,2010,1493.7
2867,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,6087.0,2011,1346.6
2868,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,5339.0,2012,1310.8
2869,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,5156.0,2013,1200.9
2870,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,4496.0,2014,1088.4
2871,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,5115.0,2015,1113.9
2872,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1025.0,2008,1357.159959
2873,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,861.0,2009,1450.0
2874,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,949.0,2010,1493.7
2875,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1045.0,2011,1346.6
2876,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1071.0,2012,1310.8
2877,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1072.0,2013,1200.9
2878,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1479.0,2014,1088.4
2879,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,1408.0,2015,1113.9
2880,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1317.0,2008,1357.159959
2881,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1447.0,2009,1450.0
2882,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1183.0,2010,1493.7
2883,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1315.0,2011,1346.6
2884,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1198.0,2012,1310.8
2885,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1298.0,2013,1200.9
2886,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1087.0,2014,1088.4
2887,North Cowichan,BC,29676.0,Census subdivision,48.8429,-123.7044,1144.0,2015,1113.9
2888,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,341.0,2008,1357.159959
2889,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,375.0,2009,1450.0
2890,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,676.0,2010,1493.7
2891,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,553.0,2011,1346.6
2892,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,195.0,2012,1310.8
2893,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,298.0,2013,1200.9
2894,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,312.0,2014,1088.4
2895,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,239.0,2015,1113.9
2896,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,792.0,2008,1357.159959
2897,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,1166.0,2009,1450.0
2898,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,1015.0,2010,1493.7
2899,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,985.0,2011,1346.6
2900,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,820.0,2012,1310.8
2901,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,642.0,2013,1200.9
2902,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,624.0,2014,1088.4
2903,North Vancouver City,BC,52898.0,Census subdivision,49.32,-123.0724,586.0,2015,1113.9
2904,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,436.0,2008,1357.159959
2905,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,516.0,2009,1450.0
2906,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,572.0,2010,1493.7
2907,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,480.0,2011,1346.6
2908,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,396.0,2012,1310.8
2909,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,344.0,2013,1200.9
2910,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,251.0,2014,1088.4
2911,North Vancouver District,BC,85935.0,Census subdivision,49.348,-123.025,261.0,2015,1113.9
2912,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,776.0,2008,1357.159959
2913,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,555.0,2009,1450.0
2914,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,903.0,2010,1493.7
2915,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,848.0,2011,1346.6
2916,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,599.0,2012,1310.8
2917,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,666.0,2013,1200.9
2918,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,0.0,2014,1088.4
2919,Northern Peninsula District,NL,,,50.4635,-56.768640000000005,0.0,2015,1113.9
2920,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,,2008,1357.159959
2921,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,,2009,1450.0
2922,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,,2010,1493.7
2923,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,,2011,1346.6
2924,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,,2012,1310.8
2925,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,2856.0,2013,1200.9
2926,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,3493.0,2014,1088.4
2927,Northern Rockies Regional Municipality,BC,4831.0,Census subdivision,58.8232,-123.4128,2684.0,2015,1113.9
2928,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,369.0,2008,1357.159959
2929,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,339.0,2009,1450.0
2930,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,393.0,2010,1493.7
2931,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,391.0,2011,1346.6
2932,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,195.0,2012,1310.8
2933,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,498.0,2013,1200.9
2934,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,359.0,2014,1088.4
2935,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,166.0,2015,1113.9
2936,Northumberland (Brighton),ON,5861.0,Census subdivision,44.0423,-77.7369,745.0,2008,1357.159959
2937,Northumberland (Brighton),ON,5861.0,Census subdivision,44.0423,-77.7369,850.0,2009,1450.0
