,Characters,Dialogue,Movie
1542,ANAKIN, That won't happen. I won't let it.,Revenge of the Sith
1543,PADME, Oh Anakin I'm afraid.,Revenge of the Sith
1545,ANAKIN, Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,Revenge of the Sith
1547,ANAKIN,  Please wait for me.,Revenge of the Sith
1548,PADME, I will.,Revenge of the Sith
1550,C-3PO,  Well he is under a lot of stress Artoo.,Revenge of the Sith
1552,C-3PO,  Take care my little friend.,Revenge of the Sith
1554,C-3PO,  My Lady is there anything I might do?,Revenge of the Sith
1555,PADME, No thank you Threepio.,Revenge of the Sith
1556,G-3PO, A snack perhaps?,Revenge of the Sith
1557,PADME, No.,Revenge of the Sith
1559,C-3PO, I feel so helpless.,Revenge of the Sith
1564,BAIL ORGANA, You made it.,Revenge of the Sith
1565,YODA, Master Kenobi dark times are these. Good to see you. it is.,Revenge of the Sith
1566,OBI-WAN, You were attacked by your Clones also?,Revenge of the Sith
1567,YODA, With the help of the Wookiees barely escape I did.,Revenge of the Sith
1568,OBI-WAN, How many other Jedi managed to survive?,Revenge of the Sith
1569,YODA, Heard from no one have we.,Revenge of the Sith
1570,BAIL ORGANA, I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,Revenge of the Sith
1571,OBI-WAN, Have we had any contact from the Temple?,Revenge of the Sith
1572,YODA, Received a coded retreat message we have.,Revenge of the Sith
1573,BAIL ORGANA, It requests all Jedi to return to the Temple. It says that the war is over . . .,Revenge of the Sith
1574,OBI-WAN, Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,Revenge of the Sith
1575,BAIL ORGANA, It's too dangerous to return.,Revenge of the Sith
1576,YODA, Suggest dismantling the coded signal do you?,Revenge of the Sith
1577,OBI-WAN, Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,Revenge of the Sith
1578,YODA, I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,Revenge of the Sith
1583,NUTE GUNRAY, The plan has gone as you had promised My Lord.,Revenge of the Sith
1584,DARTH SIDIOUS, You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,Revenge of the Sith
1588,PILOT, We are receiving a message from the Chancellor's office sir.,Revenge of the Sith
1589,BAIL ORGANA, Send it through.,Revenge of the Sith
1590,PILOT, Yes sir.,Revenge of the Sith
1592,MAS AMEDDA, Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,Revenge of the Sith
1593,BAIL ORGANA, Tell the Chancellor I will be there.,Revenge of the Sith
1594,MAS AMEDDA, Very well. He will be expecting you.,Revenge of the Sith
1596,BAIL ORGANA, It could be a trap.,Revenge of the Sith
1597,OBI-WAN, No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,Revenge of the Sith
1598,YODA, If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,Revenge of the Sith
1601,GUARD, Welcome back Senator. May I see your clearance?,Revenge of the Sith
1602,BAIL ORGANA, Certainly.,Revenge of the Sith
1603,GUARD, Thank you you may proceed. We will take custody of the Jedi.,Revenge of the Sith
1604,OBI-WAN, It would be better if we stayed with the Senator.,Revenge of the Sith
1605,GUARD, It would be better if they stayed with you.,Revenge of the Sith
1611,ANAKIN, Artoo . . . stay with the ship.,Revenge of the Sith
1617,NUTE GUNRAY, Welcome Lord Vader. We've been expecting you.,Revenge of the Sith
1623,OBI-WAN, There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,Revenge of the Sith
1624,YODA, Dismantle the coded signal quickly. That group back there soon discovered will be.,Revenge of the Sith
1629,PALPATINE, . . . and the Jedi Rebellion has been foiled.,Revenge of the Sith
1630,BAIL ORGANA, I was held up. What's happening?,Revenge of the Sith
1631,PADME, The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,Revenge of the Sith
1632,BAIL ORGANA, That's not true!,Revenge of the Sith
1633,PADME, He's been presenting evidence all afternoon.,Revenge of the Sith
1634,BAIL ORGANA, And the Senate will go along with it just like they always do.,Revenge of the Sith
1635,PALPATINE, The remaining Jedi will be hunted down and defeated.  Any collaborators will suffer the same fate.,Revenge of the Sith
1640,OBI-WAN, Not even the younglings survived.,Revenge of the Sith
1641,YODA, Killed not by clones this Padawan. By a lightsaber he was.,Revenge of the Sith
1642,OBI-WAN, . . .Who?? Who could have done this?,Revenge of the Sith
1648,PALPATINE, The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,Revenge of the Sith
1654,PALPATINE, The war is over.  and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,Revenge of the Sith
1656,PADME, Well this is the moment we discover if he intends to return the Republic to a democracy.,Revenge of the Sith
1657,PALPATINE, In order to ensure our security and continuing stability the Republic will be reorganized into the first Galactic Empire for a safe and secure society which I assure you will last for ten thousand years.,Revenge of the Sith
1659,PALPATINE,  An empire that will continue to be ruled by this august body and a sovereign ruler chosen for life . . .,Revenge of the Sith
1661,PALPATINE,  An empire ruled by the majority . . . Ruled by a new constitution . . .,Revenge of the Sith
1663,PADME, So this is how liberty dies with thunderous applause . . .,Revenge of the Sith
1664,BAIL ORGANA, We cannot let this happen.,Revenge of the Sith
1666,PADME, Not now! There will be a time.,Revenge of the Sith
1669,RUNE HAAKO, Stop! Enough this is not right!,Revenge of the Sith
1673,NUTE GUNRAY, The war is over. Lord Sidious promised us peace ... we only want . . .,Revenge of the Sith
1677,OBI-WAN, I've recalibrated the code warning all surviving Jedi to stay away.,Revenge of the Sith
1678,YODA, Good . . . For the Clones to discover the recalibration a long time it will take. To change it back longer still. Hurry.,Revenge of the Sith
1681,OBI-WAN, Wait Master. There is something I must know . . .,Revenge of the Sith
1682,YODA, If into the security recordings you go only pain will you find.,Revenge of the Sith
1683,OBI-WAN, I must know the truth Master.,Revenge of the Sith
1685,OBI-WAN,  It can't be . . . It can't be . . .,Revenge of the Sith
1687,ANAKIN, The traitors have been taken care of Lord Sidious.,Revenge of the Sith
1688,DARTH SlDIOUS, Good . . . good . . . You have done well my new apprentice. Do you feel your power growing?,Revenge of the Sith
1689,ANAKIN, Yes My Master.,Revenge of the Sith
1690,DARTH SlDIOUS, Now Lord Vader now go and bring peace to the Empire.,Revenge of the Sith
1692,OBI-WAN, I can't watch any more.,Revenge of the Sith
1694,YODA, Destroy the Sith we must.,Revenge of the Sith
1695,OBI-WAN, Send me to kill the Emperor. I will not kill Anakin.,Revenge of the Sith
1696,YODA, To fight this Lord Sidious strong enough you are not.,Revenge of the Sith
1697,OBI-WAN, He is like my brother ... I cannot do it.,Revenge of the Sith
1698,YODA, Twisted by the dark side young Skywalker has become. The boy you trained gone he is . . . Consumed by Darth Vader.,Revenge of the Sith
1699,OBI-WAN, How could it have come to this?,Revenge of the Sith
1700,YODA, To question no time there is.,Revenge of the Sith
1701,OBI-WAN, I do not know where the Emperor has sent him. I don't know where to look.,Revenge of the Sith
1702,YODA, Use your feelings Obi-Wan and find him you will. Visit the new Emperor my task is. May the Force be with you.,Revenge of the Sith
1703,OBI-WAN, May the Force be with you Master Yoda.,Revenge of the Sith
1708,C-3PO, Hello might I help you . . . Oh it's you Master Kenobi. Come in quickly.,Revenge of the Sith
1710,OBI-WAN, Has Anakin been here . . . ?,Revenge of the Sith
1711,C-3PO, Yes . . . right after the attack on the Jedi Temple.,Revenge of the Sith
1713,PADME, Master Kenobi . . .,Revenge of the Sith
1715,PADME,  Oh Obi-Wan thank goodness . . . you're alive.,Revenge of the Sith
1716,OBI-WAN, The Republic has fallen. Padme . . . The Jedi Order is no more . . .,Revenge of the Sith
1717,PADME, I know it's hard to believe everything to which we've dedicated our lives is gone.,Revenge of the Sith
1718,OBI-WAN, I believe we have been part of a plot hundreds of years in the making.,Revenge of the Sith
1719,PADME, The Senate is still intact there is some hope.,Revenge of the Sith
1720,OBI-WAN, No. Padme . . . It's over . . . The Sith now rule the galaxy as they did before the Republic.,Revenge of the Sith
1721,PADME, The Sith!?!,Revenge of the Sith
1722,OBI-WAN, I'm here looking for Anakin . . . When was the last time you saw him?,Revenge of the Sith
1723,PADME, Yesterday.,Revenge of the Sith
1724,OBI-WAN, And do you know where he is now?,Revenge of the Sith
1725,PADME,  No.,Revenge of the Sith
1726,OBI-WAN, Padme I need your help. He's in grave danger.,Revenge of the Sith
1727,PADME, From the Sith?,Revenge of the Sith
1728,OBI-WAN, From himself . . . Padme Anakin has turned to the dark side.,Revenge of the Sith
1729,PADME, You're wrong! How could you even say that?,Revenge of the Sith
1730,OBI-WAN, I have seen a security hologram of him killing younglings.,Revenge of the Sith
1731,PADME, Not Anakin! He couldn't!,Revenge of the Sith
1732,OBI-WAN, He was deceived by a lie. We all were. It appears that the Chancellor is behind everything including the war. Palpatine is the Sith Lord we've been looking for. After the death of Count Dooku Anakin became his new apprentice.,Revenge of the Sith
1733,PADME, I don't believe you ... I can't.,Revenge of the Sith
1734,OBI-WAN, Padme I must find him.,Revenge of the Sith
1735,PADME, You're going to kill him aren't you?,Revenge of the Sith
1736,OBI-WAN, He has become a very great threat.,Revenge of the Sith
1738,PADME, I can't . . .,Revenge of the Sith
1739,OBI-WAN, Anakin is the father isn't he?,Revenge of the Sith
1741,OBI-WAN,  I'm so sorry.,Revenge of the Sith
1751,CAPTAIN TYPHO, My Lady let me come with you.,Revenge of the Sith
1752,PADME, There is no danger. The fighting is over and . . . this is personal.,Revenge of the Sith
1754,CAPTAIN TYPHO, As you wish My Lady . . . but I strongly disagree.,Revenge of the Sith
1755,PADME, I'll be all right Captain.,Revenge of the Sith
1757,PADME,  This is something I must do myself. Besides Threepio will look after me.,Revenge of the Sith
1758,C-3PO, Oh dear.,Revenge of the Sith
1762,C-3PO, Green light. Do you know that I think I'm beginning to get the hang of this flying business.,Revenge of the Sith
1766,DARTH VADER, The Separatists are taken care of My Master.,Revenge of the Sith
1767,DARTH SlDIOUS, It is finished then. You have restored peace and justice to the galaxy. You have done well Lord Vader.,Revenge of the Sith
1768,DARTH VADER, Thank you My Master.,Revenge of the Sith
1771,DARTH SlDIOUS, Send a message to the ships of the Trade Federation. Tell them the Separatist leaders have been wiped out. Grievous and Dooku have been destroyed. All droid units must shut down immediately.,Revenge of the Sith
1772,DARTH VADER, Very good My Lord.,Revenge of the Sith
1776,ANAKIN, Padme I saw your ship . . .,Revenge of the Sith
1778,PADME, Oh Anakin!,Revenge of the Sith
1779,ANAKIN, It's all right you're safe now. What are you doing out here?,Revenge of the Sith
1780,PADME, I was so worried about you. Obi-Wan told me terrible things.,Revenge of the Sith
1781,ANAKIN, What things?,Revenge of the Sith
1782,PADME, He said you have turned to the dark side . . . that you killed younglings.,Revenge of the Sith
1783,ANAKIN, Obi-Wan is trying to turn you against me.,Revenge of the Sith
1784,PADME, He cares about us.,Revenge of the Sith
1785,ANAKIN, Us??!,Revenge of the Sith
1786,PADME, He knows . . . He wants to help you.,Revenge of the Sith
1787,ANAKIN, Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.,Revenge of the Sith
1788,PADME, Anakin all I want is your love.,Revenge of the Sith
1789,ANAKIN, Love won't save you Padme. Only my new powers can do that.,Revenge of the Sith
1790,PADME, At what cost? You are a good person. Don't do this.,Revenge of the Sith
1791,ANAKIN, I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.,Revenge of the Sith
1792,PADME, Come away with me. Help me raise our child. Leave everything else behind while we still can.,Revenge of the Sith
1793,ANAKIN, Don't you see we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him and together you and I can rule the galaxy. Make things the way we want them to be.,Revenge of the Sith
1794,PADME, I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.,Revenge of the Sith
1795,ANAKIN, I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.,Revenge of the Sith
