,index,Script,Characters,Dialogue,Movie,Gender
1297,1271,ANAKIN: Well then we're safe for the time being.,ANAKIN, Well then we're safe for the time being.,Revenge of the Sith,Male
1298,1272,OBI-WAN: Your idea of safe is not the same as mine.,OBI-WAN, Your idea of safe is not the same as mine.,Revenge of the Sith,Male
1299,1273,ANAKIN: They're sealing this section off.,ANAKIN, They're sealing this section off.,Revenge of the Sith,Male
1300,1274,OBI-WAN: Six droids coming our way!,OBI-WAN, Six droids coming our way!,Revenge of the Sith,Male
1301,1275,ANAKIN: Keep moving. There must be vents . . . This way.,ANAKIN, Keep moving. There must be vents . . . This way.,Revenge of the Sith,Male
1302,1276,OBI-WAN: We'll never get through that. It's too small!,OBI-WAN, We'll never get through that. It's too small!,Revenge of the Sith,Male
1303,1277,ANAKIN: I found our escape vent.,ANAKIN, I found our escape vent.,Revenge of the Sith,Male
1304,1278,OBI-WAN: Anakin this is no time for jokes. We're in serious trouble here.,OBI-WAN, Anakin this is no time for jokes. We're in serious trouble here.,Revenge of the Sith,Male
1305,1279,ANAKIN: Only in your mind. My Master. Look no structure. . . .,ANAKIN, Only in your mind. My Master. Look no structure. . . .,Revenge of the Sith,Male
1306,1280,ANAKIN: Here's a way out.,ANAKIN, Here's a way out.,Revenge of the Sith,Male
1307,1281,OBI-WAN: That won't hold when the fuel hits those power dischargers.,OBI-WAN, That won't hold when the fuel hits those power dischargers.,Revenge of the Sith,Male
1308,1282,ANAKIN: The blast will break the hull. This side's pressurized.,ANAKIN, The blast will break the hull. This side's pressurized.,Revenge of the Sith,Male
1309,1283,OBI-WAN: You still have much to learn Anakin.,OBI-WAN, You still have much to learn Anakin.,Revenge of the Sith,Male
1310,1284,SUPER BATTLE DROID R77: I have a bad feeling about this.,SUPER BATTLE DROID R77, I have a bad feeling about this.,Revenge of the Sith,Droid
1311,1285,OBI-WAN: All right you win. I have much to learn. Let's go!,OBI-WAN, All right you win. I have much to learn. Let's go!,Revenge of the Sith,Male
1312,1286,ANAKIN: Destroyers!!,ANAKIN, Destroyers!!,Revenge of the Sith,Male
1313,1287,BATTLE DROID: Drop your weapons! I said drop 'em.,BATTLE DROID, Drop your weapons! I said drop 'em.,Revenge of the Sith,Droid
1314,1288,OBI-WAN: Did you press the stop button?,OBI-WAN, Did you press the stop button?,Revenge of the Sith,Male
1315,1289,ANAKIN: No did you?,ANAKIN, No did you?,Revenge of the Sith,Male
1316,1290,OBI-WAN: No!,OBI-WAN, No!,Revenge of the Sith,Male
1317,1291,ANAKIN: Well there's more than one way out of here.,ANAKIN, Well there's more than one way out of here.,Revenge of the Sith,Male
1318,1292,OBI-WAN: We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . . (looks at control panel) . . . 31174 . . .,OBI-WAN, We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . .  . . . 31174 . . .,Revenge of the Sith,Male
1319,1293,SUPER BATTLE DROID 1: What's that?,SUPER BATTLE DROID 1, What's that?,Revenge of the Sith,Droid
1320,1294,SUPER BATTLE DROID 2: Get back to work. It's nothing.,SUPER BATTLE DROID 2, Get back to work. It's nothing.,Revenge of the Sith,Droid
1321,1295,OBI-WAN: Artoo?,OBI-WAN, Artoo?,Revenge of the Sith,Male
1322,1296,OBI-WAN: (continuing) Always on the move.,OBI-WAN,  Always on the move.,Revenge of the Sith,Male
1323,1297,OBI-WAN: (OS) Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.,OBI-WAN,  Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.,Revenge of the Sith,Male
1324,1298,OBI-WAN: Stop stop! Artoo we need to be going up.,OBI-WAN, Stop stop! Artoo we need to be going up.,Revenge of the Sith,Male
1325,1299,DROID 1: Hands up Jedi! Don't move.,DROID 1, Hands up Jedi! Don't move.,Revenge of the Sith,Droid
1326,1300,DROID 2: Roger roger.,DROID 2, Roger roger.,Revenge of the Sith,Droid
1327,1301,SUPER BATTLE DROID 1: There it is again.,SUPER BATTLE DROID 1, There it is again.,Revenge of the Sith,Droid
1328,1302,OBI-WAN: (OS) Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.,OBI-WAN,  Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.,Revenge of the Sith,Male
1329,1303,OBI-WAN: Stop. Artoo! We need to go up! Stop stop!,OBI-WAN, Stop. Artoo! We need to go up! Stop stop!,Revenge of the Sith,Male
1330,1304,SUPER BATTLE DROID 1: Hey you!,SUPER BATTLE DROID 1, Hey you!,Revenge of the Sith,Droid
1331,1305,OBI-WAN: Now that's better . . .,OBI-WAN, Now that's better . . .,Revenge of the Sith,Male
1332,1306,SUPER BATTLE DROID 1: You stupid little astro droid!,SUPER BATTLE DROID 1, You stupid little astro droid!,Revenge of the Sith,Droid
1333,1307,OBI-WAN: Oh it's you . . .,OBI-WAN, Oh it's you . . .,Revenge of the Sith,Male
1334,1308,ANAKIN: What was that all about?,ANAKIN, What was that all about?,Revenge of the Sith,Male
1335,1309,OBI-WAN: Well Artoo has been . . .,OBI-WAN, Well Artoo has been . . .,Revenge of the Sith,Male
1336,1310,ANAKIN: No loose wire jokes . . . He's doing the best he can.,ANAKIN, No loose wire jokes . . . He's doing the best he can.,Revenge of the Sith,Male
1337,1311,OBI-WAN: Did I say anything?,OBI-WAN, Did I say anything?,Revenge of the Sith,Male
1338,1312,ANAKIN: He's trying!,ANAKIN, He's trying!,Revenge of the Sith,Male
1339,1313,OBI-WAN: I didn't say anything!,OBI-WAN, I didn't say anything!,Revenge of the Sith,Male
1340,1314,OBI-WAN: (bows) Chancellor.,OBI-WAN,  Chancellor.,Revenge of the Sith,Male
1341,1315,ANAKIN: Are you all right?,ANAKIN, Are you all right?,Revenge of the Sith,Male
1342,1316,PALPATINE: (quietly) Count Dooku.,PALPATINE,  Count Dooku.,Revenge of the Sith,Male
1343,1317,OBI-WAN: (quietly to Anakin) This time we will do it together.,OBI-WAN,  This time we will do it together.,Revenge of the Sith,Male
1344,1318,ANAKIN: I was about to say that.,ANAKIN, I was about to say that.,Revenge of the Sith,Male
1345,1319,PALPATINE: Get help! You're no match for him. He's a Sith Lord.,PALPATINE, Get help! You're no match for him. He's a Sith Lord.,Revenge of the Sith,Male
1346,1320,OBI-WAN: Chancellor Palpatine Sith Lords are our specialty.,OBI-WAN, Chancellor Palpatine Sith Lords are our specialty.,Revenge of the Sith,Male
1347,1321,COUNT DOOKU: Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.,COUNT DOOKU, Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.,Revenge of the Sith,Male
1348,1322,OBI-WAN: You won't get away this time Dooku.,OBI-WAN, You won't get away this time Dooku.,Revenge of the Sith,Male
1349,1323,COUNT DOOKU: I've been looking forward to this.,COUNT DOOKU, I've been looking forward to this.,Revenge of the Sith,Male
1350,1324,ANAKIN: My powers have doubled since the last time we met Count.,ANAKIN, My powers have doubled since the last time we met Count.,Revenge of the Sith,Male
1351,1325,COUNT DOOKU: Good. Twice the pride double the fall.,COUNT DOOKU, Good. Twice the pride double the fall.,Revenge of the Sith,Male
1352,1326,COUNT DOOKU: (continuing) Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.,COUNT DOOKU,  Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.,Revenge of the Sith,Male
1353,1327,COUNT DOOKU: (continuing) I sense great fear in you Skywalker. You have hate you have anger but you dont use them.,COUNT DOOKU,  I sense great fear in you Skywalker. You have hate you have anger but you dont use them.,Revenge of the Sith,Male
1354,1328,PALPATINE: Good Anakin good. I knew you could do it. Kill him. Kill him now!,PALPATINE, Good Anakin good. I knew you could do it. Kill him. Kill him now!,Revenge of the Sith,Male
1355,1329,ANAKIN: I shouldn't . . .,ANAKIN, I shouldn't . . .,Revenge of the Sith,Male
1356,1330,PALPATINE: Do it!!,PALPATINE, Do it!!,Revenge of the Sith,Male
1357,1331,ANAKIN: ... I couldn't stop myself.,ANAKIN, ... I couldn't stop myself.,Revenge of the Sith,Male
1358,1332,PALPATINE: You did well Anakin. He was too dangerous to be kept alive.,PALPATINE, You did well Anakin. He was too dangerous to be kept alive.,Revenge of the Sith,Male
1359,1333,ANAKIN: Yes but he was an unarmed prisoner.,ANAKIN, Yes but he was an unarmed prisoner.,Revenge of the Sith,Male
1360,1334,ANAKIN: (continuing) I shouldn't have done that Chancellor. It's not the Jedi way.,ANAKIN,  I shouldn't have done that Chancellor. It's not the Jedi way.,Revenge of the Sith,Male
1361,1335,PALPATINE: It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.,PALPATINE, It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.,Revenge of the Sith,Male
1362,1336,PALPATINE: (continuing) Anakin there is no time. We must get off the ship before it's too late.,PALPATINE,  Anakin there is no time. We must get off the ship before it's too late.,Revenge of the Sith,Male
1363,1337,ANAKIN: He seems to be all right. No broken bones breathing's all right.,ANAKIN, He seems to be all right. No broken bones breathing's all right.,Revenge of the Sith,Male
1364,1338,PALPATINE: Leave him or we'll never make it.,PALPATINE, Leave him or we'll never make it.,Revenge of the Sith,Male
1365,1339,ANAKIN: His fate will be the same as ours.,ANAKIN, His fate will be the same as ours.,Revenge of the Sith,Male
1366,1340,GENERAL GRIEVOUS: Prepare for attack.,GENERAL GRIEVOUS, Prepare for attack.,Revenge of the Sith,Droid
1367,1341,PILOT: All batteries fire! Fire!,PILOT, All batteries fire! Fire!,Revenge of the Sith,Male
1368,1342,ANAKIN: The elevator's not working (into his comlink) Artoo . . .,ANAKIN, The elevator's not working  Artoo . . .,Revenge of the Sith,Male
1369,1343,ANAKIN: (continuing) . . . Activate Elevator 3224.,ANAKIN,  . . . Activate Elevator 3224.,Revenge of the Sith,Male
1370,1344,ANAKIN: (continuing) Artoo ... do you copy? Artoo come in!,ANAKIN,  Artoo ... do you copy? Artoo come in!,Revenge of the Sith,Male
1371,1345,PILOT: Reverse stabilizers.,PILOT, Reverse stabilizers.,Revenge of the Sith,Male
1372,1346,PILOT: Magnetize! Magnetize!,PILOT, Magnetize! Magnetize!,Revenge of the Sith,Male
1373,1347,ANAKIN: We can't wait. Come on we have to be fast.,ANAKIN, We can't wait. Come on we have to be fast.,Revenge of the Sith,Male
1374,1348,GENERAL GRIEVOUS: Fire the emergency booster engines.,GENERAL GRIEVOUS, Fire the emergency booster engines.,Revenge of the Sith,Droid
1375,1349,PILOT: Leveling out sir.,PILOT, Leveling out sir.,Revenge of the Sith,Male
1376,1350,ANAKIN: Easy. . . . We're in a bit of a situation.,ANAKIN, Easy. . . . We're in a bit of a situation.,Revenge of the Sith,Male
1377,1351,OBI-WAN: Did I miss something?,OBI-WAN, Did I miss something?,Revenge of the Sith,Male
1378,1352,ANAKINN: Hold on.,ANAKIN, Hold on.,Revenge of the Sith,Male
1379,1353,OBI-WAN: What is that?,OBI-WAN, What is that?,Revenge of the Sith,Male
1380,1354,OBI-WAN: (continuing) Oops.,OBI-WAN,  Oops.,Revenge of the Sith,Male
1381,1355,ANAKIN: Artoo Artoo shut down the elevator!,ANAKIN, Artoo Artoo shut down the elevator!,Revenge of the Sith,Male
1382,1356,OBI-WAN: Too late! Jump!,OBI-WAN, Too late! Jump!,Revenge of the Sith,Male
1383,1357,OBI-WAN: Let's see if we can find something in the hangar bay that's still flyable. Come on.,OBI-WAN, Let's see if we can find something in the hangar bay that's still flyable. Come on.,Revenge of the Sith,Male
1384,1358,ANAKIN: Artoo get down here. Artoo do you copy?,ANAKIN, Artoo get down here. Artoo do you copy?,Revenge of the Sith,Male
1385,1359,OBI-WAN:  of those ships will get us anywhere.,OBI-WAN,  of those ships will get us anywhere.,Revenge of the Sith,Male
1386,1360,ANAKIN: I agree.,ANAKIN, I agree.,Revenge of the Sith,Male
1387,1361,PALPATINE: What are we going to do?,PALPATINE, What are we going to do?,Revenge of the Sith,Male
1388,1362,ANAKIN: I don't know.,ANAKIN, I don't know.,Revenge of the Sith,Male
1389,1363,OBI-WAN: Don't look at me. I don't know.,OBI-WAN, Don't look at me. I don't know.,Revenge of the Sith,Male
1390,1364,ANAKIN: Here Chancellor lock this around your waist and hold on.,ANAKIN, Here Chancellor lock this around your waist and hold on.,Revenge of the Sith,Male
1391,1365,OBI-WAN: We'll head toward the bridge and see if we can find an escape pod.,OBI-WAN, We'll head toward the bridge and see if we can find an escape pod.,Revenge of the Sith,Male
1392,1366,ANAKIN/OBI-WAN: Well that was close.,ANAKIN/OBI-WAN, Well that was close.,Revenge of the Sith,Male
1393,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1394,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1395,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1396,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1397,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1398,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1399,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1400,1367,BODYGUARD: General we found the Jedi. They're in hallway 328.,BODYGUARD, General we found the Jedi. They're in hallway 328.,Revenge of the Sith,Male
1401,1368,GENERAL GRIEVOUS: Activate ray shields.,GENERAL GRIEVOUS, Activate ray shields.,Revenge of the Sith,Droid
1402,1369,ANAKIN: Ray shields!,ANAKIN, Ray shields!,Revenge of the Sith,Male
1403,1370,OBI-WAN: Wait a minute how'd this happen! We're smarter than this.,OBI-WAN, Wait a minute how'd this happen! We're smarter than this.,Revenge of the Sith,Male
1404,1371,ANAKIN: Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,ANAKIN, Apparently not Master. This is the oldest trap in the book . . . Well ... I was distracted.,Revenge of the Sith,Male
1405,1372,OBI-WAN: Oh so all of a sudden it's my fault.,OBI-WAN, Oh so all of a sudden it's my fault.,Revenge of the Sith,Male
1406,1373,ANAKIN: You're the Master. I'm just a hero.,ANAKIN, You're the Master. I'm just a hero.,Revenge of the Sith,Male
1407,1374,OBI-WAN: I'm open to suggestions here.,OBI-WAN, I'm open to suggestions here.,Revenge of the Sith,Male
1408,1375,PALPATINE: Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,PALPATINE, Why don't we let them take us to General Grievous. Perhaps with Count Dooku's demise we can negotiate our release.,Revenge of the Sith,Male
1409,1376,ANAKIN: I say . . . patience.,ANAKIN, I say . . . patience.,Revenge of the Sith,Male
