,Characters,Dialogue,Movie,Gender,length
356,JYN ERSO, The reactor. He's placed a weakness there. He's been hiding it for years. He said if you can blow the reactor- the module- the whole system goes down. You need to send word to the Alliance.,Rogue One,Female,36
357,CASSIAN, I've done that.,Rogue One,Male,3
358,JYN ERSO, They have to know there's a way to destroy this thing. They have to go to Scarif to get the plans.,Rogue One,Female,21
359,CASSIAN, I can't risk sending that. We're in the heart of Imperial territory.,Rogue One,Male,12
360,JYN ERSO,Then we'll find him. And bring him back and he can tell them himself.,Rogue One,Female,14
361,IMPERIAL NAVIGATOR, Course set for Eadu sir.,Rogue One,,5
362,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One,Male,11
363,K-2SO, 20 degrees to the right. 10 degrees up.,Rogue One,Droid,8
364,K-2SO, 20 degrees to the right. 10 degrees up.,Rogue One,Droid,8
365,BODHI, No no no lower. Lower!,Rogue One,Male,5
366,K-2SO, Are you sure this is the way?,Rogue One,Droid,7
367,K-2SO, Are you sure this is the way?,Rogue One,Droid,7
368,BODHI, They have landing trackers. They have patrol squadrons. You've got to stay in the canyon keep it low.,Rogue One,Male,18
369,CASSIAN, Watch your right!,Rogue One,Male,3
370,K-2SO, There's a 26% chance of failure.,Rogue One,Droid,6
371,K-2SO, There's a 26% chance of failure.,Rogue One,Droid,6
372,CASSIAN, How much farther?,Rogue One,Male,3
373,BODHI, I don't know. I'm not sure I never really come this way but we're close we're close. I know that.,Rogue One,Male,20
374,K-2SO, Well now there's a 35% chance of failure.,Rogue One,Droid,8
375,K-2SO, Well now there's a 35% chance of failure.,Rogue One,Droid,8
376,BODHI, I don't want to know thank you.,Rogue One,Male,7
377,K-2SO, I understand.,Rogue One,Droid,2
378,K-2SO, I understand.,Rogue One,Droid,2
379,BODHI, Now! Put it down now!,Rogue One,Male,5
380,K-2SO, The wind...,Rogue One,Droid,2
381,K-2SO, The wind...,Rogue One,Droid,2
382,BODHI, If you keep going you'll be right over the shuttle depot. Watch out!,Rogue One,Male,13
383,K-2SO, Hey!,Rogue One,Droid,1
384,K-2SO, Hey!,Rogue One,Droid,1
385,CASSIAN, Hold on tight! We're coming down hard!,Rogue One,Male,7
386,GENERAL DRAVEN, Try them again.,Rogue One,,3
387,REBEL, I am sir. We... The signal's gone dead.,Rogue One,Male,8
388,GENERAL DRAVEN, Squadron up target Eadu.,Rogue One,,4
389,BODHI, How about now check stabilizers?,Rogue One,Male,5
390,CASSIAN, Bodhi where's the lab?,Rogue One,Male,4
391,BODHI, The research facility?,Rogue One,Male,3
392,CASSIAN, Yeah. Where is it?,Rogue One,Male,4
393,BODHI, It's just over the ridge.,Rogue One,Male,5
394,CASSIAN, And that's a shuttle depot straight ahead of us? You are sure of that?,Rogue One,Male,14
395,BODHI, Yes.We'll have to hope there's still an Imperial ship left to steal. ,Rogue One,Male,12
396,CASSIAN, Here's what we're doing. Hopefully the storm keeps up and keeps us hidden down here.Bodhi you're coming with me. We'll go up the ridge and check it out.,Rogue One,Male,28
397,JYN ERSO, I'm coming with you.,Rogue One,Female,4
398,CASSIAN, No your father's message we can't risk it. You're the messenger.,Rogue One,Male,11
399,CASSIAN, Get to work fixing our comms!All I want to do right now is get a handle on what we're up against.So we're going to go very small and very carefully up the rise and see what's what. Let's get out of here.,Rogue One,Male,42
400,CHIRRUT, Does he look like a killer?,Rogue One,Male,6
401,BAZER, No. He has the face of a friend.,Rogue One,,8
402,JYN ERSO, Who are you talking about?,Rogue One,Female,5
403,CHIRRUT, Captain Andor.,Rogue One,Male,2
404,JYN ERSO, Why do you ask that? What do you mean does he look like a killer?,Rogue One,Female,15
405,CHIRRUT, The Force moves darkly near a creature that's about to kill.,Rogue One,Male,11
406,K-2SO, His weapon was in the sniper configuration.,Rogue One,Droid,7
407,K-2SO, His weapon was in the sniper configuration.,Rogue One,Droid,7
408,BODHI, No no no... We got to go up. You can't see much from down there. ,Rogue One,Male,15
409,BAZE, Where are you going?,Rogue One,Male,4
410,CHIRRUT, I'm going to follow Jyn. Her path is clear.,Rogue One,Male,9
411,BAZE, Alone? Good luck!,Rogue One,Male,3
412,CHIRRUT, I don't need luck I have you!,Rogue One,Male,7
413,K-2SO, What are they doing? If Cassian comes back we're leaving without them.,Rogue One,Droid,12
414,K-2SO, What are they doing? If Cassian comes back we're leaving without them.,Rogue One,Droid,12
415,CASSIAN, You see Erso out there?,Rogue One,Male,5
416,BAZE,We've come too far.,Rogue One,Male,4
417,CHIRRUT,Patience my friend.,Rogue One,Male,3
418,BODHI, That's him. That's him Galen in the dark suit.,Rogue One,Male,9
419,CASSIAN,Get back down there and find us a ride out of here.,Rogue One,Male,12
420,BODHI, What are you doing?,Rogue One,Male,4
421,CASSIAN, You heard me.,Rogue One,Male,3
422,BODHI, You said we came up here just to have a look.,Rogue One,Male,11
423,CASSIAN,I'm here I'm looking. Go.Hurry!,Rogue One,Male,5
424,KRENNIC, Excellent news Galen. The battle station is complete. You must be very proud.,Rogue One,Male,13
425,GALEN ERSO, Proud as I can be Krennic.,Rogue One,Male,6
426,KRENNIC, Gather your engineers I have an announcement. Is that all of them?,Rogue One,Male,12
427,GALEN ERSO, Yes.,Rogue One,Male,1
428,KRENNIC, Gentlemen.One of you betrayed the Empire. One of you has conspired with a pilot to send messages to the Rebellion. And I urge that traitor step forward.,Rogue One,Male,27
429,KRENNIC, Very well I'll consider it a group effort then. Ready!,Rogue One,Male,10
430,ENGINEER, No.,Rogue One,Male,1
431,ENGINEER, No please.,Rogue One,Male,2
432,KRENNIC, Aim... and...,Rogue One,Male,2
433,ENGINEER, No no.,Rogue One,Male,2
434,KRENNIC, fire!,Rogue One,Male,1
435,GALEN ERSO,Stop! Stop! Krennic stop. It was me. It was me. They have nothing to do with it. Spare them.,Rogue One,Male,19
436,KRENNIC, Fire!,Rogue One,Male,1
437,KRENNIC, How do I know the weapon is complete?,Rogue One,Male,8
438,GALEN ERSO, Let me share with you some details.,Rogue One,Male,7
439,K-2SO, Cassian. Cassian can you hear me?,Rogue One,Droid,6
440,K-2SO, Cassian. Cassian can you hear me?,Rogue One,Droid,6
441,CASSIAN, I'm here.You got it working.,Rogue One,Male,5
442,K-2SO,Affirmative yes although we have a problem! There's an Alliance squadron approaching.,Rogue One,Droid,12
443,K-2SO,Affirmative yes although we have a problem! There's an Alliance squadron approaching.,Rogue One,Droid,12
444,REBEL PILOT, Clear the area!,Rogue One,,3
445,CASSIAN, No. No no no!Tell them to hold up!Jyn's on that platform!,Rogue One,Male,11
446,KRENNIC,Now where have I heard that before?,Rogue One,Male,7
447,K-2SO,Relay from Captain Andor.,Rogue One,Droid,4
448,K-2SO,Relay from Captain Andor.,Rogue One,Droid,4
449,REBEL, General.,Rogue One,Male,1
450,K-2SO, Captain Andor requesting a delay on squadron support. Alliance forces onsite.Please confirm.,Rogue One,Droid,12
451,K-2SO, Captain Andor requesting a delay on squadron support. Alliance forces onsite.Please confirm.,Rogue One,Droid,12
452,GENERAL DRAVEN, Get the squadron leader on Get him on now!,Rogue One,,9
453,REBEL,They're already engaged sir.,Rogue One,Male,4
454,CASSIAN, Dead. No.,Rogue One,Male,2
455,KRENNIC,Return fire! To your stations. Get our fighters in the air now!,Rogue One,Male,12
456,JYN ERSO,Father!,Rogue One,Female,1
457,SOLDIER, Go go go go.,Rogue One,Male,4
458,SOLDIER, Fall back! Fall back!,Rogue One,Male,4
459,SOLDIER, Director we need to evacuate.,Rogue One,Male,5
460,JYN ERSO, Papa. Papa it's me. It's Jyn.,Rogue One,Female,6
461,GALEN ERSO, Jyn.Stardust.,Rogue One,Male,1
462,JYN ERSO, Papa.I've seen your message. The hologram I've seen it.,Rogue One,Female,9
463,GALEN ERSO, It must be destroyed.,Rogue One,Male,4
464,JYN ERSO, I know. I know. We will.,Rogue One,Female,6
465,GALEN ERSO, Jyn.Look at you.I've so much to tell you.,Rogue One,Male,8
466,JYN ERSO, Papa.No. No. Papa!Papa! Come on.,Rogue One,Female,5
467,STORMTROOPER, Over there take them down.,Rogue One,Male,5
468,CASSIAN, Come on. Jyn we've got to go. Come on.,Rogue One,Male,9
469,JYN ERSO, I can't leave him,Rogue One,Female,4
470,CASSIAN, Listen to me. He's gone. There's nothing you can do. Come on.,Rogue One,Male,12
471,JYN ERSO, I can't leave him.,Rogue One,Female,4
472,CASSIAN, Come on! Help me. Move!,Rogue One,Male,5
473,CASSIAN, Down!,Rogue One,Male,1
474,CASSIAN,Come on. Come on.,Rogue One,Male,4
475,K-2SO, Well done.You're a Rebel now.,Rogue One,Droid,5
476,K-2SO, Well done.You're a Rebel now.,Rogue One,Droid,5
477,CASSIAN, Let's go let's go. Come on let's move! Come on let's get out of here. Move move move. Okay K-2 let's go.,Rogue One,Male,22
478,K-2SO, Copy that.,Rogue One,Droid,2
479,K-2SO, Copy that.,Rogue One,Droid,2
480,CASSIAN, Ion thrusters low until we cleared the storm.,Rogue One,Male,8
481,K-2SO, Understood.,Rogue One,Droid,1
482,K-2SO, Understood.,Rogue One,Droid,1
483,JYN ERSO, You lied to me.,Rogue One,Female,4
484,CASSIAN, You're in shock.,Rogue One,Male,3
485,JYN ERSO, You went up there to kill my father.,Rogue One,Female,8
486,CASSIAN, You don't know what you're talking about.,Rogue One,Male,7
487,JYN ERSO, Deny it.,Rogue One,Female,2
488,CASSIAN, You're in shock and looking for someplace to put it.,Rogue One,Male,10
489,JYN ERSO, I've seen it before.,Rogue One,Female,4
490,CASSIAN, I bet you have.,Rogue One,Male,4
491,JYN ERSO, They know.You lied about why we came here and you lied about why you went up alone.,Rogue One,Female,17
492,CASSIAN, I had every chance to pull the trigger. But did I? Did I?,Rogue One,Male,13
493,JYN ERSO, You might as well have. My father was living proof and you put him at risk. Those were Alliance bombs that killed him!,Rogue One,Female,23
494,CASSIAN, I had orders! Orders that I disobeyed! But you wouldn't understand that.,Rogue One,Male,12
495,JYN ERSO, Orders?When you know they're wrong? You might as well be a stormtrooper.,Rogue One,Female,12
496,CASSIAN, What do you know? We don't all have the luxury of deciding when and where we want to care about something. Suddenly the Rebellion is real for you? Some of us live it. I've been in this fight since I was 6 years old. You're not the only one who lost everything. Some of us just decided to do something about it.,Rogue One,Male,62
497,JYN ERSO, You can't talk your way around this.,Rogue One,Female,7
498,CASSIAN, I don't have to. Yavin Four! Make sure they know we're coming in with a stolen ship.,Rogue One,Male,17
499,VANEE, My lord Director Krennic has arrived.,Rogue One,Male,6
500,DARTH VADER, Director Krennic.,Rogue One,Male,2
501,KRENNIC, Lord Vader.,Rogue One,Male,2
502,DARTH VADER,You seem unsettled.,Rogue One,Male,3
503,KRENNIC,No. Just pressed for time. There're a great many things to attend to.,Rogue One,Male,13
504,DARTH VADER,My apologies. You do have a great many things to explain.,Rogue One,Male,11
505,KRENNIC,I've delivered the weapon the Emperor requested. I deserve an audience to make certain he understands its remarkable… potential.,Rogue One,Male,19
506,DARTH VADER,Its power to create problems has certainly been confirmed. A city destroyed. An Imperial facility openly attacked.,Rogue One,Male,17
507,KRENNIC,It was Governor Tarkin that suggested the test.,Rogue One,Male,8
508,DARTH VADER,You were not summoned here to grovel Director Krennic.,Rogue One,Male,9
509,KRENNIC, No it’s...,Rogue One,Male,2
510,DARTH VADER, There is no Death Star. The Senate has been informed that Jedha was destroyed in a mining disaster.,Rogue One,Male,18
511,KRENNIC,Yes my lord.,Rogue One,Male,3
512,DARTH VADER,I expect you to not rest until you can assure the Emperor that Galen Erso has not compromised this weapon in any way.,Rogue One,Male,23
513,KRENNIC,So I'm still in command? You'll speak to the Emperor about…,Rogue One,Male,11
514,DARTH VADER,Be careful not to choke on your aspirations Director.,Rogue One,Male,9
515,PAMLO, We must scatter the fleet. We have no recourse but to surrender.,Rogue One,Female,12
516,ORGANA, Are we really talking about disbanding something that we've worked so hard to create?,Rogue One,,14
517,RADDUS, We can't just give in.,Rogue One,Male,5
518,VASPAR, We joined an Alliance not a suicide pact!,Rogue One,Male,8
519,ORGANA, We've only now managed to gather our forces.,Rogue One,,8
520,JEBEL, Gather our forces? General Draven's already blown up an Imperial base!,Rogue One,Male,11
521,GENERAL DRAVEN, A decision needed to be made.,Rogue One,,6
522,PAMLO, If it's war you want you'll fight alone!,Rogue One,Female,8
523,VASPAR, If that's the way it's going why have an Alliance at all?,Rogue One,Male,12
524,RADDUS, If she's telling the truth we need to act now!,Rogue One,Male,10
525,MON MOTHMA, Councilors please!,Rogue One,Female,2
526,BLUE LEADER, It is simple the Empire has the means of mass destruction. The Rebellion does not.,Rogue One,Male,15
527,JEBEL, A Death Star this is nonsense.,Rogue One,Male,6
528,JYN ERSO, What reason would my father have to lie? What benefit would it bring him?,Rogue One,Female,14
529,JEBEL, Don't forget the Imperial pilot.,Rogue One,Male,5
530,JYN ERSO, My father gave his life so that we may have a chance to defeat this.,Rogue One,Female,15
531,DODONNA, So you've told us.,Rogue One,Male,4
532,PAMLO, If the Empire has this kind of power what chance do we have?,Rogue One,Female,13
533,JYN ERSO, What chance do we have? The question is 'What choice?' Run? Hide? Plead for mercy? Scatter your forces? You give way to an enemy this evil with this much power and you condemn the galaxy to an eternity of submission. The time to fight is now!,Rogue One,Female,46
534,REBEL, What is she proposing?,Rogue One,Male,4
535,REBEL, Just let the girl speak!,Rogue One,Male,5
536,JYN ERSO, Send your best troops to Scarif.Send the whole rebel fleet if you have to. We need to capture the Death Star plans if there is any hope of destroying it.,Rogue One,Female,30
537,PAMLO, You're asking us to invade an Imperial installation based on nothing but hope?,Rogue One,Female,13
538,JYN ERSO, Rebellions are built on hope.,Rogue One,Female,5
539,VASPAR, There is no hope.,Rogue One,Male,4
540,RADDUS, I say we fight.,Rogue One,Male,4
541,JEBEL, I say the Rebellion is finished.,Rogue One,Male,6
542,MON MOTHMA, I'm sorry Jyn. Without the full support of the council the odds are too great.,Rogue One,Female,15
543,PA, General Syndulla please report to the briefing room.,Rogue One,,8
544,BAZE,You don't look happy.,Rogue One,Male,4
545,JYN ERSO, They prefer to surrender.,Rogue One,Female,4
546,BAZE, And you?,Rogue One,Male,2
547,CHIRRUT, She wants to fight.,Rogue One,Male,4
548,BODHI, So do I. We all do.,Rogue One,Male,6
549,CHIRRUT, The Force is strong.,Rogue One,Male,4
550,JYN ERSO, I'm not sure four of us is quite enough.,Rogue One,Female,9
551,BAZE, How many do we need?,Rogue One,Male,5
552,JYN ERSO, What are you talking about?,Rogue One,Female,5
553,CASSIAN,They were never going to believe you.,Rogue One,Male,7
554,JYN ERSO, I appreciate the support.,Rogue One,Female,4
555,CASSIAN, Okay. Gear up. Grab anything that's not nailed down. Go go go!,Rogue One,Male,12
556,K-2SO, Jyn. I'll be there for you. Cassian said I had to.,Rogue One,Droid,11
557,K-2SO, Jyn. I'll be there for you. Cassian said I had to.,Rogue One,Droid,11
558,JYN ERSO, I'm not used to people sticking around when things go bad.,Rogue One,Female,11
559,CASSIAN, Welcome home.,Rogue One,Male,2
560,PA, Bravo team to the Intelligence office for extraction mission report.,Rogue One,,10
561,JYN ERSO, May the Force be with us.,Rogue One,Female,6
562,FLIGHT CONTROLLER, Cargo shuttle read back please. What's going on out there? That ship's off limits. No one is suppose to be on board until farther instructions.,Rogue One,,25
563,BODHI, Yes yes we are. Affirmative.,Rogue One,Male,5
564, FLIGHT CONTROLLER, That's an impounded Imperial ship. What's your call sign pilot?,Rogue One,,10
565,BODHI, Um.,Rogue One,Male,1
566,JYN ERSO, We have to go.,Rogue One,Female,4
567,BODHI,It-It's um...,Rogue One,Male,2
568,JYN ERSO, Say something. Come on.,Rogue One,Female,4
569,BODHI, Rogue... Rogue One.,Rogue One,Male,3
570,FLIGHT CONTROLLER, Rogue One? There is no Rogue One.,Rogue One,,7
571,K-2SO, Well there is now.,Rogue One,Droid,4
572,K-2SO, Well there is now.,Rogue One,Droid,4
573,BODHI, Rogue One pulling away.,Rogue One,Male,4
574,K-2SO, Pulling away.,Rogue One,Droid,2
575,K-2SO, Pulling away.,Rogue One,Droid,2
576,MON MOTHMA, Despite what the others say war is inevitable.,Rogue One,Female,8
577,SENATOR ORGANA, Yes I agree. I must return to Alderaan to inform my people that there will be no peace. We will need every advantage.,Rogue One,Male,23
578,MON MOTHMA, Your friend the Jedi.,Rogue One,Female,4
579,SENATOR ORGANA, He served me well during the Clone Wars and has lived in hiding since the Emperor's purge. Yes I will send for him.,Rogue One,Male,23
580,MON MOTHMA, You'll need someone you can trust.,Rogue One,Female,6
581,SENATOR ORGANA, I would trust her with my life. Captain Antilles I have a mission for you.,Rogue One,Male,15
582,CAPTAIN ANTILLES, Senator.,Rogue One,Male,1
583,BODHI, Okay we're coming in. There's a planetwide defensive shield with a single main entry gate. This shuttle should be equipped with an access code that allows us through.,Rogue One,Male,28
584,K-2SO, Assuming the Empire hasn't logged it as overdue.,Rogue One,Droid,8
585,K-2SO, Assuming the Empire hasn't logged it as overdue.,Rogue One,Droid,8
586,BODHI,Thenthey shut the gate and we're all annihilated in the cold dark vacuum of space.,Rogue One,Male,15
587,K-2SO, Not me I can survive in space.,Rogue One,Droid,7
588,K-2SO, Not me I can survive in space.,Rogue One,Droid,7
589,BODHI, Okay. Here it goes. Cargo shuttle SW-0608 requesting a landing pad.,Rogue One,Male,11
590,GATE GUARD, Cargo shuttle SW-0608 you're not listed on the arrival schedule.,Rogue One,,10
591,BODHI, Acknowledged Gate Control. We were rerouted from Eadu Flight Station. Transmitting clearance code now.,Rogue One,Male,14
592,K-2SO, Transmitting.,Rogue One,Droid,1
593,K-2SO, Transmitting.,Rogue One,Droid,1
594,GATE GUARD, Cargo shuttle SW-0608? You are cleared for entry.,Rogue One,,8
595,BODHI,- Yes!,Rogue One,Male,2
596,BODHI, Okay.,Rogue One,Male,1
597,FLIGHT CONTROLLER, SW-0608 clear for landing pad 9. Acknowledge please.,Rogue One,,8
598,BODHI, SW-0608 proceeding to LP9 as instructed.,Rogue One,Male,6
599,CASSIAN, The main building down there what is it?,Rogue One,Male,8
600,BODHI,That's the Citadel Tower. They keep all the Imperial structure archives in there. If the plans are anywhere they'll be there.,Rogue One,Male,21
601,CASSIAN, The dish at the top? What's it for?,Rogue One,Male,8
602,BODHI, I guess it takes a lot of signals to send those data files out.,Rogue One,Male,14
603,K-2SO, Landing track engaged,Rogue One,Droid,3
604,K-2SO, Landing track engaged,Rogue One,Droid,3
605,BODHI, Landing track locked.,Rogue One,Male,3
606,CASSIAN, We're landing. We're coming in!,Rogue One,Male,5
607,JYN ERSO, Saw Gerrera used to say1 fighter with a sharp stick and nothing left to lose can take the day. They have no idea we're coming. They have no reason to expect us. If we can make it to the ground we'll take the next chance. And the next.On and on until we win... or the chances are spent. The Death Star plans are down there.CassianK2 and I will find them. We'll find a way to find them. ,Rogue One,Female,77
608,CASSIAN, Melshi Pao Baze Chirrut you'll take main squad move east and get wide of the ship. Find a position between here and the tower.Once you get to the best spot light the place up. Make ten men feel like a hundred.,Rogue One,Male,41
609,BAZE, All right.,Rogue One,Male,2
610,CASSIAN, And get those troopers away from us.,Rogue One,Male,7
611,BODHI, What should I do?,Rogue One,Male,4
612,CASSIAN, Keep the engine running. You're our only way out of here.,Rogue One,Male,11
613,STORMTROOPER, Cargo shuttle SW-0608 be prepared to receive inspection team.,Rogue One,Male,9
614,JYN ERSO, Ready?,Rogue One,Female,1
615,INSPECTOR, Hello.,Rogue One,,1
616,BODHI, Hey you're probably looking for a manifest.,Rogue One,Male,7
617,PILOT, Director Krennic we are entering the Scarif shield gate. General Ramda has been informed of your arrival.,Rogue One,,17
618,BAZE, Good luck little sister.,Rogue One,Male,4
619,BODHI, Go! Go now you're clear!,Rogue One,Male,5
620,MELSHI, All right let's go. Come on. Move move move.,Rogue One,Male,9
621,K-2SO, I have a bad feeling about…,Rogue One,Droid,6
622,K-2SO, I have a bad feeling about…,Rogue One,Droid,6
623,CASSIAN, Kay!,Rogue One,Male,1
624,JYN ERSO, Quiet.,Rogue One,Female,1
625,K-2SO, What?,Rogue One,Droid,1
626,K-2SO, What?,Rogue One,Droid,1
627,CASSIAN, We need a map.,Rogue One,Male,4
628,K-2SO, Well I'm sure there's one just lying about.,Rogue One,Droid,8
629,K-2SO, Well I'm sure there's one just lying about.,Rogue One,Droid,8
630,CASSIAN, You know what you have to do.,Rogue One,Male,7
631,MELSHI, One per pad. Pick your spot. We want to draw them out. I'll call the timing. Go!,Rogue One,Male,17
632,STORMTROOPER, Hey did you hear the rumors?,Rogue One,Male,6
633,STORMTROOPER,Yeah the T-15s have been marked obsolete.,Rogue One,Male,7
634,STORMTROOPER,Oh boy it's about time for that.,Rogue One,Male,7
635,STORMTROOPER, Hey.,Rogue One,Male,1
636,STORMTROOPER, Watch out.,Rogue One,Male,2
637,STORMTROOPER, What the...?,Rogue One,Male,2
638,RAMDA, Director what brings you to Scarif?,Rogue One,,6
639,KRENNIC, Galen Erso I want every dispatch every transmission he has ever sent called up for inspection.,Rogue One,Male,16
640,RAMDA, All of them?,Rogue One,,3
641,KRENNIC, Yes. All of them. Get started.,Rogue One,Male,6
642,CASSIAN, Kay?,Rogue One,Male,1
643,K-2SO, Our optimal route to the data vault places only 89 stormtroopers in our path. We will make it no more than 33% of the way before we are killed.,Rogue One,Droid,29
644,K-2SO, Our optimal route to the data vault places only 89 stormtroopers in our path. We will make it no more than 33% of the way before we are killed.,Rogue One,Droid,29
645,CASSIAN, Melshi talk to me.,Rogue One,Male,4
646,MELSHI, Ready ready. Standing by.,Rogue One,Male,4
647,CASSIAN, Light it up.,Rogue One,Male,3
648,KRENNIC, Are we blind?Deploy the garrison! Move!,Rogue One,Male,6
649,TONC, Troopers! Troopers. Troopers on the left!,Rogue One,Male,6
650,ROMODI, Sir? Scarif base they're reporting a rebel incursion.,Rogue One,Male,8
651,TARKIN, I want to speak to Director Krennic.,Rogue One,Male,7
652,ROMODI, He's there sir. On Scarif.,Rogue One,Male,5
653,TARKIN, The original plans for this station are kept there are they not?,Rogue One,Male,12
654,ROMODI, They are.,Rogue One,Male,2
655,TARKIN, Prepare for the jump to hyperspace and inform Lord Vader.,Rogue One,Male,10
656,VAULT GUARD, Can I help you?,Rogue One,,4
657,K-2SO, That won't be necessary.,Rogue One,Droid,4
658,K-2SO, That won't be necessary.,Rogue One,Droid,4
659,REBEL, Senator! Senator.,Rogue One,Male,2
660,REBEL, He's returned to his ship.He's gone to fight.,Rogue One,Male,8
661,REBEL, No!,Rogue One,Male,1
662,PA, Attention all flight personnelplease report to your commanders immediately. Attention all flight personnel please report to your commanders immediately. We have been redirected to Scarif. Pilots you'll be briefed by your squadron leaders on route.May the Force be with you.,Rogue One,,40
663,C-3PO, Scarif?They're going to Scarif? Why does nobody ever tell me anything Artoo? [R2 beeps] Yeah nobody tells us anything.,Rogue One,Droid,19
664,C-3PO, Scarif?They're going to Scarif? Why does nobody ever tell me anything Artoo? [R2 beeps] Yeah nobody tells us anything.,Rogue One,Droid,19
665,MELSHI, Fall back! Fall back!,Rogue One,Male,4
666,CHIRRUT, Keep drawing them out!,Rogue One,Male,4
667,MELSHI, Go. Go. Move. Move.Come on move up!,Rogue One,Male,7
668,IMPERIAL, Pad 12 report to ground. Coming at our flank we're outnumbered.,Rogue One,Male,11
669,IMPERIAL, Pad 12 team what's going on down there. Status please. All Pads report in immediately.,Rogue One,Male,15
670,IMPERIAL,Unknown we have rebels everywhere.,Rogue One,Male,5
671,IMPERIAL, We're taking fire Pad 12 Pad 14 request assistance.,Rogue One,Male,9
672,BODHI, This is Pad 2 Pad 2. I spot 40 rebels heading west on Pad 2. Get on there tell him pinned down by rebels on Pad 5.,Rogue One,Male,27
673,TONC, This is Pad 5 we're being overrun. Help us!,Rogue One,Male,9
674,IMPERIAL, Pad 12 Pad 10 Pad 8 please confirm.Confirm and report. Get reinforcements down to Pad 5 immediately!,Rogue One,Male,17
675,CASSIAN, This is not working Kay.,Rogue One,Male,5
676,K-2SO, Right hand.,Rogue One,Droid,2
677,K-2SO, Right hand.,Rogue One,Droid,2
678,CHIRRUT, Baze! Baze!,Rogue One,Male,2
679,BAZE, What?,Rogue One,Male,1
680,RADDUS, This is Admiral Raddus of the Rebel Alliance. All Squadron leaders report in.,Rogue One,Male,13
681,BLUE LEADER, Admiral this is Blue Leader standing by.,Rogue One,Male,7
682,GOLD LEADER, This is Gold Leader standing by.,Rogue One,Male,6
683,RED LEADER, This is Red Leader standing by.,Rogue One,Male,6
684,KRENNIC, Lock down the base. Lock down.,Rogue One,Male,6
685,KRENNIC, Do it!,Rogue One,Male,2
686,RADDUS, Red and Gold squadron attack formations. Defend the fleet. Blue squadron get to the surface before they closed that gate.,Rogue One,Male,20
687,BLUE LEADER, Copy your Admiral. Blue squadron on me.,Rogue One,Male,7
688,BLUE FOUR, Copy Blue Leader.,Rogue One,,3
689,BLUE FIVE, Copy Blue Leader.,Rogue One,,3
690,BLUE SIX, Come on come on come on!,Rogue One,,6
691,BLUE FOUR, Pull up!,Rogue One,,2
692,K-2SO, Rebel fleet has arrived.,Rogue One,Droid,4
693,K-2SO, Rebel fleet has arrived.,Rogue One,Droid,4
694,JYN ERSO, What?,Rogue One,Female,1
695,K-2SO, There's fighting on the beach they've locked down the base they've closed the shield gate.,Rogue One,Droid,15
696,K-2SO, There's fighting on the beach they've locked down the base they've closed the shield gate.,Rogue One,Droid,15
697,JYN ERSO, What does that mean? We're trapped?,Rogue One,Female,6
698,K-2SO, We could transmit the plans to the rebel fleet. We'd have to get a signal out to tell them it's coming.It's the size of the data files. That's the problem.They'll never get through.Someone has to take that shield gate down.,Rogue One,Droid,40
699,K-2SO, We could transmit the plans to the rebel fleet. We'd have to get a signal out to tell them it's coming.It's the size of the data files. That's the problem.They'll never get through.Someone has to take that shield gate down.,Rogue One,Droid,40
700,CASSIAN, Bodhi.Bodhi can you hear me?Bodhi tell me you're out there. Bodhi!,Rogue One,Male,11
701,BODHI, Hello I'm here. We're standing by. They've started fighting the base is on lockdown!,Rogue One,Male,14
702,CASSIAN, I know listen to me!The rebel fleet is up there.You've got to tell them to blow a hole in the shield gate so we can transmit the plans.,Rogue One,Male,28
703,BODHI, Wait I can't. I'm not hooked into the comm tower. We're not tied in.,Rogue One,Male,14
704,CASSIAN, It's the only way we're getting them out of here. Find a way! Cover our backs.,Rogue One,Male,16
705,JYN ERSO, You'll need this. You wanted one right?,Rogue One,Female,7
706,K-2SO, Your behavior Jyn Erso is continually unexpected.,Rogue One,Droid,7
707,K-2SO, Your behavior Jyn Erso is continually unexpected.,Rogue One,Droid,7
708,CASSIAN, Jyn. Come on.,Rogue One,Male,3
709,AT-AT PILOT, Fire on my command.,Rogue One,,4
710,BAZE, Look!,Rogue One,Male,1
711,BODHI, Get ready. We're going to have to go out there.,Rogue One,Male,10
712,REBEL,What're you doing?,Rogue One,Male,3
713,BODHI, Then go!,Rogue One,Male,2
714,RADDUS,What's going on down there Lieutenant?,Rogue One,Male,6
715,LIEUTENANT, Unknown sir. We can't raise them. All rebel frequencies are blocked.,Rogue One,Male,11
716,RADDUS, Keep trying. Engage those Star Destroyers and let's start probing that shield.,Rogue One,Male,12
717,LIEUTENANT, Yes sir. ,Rogue One,Male,2
718,RED LEADER, We're going in.,Rogue One,Male,3
719,RED LEADER,Stay with me.,Rogue One,Male,3
720,K-2SO, Schematics bank Data tower two.,Rogue One,Droid,5
721,K-2SO, Schematics bank Data tower two.,Rogue One,Droid,5
722,CASSIAN, How do I find that?,Rogue One,Male,5
723,K-2SO, Searching. I can locate the tape but you'll need the handles for extraction.,Rogue One,Droid,13
724,K-2SO, Searching. I can locate the tape but you'll need the handles for extraction.,Rogue One,Droid,13
725,CASSIAN, What are we supposed to do with these? Whoa.,Rogue One,Male,9
726,K-2SO, Well finally.,Rogue One,Droid,2
727,K-2SO, Well finally.,Rogue One,Droid,2
