,10,Script,test,Characters,Dialogue,test_2,Movie
4591,,FANG ZAR: We have so many Senators on our side surely that will pursuade the Chancellor.NoneNoneNoneNoneNoneNoneNoneNone,True,FANG ZAR, We have so many Senators on our side surely that will pursuade the Chancellor.,True,Revenge of the Sith
4592,,"BANA BREEMU: When you present the ""petition of the two thousand"" to the Chancellor things may change.NoneNoneNoneNoneNoneNoneNoneNone",True,BANA BREEMU," When you present the ""petition of the two thousand"" to the Chancellor things may change.",True,Revenge of the Sith
4593,,BAIL ORGANA: Let us see what we can accomplish in the Senate before we include the Jedi.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Let us see what we can accomplish in the Senate before we include the Jedi.,True,Revenge of the Sith
4597,,ANAKIN: You're going to need me on this one Master.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You're going to need me on this one Master.,True,Revenge of the Sith
4598,,OBI-WAN: Oh I agree. However it may turn out just to be a wild bantha chase.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Oh I agree. However it may turn out just to be a wild bantha chase.,True,Revenge of the Sith
4600,,ANAKIN: Master!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Master!,True,Revenge of the Sith
4602,,ANAKIN: (continuing) Master I've disappointed you. I have not been very appreciative of your training . . . I have been arrogant and I apologize . . . I've just been so frustrated with the Council. Your friendship means everything to me.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  Master I've disappointed you. I have not been very appreciative of your training . . . I have been arrogant and I apologize . . . I've just been so frustrated with the Council. Your friendship means everything to me.,True,Revenge of the Sith
4603,,OBI-WAN: You are strong and wise Anakin and I am very proud of you. I have trained you since you were a small boy. I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be and you have saved my life more times than I can remember. But be patient Anakin. It won't be long before the Council makes you a Jedi Master.NoneNoneNoneNoneNone,True,OBI-WAN, You are strong and wise Anakin and I am very proud of you. I have trained you since you were a small boy. I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be and you have saved my life more times than I can remember. But be patient Anakin. It won't be long before the Council makes you a Jedi Master.,True,Revenge of the Sith
4605,,OBI-WAN: (continuing) Don't worry. I have enough clones with me to take three systems the size of Utapau. I think I'll be able to handle the situation . . . even without your help.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  Don't worry. I have enough clones with me to take three systems the size of Utapau. I think I'll be able to handle the situation . . . even without your help.,True,Revenge of the Sith
4606,,ANAKIN: Well there's always a first time.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Well there's always a first time.,True,Revenge of the Sith
4609,,ANAKIN: Obi-Wan may the Force be with you.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Obi-Wan may the Force be with you.,True,Revenge of the Sith
4610,,OBI-WAN: Good-bye old friend. May the Force be with you.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Good-bye old friend. May the Force be with you.,True,Revenge of the Sith
4616,,CLONE COMMANDER CODY: Fortunately most of the cities are concentrated on this small continent here . . . on the far side.NoneNoneNoneNoneNoneNoneNoneNone,True,CLONE COMMANDER CODY, Fortunately most of the cities are concentrated on this small continent here . . . on the far side.,True,Revenge of the Sith
4617,,OBI-WAN: I'll keep them distracted until you get there. Just don't take too long.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, I'll keep them distracted until you get there. Just don't take too long.,True,Revenge of the Sith
4618,,CLONE COMMANDER CODY: Come on boss when have I ever let you down?NoneNoneNoneNoneNoneNoneNone,True,CLONE COMMANDER CODY, Come on boss when have I ever let you down?,True,Revenge of the Sith
4620,,OBI-WAN: (laughing) Cato Nemoidia . . . for starters.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  Cato Nemoidia . . . for starters.,True,Revenge of the Sith
4622,,CLONE COMMANDER CODY: That was Anakin who was late. I believe.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,CLONE COMMANDER CODY, That was Anakin who was late. I believe.,True,Revenge of the Sith
4623,,OBI-WAN: Very well the burden is on me not to destroy all the droids before you get there.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Very well the burden is on me not to destroy all the droids before you get there.,True,Revenge of the Sith
4624,,CLONE COMMANDER CODY: I'm counting on you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,CLONE COMMANDER CODY, I'm counting on you.,True,Revenge of the Sith
4629,,PALPATINE: Well Anakin did you see your friend off?NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Well Anakin did you see your friend off?,True,Revenge of the Sith
4630,,ANAKIN: He will soon have Grievous's head.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, He will soon have Grievous's head.,True,Revenge of the Sith
4631,,PALPATINE: We can only hope the Council didn't make a mistake.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, We can only hope the Council didn't make a mistake.,True,Revenge of the Sith
4632,,ANAKIN: The Council was very sure in its decision.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, The Council was very sure in its decision.,True,Revenge of the Sith
4636,,JAR JAR: Helloo Annie. Good en to see yousa . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,JAR JAR, Helloo Annie. Good en to see yousa . . .,True,Revenge of the Sith
4638,,ANAKIN: Hi Jar Jar.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Hi Jar Jar.,True,Revenge of the Sith
4639,,JAR JAR: Oopsin da Chancellor!! So sorry Your Highness sir.NoneNoneNoneNoneNoneNoneNone,True,JAR JAR, Oopsin da Chancellor!! So sorry Your Highness sir.,True,Revenge of the Sith
4641,,PALPATINE: There are rumors in the Senate about Master Kenobi. Many believe he is not fit for this assignment.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, There are rumors in the Senate about Master Kenobi. Many believe he is not fit for this assignment.,True,Revenge of the Sith
4642,,ANAKIN: Not fit? Why would anyone think that?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Not fit? Why would anyone think that?,True,Revenge of the Sith
4643,,PALPATINE: They say his mind has become fogged by the influence of a certain female Senator.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, They say his mind has become fogged by the influence of a certain female Senator.,True,Revenge of the Sith
4644,,ANAKIN: That's ridiculous. Who?!?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, That's ridiculous. Who?!?,True,Revenge of the Sith
4645,,PALPATINE: (slyly) No one knows who she is ... only that she is a Senator.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE,  No one knows who she is ... only that she is a Senator.,True,Revenge of the Sith
4646,,ANAKIN: That's impossible. I would know.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, That's impossible. I would know.,True,Revenge of the Sith
4647,,PALPATINE: Sometimes the closest are the ones who cannot see.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Sometimes the closest are the ones who cannot see.,True,Revenge of the Sith
4649,,PALPATINE: (continuing) Idle Senate gossip is rarely true and never accurate. I'm sure your Master will do fine.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE,  Idle Senate gossip is rarely true and never accurate. I'm sure your Master will do fine.,True,Revenge of the Sith
4652,,OBI-WAN: Save your energy.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Save your energy.,True,Revenge of the Sith
4653,,PADME: I can't!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I can't!,True,Revenge of the Sith
4654,,OBI-WAN: Don't give up Padme. Don't give up . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Don't give up Padme. Don't give up . . .,True,Revenge of the Sith
4657,,ANAKIN: I sense someone familiar . . . Obi-Wan's been here hasn't he?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I sense someone familiar . . . Obi-Wan's been here hasn't he?,True,Revenge of the Sith
4658,,PADME: He came by this morning.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, He came by this morning.,True,Revenge of the Sith
4659,,ANAKIN: What did he want?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What did he want?,True,Revenge of the Sith
4661,,PADME: He's worried about you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, He's worried about you.,True,Revenge of the Sith
4662,,ANAKIN: You told him about us didn't you?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You told him about us didn't you?,True,Revenge of the Sith
4664,,PADME: He's your best friend Anakin. He says you're under a lot of stress.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, He's your best friend Anakin. He says you're under a lot of stress.,True,Revenge of the Sith
4665,,ANAKIN: And he's not?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, And he's not?,True,Revenge of the Sith
4666,,PADME: You have been moody lately.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, You have been moody lately.,True,Revenge of the Sith
4667,,ANAKIN: I'm not moody . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm not moody . . .,True,Revenge of the Sith
4668,,PADME: Anakin! Don't do this again.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin! Don't do this again.,True,Revenge of the Sith
4669,,ANAKIN: I don't know ... I feel . . . lost.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I don't know ... I feel . . . lost.,True,Revenge of the Sith
4670,,PADME: Lost? What do you mean? You're always so sure of yourself. I don't understand.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Lost? What do you mean? You're always so sure of yourself. I don't understand.,True,Revenge of the Sith
