Name,Opening,Rank,Studio,Total Gross,Years
Tumbleweeds,"$80,030",196,FL,"$1,350,248",2017
Romance,"$44,829",197,Trim.,"$1,314,053",2017
The Emperor and the Assassin,"$47,295",198,SPC,"$1,267,239",2017
Hideous Kinky,"$82,431",199,Strat.,"$1,263,279",2017
American Movie,"$20,260",200,SPC,"$1,165,795",2017
The Ninth Gate,"$6,622,518",101,Art.,"$18,661,336",2017
Michael Jordan to the Max (IMAX),"$578,141",102,Imax,"$18,650,521",2017
The Contender,"$5,363,900",103,DW,"$17,872,723",2017
Red Planet,"$8,721,296",104,WB,"$17,480,890",2017
Small Time Crooks,"$3,880,723",105,DW,"$17,266,359",2017
Center Stage,"$4,604,621",106,Sony,"$17,200,925",2017
Boiler Room,"$5,742,129",107,NL,"$16,970,581",2017
Lost Souls,"$7,954,766",108,NL,"$16,815,253",2017
Eye of the Beholder,"$5,959,447",109,Dest.,"$16,500,786",2017
Thomas and the Magic Railroad,"$4,154,932",110,Dest.,"$15,933,506",2017
Cirque du Soleil: Journey of Man (IMAX),"$49,837",111,SPC,"$15,627,434",2017
Loser,"$6,008,611",112,Sony,"$15,618,626",2017
All the Pretty Horses,"$1,304,971",113,Mira.,"$15,540,353",2017
Drowning Mona,"$5,802,229",114,Dest.,"$15,506,764",2017
Bait,"$5,485,591",115,WB,"$15,325,127",2017
Dungeons & Dragons,"$7,237,422",116,NL,"$15,220,685",2017
American Psycho,"$4,961,015",117,Lions,"$15,070,285",2017
The Next Best Thing,"$5,870,387",118,Par.,"$14,990,582",2017
Get Carter,"$6,637,830",119,WB,"$14,967,182",2017
Supernova,"$5,778,639",120,MGM,"$14,230,455",2017
The Ladies Man,"$5,426,390",121,Par.,"$13,616,610",2017
The Little Vampire,"$5,719,627",122,NL,"$13,572,400",2017
Solarmax,"$35,341",123,Hel.,"$13,400,161",2017
Dr. T and the Women,"$5,012,867",124,Art.,"$13,113,041",2017
The Crew,"$4,051,921",125,BV,"$13,023,075",2017
Highlander: Endgame,"$5,067,331",126,Mira.,"$12,811,858",2017
Ready to Rumble,"$5,257,778",127,WB,"$12,394,327",2017
Saving Grace,"$287,452",128,FL,"$12,178,602",2017
The Gift,"$11,827",129,ParC,"$12,008,642",2017
The Legend of Drunken Master,"$3,845,278",130,Mira.,"$11,555,430",2017
Cyberworld 3-D (IMAX),"$278,199",131,Imax,"$11,253,900",2017
Here on Earth,"$4,510,705",132,Fox,"$10,522,168",2017
Lucky Numbers,"$4,536,625",133,Par.,"$10,042,516",2017
Godzilla 2000,"$4,407,720",134,Sony,"$10,037,390",2017
3 Strikes,"$3,684,704",135,MGM,"$9,832,166",2017
Digimon: The Movie,"$4,233,304",136,Fox,"$9,631,153",2017
You Can Count on Me,"$118,170",137,ParC,"$9,183,362",2017
Whatever It Takes,"$4,104,298",138,Sony,"$8,745,680",2017
Pollock,"$44,244",139,SPC,"$8,598,593",2017
Fantasia 2000 (35mm),N/A,140,BV,"$8,394,966",2017
Shadow of the Vampire,"$150,171",141,Lions,"$8,293,784",2017
Quills,"$249,383",142,FoxS,"$7,065,332",2017
Screwed,"$3,342,085",143,Uni.,"$7,027,345",2017
State and Main,"$580,163",144,FL,"$6,944,471",2017
I Dreamed of Africa,"$2,411,445",145,Sony,"$6,651,522",2017
What Planet Are You From?,"$3,008,746",146,Sony,"$6,291,602",2017
Croupier,"$63,472",147,TSG,"$6,201,143",2017
The Way of the Gun,"$2,150,979",148,Art.,"$6,055,661",2017
Where the Money Is,"$2,513,530",149,USA,"$5,661,798",2017
The In Crowd,"$1,505,551",150,WB,"$5,280,035",2017
Black and White,"$2,212,535",151,Sony,"$5,277,299",2017
Gossip,"$2,321,729",152,WB,"$5,108,820",2017
Woman on Top,"$2,008,191",153,FoxS,"$5,020,111",2017
The Virgin Suicides,"$235,122",154,ParC,"$4,906,229",2017
Duets,"$2,002,588",155,BV,"$4,739,023",2017
Held Up,"$1,911,007",156,Trim.,"$4,705,631",2017
The Tao of Steve,"$91,791",157,SPC,"$4,342,203",2017
Before Night Falls,"$85,230",158,FL,"$4,242,892",2017
Dancer in the Dark,"$91,612",159,FL,"$4,184,036",2017
East is East,"$53,569",160,Mira.,"$4,177,818",2017
Whipped,"$2,181,379",161,Dest.,"$4,159,986",2017
Requiem for a Dream,"$64,770",162,Art.,"$3,635,482",2017
Malena,"$62,282",163,Mira.,"$3,448,233",2017
Price of Glory,"$1,611,833",164,NL,"$3,440,228",2017
Ghost Dog: Way of the Samurai,"$166,344",165,Art.,"$3,308,029",2017
The Big Kahuna,"$80,957",166,Lions,"$3,165,544",2017
Beautiful,"$1,409,433",167,Dest.,"$3,157,348",2017
The House of Mirth,"$48,770",168,SPC,"$3,043,284",2017
Isn't She Great,"$1,368,705",169,Uni.,"$2,962,465",2017
Up at the Villa,"$339,819",170,USA,"$2,933,161",2017
God's Army,"$115,642",171,Zion,"$2,637,726",2017
East-West,"$56,147",172,SPC,"$2,321,029",2017
Bamboozled,"$190,720",173,NL,"$2,274,979",2017
But I'm a Cheerleader,"$60,410",174,Lions,"$2,205,627",2017
Butterfly,"$82,973",175,Mira.,"$2,092,682",2017
Bossa Nova,"$48,011",176,Sony,"$1,823,297",2017
The Color of Paradise,"$77,328",177,SPC,"$1,817,216",2017
The Broken Hearts Club,"$109,694",178,SPC,"$1,746,585",2017
Life & Times of Hank Greenberg,"$21,675",179,Cow.,"$1,712,385",2017
The Girl on the Bridge,"$66,567",180,ParC,"$1,708,839",2017
Blood Simple (re-issue),"$42,971",181,USA,"$1,701,855",2017
Gun Shy,"$703,109",182,BV,"$1,638,202",2017
Hamlet (2000),"$62,253",183,Mira.,"$1,577,287",2017
Rear Window (Re-issue),"$42,793",184,USA,"$1,574,607",2017
Girlfight,"$197,896",185,SGem,"$1,565,852",2017
Catfish in Black Bean Sauce,"$29,827",186,Iron,"$1,319,592",2017
Jesus' Son,"$37,089",187,Lions,"$1,302,067",2017
Cecil B. Demented,"$127,141",188,Art.,"$1,284,646",2017
MVP: Most Valuable Primate,"$99,518",189,Equin.,"$1,248,746",2017
Turn It Up,"$576,820",190,NL,"$1,247,949",2017
I'm the One That I Want,"$33,671",191,Cho,"$1,210,967",2017
Backstage,"$496,226",192,Mira.,"$1,191,835",2017
Trois,"$200,815",193,Rain.,"$1,161,843",2017
Shower,"$40,125",194,Sony,"$1,157,764",2017
Yi Yi (A One and a Two),"$20,117",195,Wins.,"$1,136,776",2017
Groove,"$55,946",196,Sony,"$1,115,313",2017
The Cup,"$35,179",197,FL,"$1,079,108",2017
Mohabbatein,"$570,000",198,Yash,"$1,070,000",2017
Left Luggage,"$20,011",199,Castle,"$1,069,540",2017
Time Code,"$93,148",200,Sony,"$1,057,750",2017
Summer Catch,"$7,018,593",101,WB,"$19,753,553",2017
The Pledge,"$5,765,347",102,WB,"$19,733,089",2017
Saving Silverman,"$7,411,852",103,Sony,"$19,402,030",2017
The Last Castle,"$7,088,213",104,DW,"$18,244,060",2017
The Glass House,"$5,738,448",105,Sony,"$18,150,259",2017
Max Keeble's Big Move,"$5,377,958",106,BV,"$17,294,293",2017
Pokemon 3: The Movie,"$8,240,752",107,WB,"$17,052,128",2017
Rock Star,"$6,018,636",108,WB,"$17,008,282",2017
crazy/beautiful,"$4,715,060",109,BV,"$16,937,988",2017
Original Sin,"$6,402,741",110,MGM,"$16,534,221",2017
O,"$5,655,658",111,Lions,"$16,025,437",2017
3000 Miles to Graceland,"$7,160,521",112,WB,"$15,749,959",2017
Life as a House,"$294,056",113,NL,"$15,667,270",2017
Shackleton's Antarctic Adventure (IMAX),"$132,548",114,WGB.,"$15,553,324",2017
Iron Monkey,"$6,014,653",115,Mira.,"$14,694,904",2017
Josie and the Pussycats,"$4,562,455",116,Uni.,"$14,271,015",2017
Freddy Got Fingered,"$7,098,459",117,Fox,"$14,254,993",2017
Out Cold,"$4,531,665",118,BV,"$13,906,394",2017
The Tailor of Panama,"$1,837,068",119,Sony,"$13,729,742",2017
Haunted Castle (IMAX),"$31,858",120,NWav,"$13,651,656",2017
Osmosis Jones,"$5,271,248",121,WB,"$13,596,911",2017
Tomcats,"$6,406,076",122,SonR,"$13,558,739",2017
American Outlaws,"$4,855,475",123,WB,"$13,342,790",2017
Sugar & Spice,"$5,891,176",124,NL,"$13,305,101",2017
Get Over It,"$4,134,977",125,Mira.,"$11,576,464",2017
The Shipping News,"$1,205,174",126,Mira.,"$11,434,216",2017
Antitrust,"$5,486,209",127,MGM,"$11,328,094",2017
Head Over Heels,"$4,804,595",128,Uni.,"$10,424,470",2017
The Wash,"$2,875,067",129,Lions,"$10,097,538",2017
The Deep End,"$141,852",130,FoxS,"$8,823,109",2017
John Carpenter's Ghosts of Mars,"$3,804,452",131,SGem,"$8,709,640",2017
The Curse of the Jade Scorpion,"$2,459,315",132,DW,"$7,517,191",2017
The Man Who Wasn't There,"$664,404",133,USA,"$7,504,257",2017
Bones,"$2,823,548",134,NL,"$7,316,658",2017
The Forsaken,"$3,020,159",135,SGem,"$7,288,451",2017
Mulholland Drive,"$587,591",136,Uni.,"$7,220,243",2017
Sexy Beast,"$170,356",137,FoxS,"$6,946,056",2017
Town & Country,"$3,029,858",138,NL,"$6,719,973",2017
The Closet (Le Placard),"$311,022",139,Mira.,"$6,678,894",2017
One Night at McCool's,"$2,520,041",140,USA,"$6,290,673",2017
Ghost World,"$98,791",141,MGM,"$6,217,849",2017
Megiddo: The Omega Code II,"$1,573,454",142,8X,"$6,047,691",2017
Iris,"$23,144",143,Mira.,"$5,594,617",2017
Say It Isn't So,"$2,861,903",144,Fox,"$5,520,393",2017
Monkeybone,"$2,685,078",145,Fox,"$5,411,999",2017
Amores Perros,"$61,047",146,Lions,"$5,408,467",2017
Bread and Tulips,"$32,933",147,First,"$5,318,679",2017
Made,"$118,003",148,Art.,"$5,313,300",2017
Bubble Boy,"$2,038,349",149,BV,"$5,007,898",2017
Just Visiting,"$2,272,489",150,BV,"$4,781,539",2017
The Other Side of Heaven,"$55,765",151,Excel,"$4,720,371",2017
Apocalypse Now Redux,"$96,992",152,Mira.,"$4,626,290",2017
Lantana,"$66,701",153,Lions,"$4,623,189",2017
Tortilla Soup,"$653,729",154,Gold.,"$4,467,615",2017
On the Line,"$2,307,063",155,Mira.,"$4,365,455",2017
Glitter,"$2,414,596",156,Fox,"$4,274,407",2017
Left Behind,"$2,158,780",157,Cloud,"$4,224,065",2017
The Anniversary Party,"$158,533",158,FL,"$4,047,329",2017
China: The Panda Adventure (IMAX),"$28,268",159,Imax,"$3,921,642",2017
With a Friend Like Harry,"$29,495",160,Mira.,"$3,830,441",2017
Les Boys III,"$721,350",161,Lions,"$3,557,100",2017
Pootie Tang,"$1,506,233",162,Par.,"$3,313,583",2017
Soul Survivors,"$1,140,698",163,Art.,"$3,111,545",2017
The Widow of St. Pierre,"$31,702",164,Lions,"$3,074,234",2017
Hedwig and the Angry Inch,"$156,724",165,FL,"$3,067,312",2017
Songcatcher,"$41,967",166,Lions,"$3,059,834",2017
The Golden Bowl,"$90,170",167,Lions,"$3,050,532",2017
Kabhi Khushi Kabhie Gham,"$110,000",168,Yash,"$2,902,000",2017
Waking Life,"$88,977",169,FoxS,"$2,901,447",2017
In the Mood for Love,"$113,280",170,USA,"$2,738,980",2017
The Dish,"$70,612",171,WB,"$2,552,992",2017
Himalaya,"$21,881",172,Kino,"$2,487,878",2017
The Endurance: Shackleton's Antarctic Adventure,"$18,931",173,Cow.,"$2,453,083",2017
Sidewalks of New York,"$545,132",174,ParC,"$2,402,652",2017
Gabriela,"$63,706",175,Pow.,"$2,335,352",2017
Escanaba in 'da Moonlight,"$324,946",176,Purple,"$2,276,602",2017
Innocence,"$62,363",177,IDP,"$2,202,382",2017
Novocaine,"$418,098",178,Art.,"$2,036,682",2017
Monty Python and the Holy Grail (re-issue),"$45,487",179,RBR,"$1,827,696",2017
N Sync: Bigger Than Live (IMAX),"$44,082",180,Imax,"$1,808,679",2017
Carman the Champion,"$769,080",181,8X,"$1,765,751",2017
The Debut,"$42,534",182,Men.,"$1,745,778",2017
Under the Sand,"$32,657",183,Wins.,"$1,452,698",2017
Greenfingers,"$65,584",184,IDP,"$1,443,067",2017
Kandahar,"$22,866",185,Avat.,"$1,418,314",2017
Divided We Fall,"$28,583",186,SPC,"$1,328,815",2017
Startup.com,"$16,118",187,Art.,"$1,283,356",2017
The Road Home,"$40,557",188,SPC,"$1,280,490",2017
Nuit de noces,"$241,697",189,Sev.,"$1,238,180",2017
L.I.E.,"$82,530",190,Lot47,"$1,138,836",2017
Sordid Lives,"$14,000",191,Reg.,"$1,111,273",2017
The Center of the World,"$67,809",192,Art.,"$1,101,344",2017
The Luzhin Defence,"$63,203",193,SPC,"$1,053,070",2017
Extreme Days,"$522,813",194,Prov.,"$1,047,553",2017
Together,"$45,848",195,IFC,"$1,034,829",2017
The Business of Strangers,"$71,821",196,IFC,"$1,030,920",2017
"The Bread, My Sweet","$3,376",197,Pan.,"$1,023,156",2017
All Over the Guy,"$41,606",198,Lions,"$1,022,324",2017
Liam,"$44,399",199,Lions,"$1,016,021",2017
No Man's Land,"$22,645",200,MGM,"$1,012,153",2017
Eight Crazy Nights,"$9,434,175",101,Sony,"$23,586,598",2017
Adaptation.,"$384,478",102,Sony,"$22,498,520",2017
City by the Sea,"$8,935,426",103,WB,"$22,448,879",2017
Bowling for Columbine,"$209,148",104,UA,"$21,576,018",2017
National Lampoon's Van Wilder,"$7,302,913",105,Art.,"$21,305,259",2017
Antwone Fisher,"$210,013",106,FoxS,"$21,078,145",2017
Martin Lawrence Live: Runteldat,"$7,374,049",107,Par.,"$19,184,820",2017
Tuck Everlasting,"$5,268,764",108,BV,"$19,161,999",2017
Hart's War,"$7,771,753",109,MGM,"$19,077,641",2017
Rollerball,"$9,013,548",110,MGM,"$18,990,798",2017
Super Troopers,"$6,203,906",111,FoxS,"$18,492,362",2017
The Four Feathers,"$6,857,879",112,Par.,"$18,306,166",2017
Punch-Drunk Love,"$367,203",113,SonR,"$17,844,216",2017
Empire,"$6,281,415",114,Uni.,"$17,600,423",2017
Eight Legged Freaks,"$6,485,458",115,WB,"$17,322,606",2017
The Country Bears,"$5,309,675",116,BV,"$16,990,825",2017
Serving Sara,"$5,758,236",117,Par.,"$16,930,185",2017
White Oleander,"$5,607,480",118,WB,"$16,357,770",2017
Kung Pow! Enter the Fist,"$7,017,474",119,Fox,"$16,037,962",2017
Confessions of a Dangerous Mind,"$87,199",120,Mira.,"$16,007,718",2017
Far From Heaven,"$211,279",121,Focus,"$15,901,849",2017
The Lion King (IMAX),"$1,825,849",122,BV,"$15,686,215",2017
Half Past Dead,"$7,820,536",123,Sony,"$15,567,860",2017
Solaris,"$6,752,722",124,Fox,"$14,973,382",2017
"Life, or Something Like It","$6,219,234",125,Fox,"$14,448,589",2017
Ballistic: Ecks vs. Sever,"$7,010,474",126,WB,"$14,307,963",2017
The Emperor's Club,"$3,846,780",127,Uni.,"$14,118,751",2017
Stealing Harvard,"$6,041,521",128,SonR,"$14,036,406",2017
The Good Girl,"$151,642",129,FoxS,"$14,018,296",2017
Monsoon Wedding,"$68,546",130,USA,"$13,885,966",2017
Y Tu Mama Tambien,"$408,091",131,IFC,"$13,839,658",2017
Hey Arnold! The Movie,"$5,706,332",132,Par.,"$13,728,902",2017
Juwanna Mann,"$5,474,270",133,WB,"$13,670,733",2017
fear dot com,"$5,710,128",134,WB,"$13,258,249",2017
Jason X,"$6,649,006",135,NL,"$13,121,555",2017
Frailty,"$4,208,655",136,Lions,"$13,110,448",2017
25th Hour,"$108,865",137,BV,"$13,084,595",2017
The Quiet American,"$101,663",138,Mira.,"$12,988,801",2017
Wes Craven Presents: They,"$5,144,090",139,Dim.,"$12,840,842",2017
Undisputed,"$4,548,750",140,Mira.,"$12,764,657",2017
Knockaround Guys,"$5,016,852",141,NL,"$11,715,637",2017
The Powerpuff Girls Movie,"$3,583,114",142,WB,"$11,412,414",2017
Brotherhood of the Wolf,"$475,181",143,Uni.,"$11,260,096",2017
Adrenaline Rush: The Science of Risk (IMAX),N/A,144,GSF,"$10,994,028",2017
Abandon,"$5,064,077",145,Par.,"$10,727,683",2017
Narc,"$63,303",146,Par.,"$10,465,659",2017
Sorority Boys,"$4,127,903",147,BV,"$10,200,032",2017
Possession (2002),"$1,575,214",148,Focus,"$10,113,733",2017
Pulse: A Stomp Odyssey (IMAX),"$39,798",149,GSF,"$10,086,514",2017
Spirited Away,"$449,839",150,BV,"$10,055,859",2017
Simone,"$3,813,463",151,NL,"$9,688,676",2017
Talk to Her,"$104,396",152,SPC,"$9,285,469",2017
Attack of the Clones: The IMAX Experience (IMAX),"$1,435,259",153,Fox,"$8,485,488",2017
The Importance of Being Earnest,"$500,447",154,Mira.,"$8,384,929",2017
Death to Smoochy,"$4,266,463",155,WB,"$8,364,691",2017
Big Trouble,"$3,545,204",156,BV,"$7,267,307",2017
Trapped,"$3,210,765",157,Sony,"$7,073,251",2017
Kissing Jessica Stein,"$346,999",158,FoxS,"$7,025,722",2017
Moonlight Mile,"$329,771",159,BV,"$6,835,856",2017
"Seraphin, un homme et son peche","$880,723",160,All.,"$6,749,187",2017
Spider-Man / Men in Black II,"$2,111,862",161,Sony,"$6,632,970",2017
Femme Fatale,"$2,776,248",162,WB,"$6,630,252",2017
The Rules of Attraction,"$2,532,410",163,Lions,"$6,532,619",2017
Impostor,"$3,022,523",164,Mira.,"$6,285,176",2017
Rabbit-Proof Fence,"$88,352",165,Mira.,"$6,199,600",2017
Deuces Wild,"$2,704,682",166,MGM,"$6,080,065",2017
Real Women Have Curves,"$183,772",167,NM,"$5,853,194",2017
El Crimen del Padre Amaro,"$504,681",168,IDP,"$5,717,044",2017
The Truth About Charlie,"$2,270,290",169,Uni.,"$5,350,371",2017
Slackers,"$2,785,283",170,Sony,"$5,285,941",2017
Formula 51,"$2,817,719",171,SGem,"$5,204,007",2017
Birthday Girl,"$2,370,809",172,Mira.,"$5,142,576",2017
Hollywood Ending,"$2,017,981",173,DW,"$4,850,753",2017
Extreme Ops,"$2,233,525",174,Par.,"$4,842,259",2017
Igby Goes Down,"$306,705",175,MGM,"$4,777,465",2017
Italian for Beginners,"$66,047",176,Mira.,"$4,544,753",2017
The Adventures of Pluto Nash,"$2,182,900",177,WB,"$4,420,080",2017
Enigma,"$156,587",178,Manh,"$4,301,582",2017
Men with Brooms,"$656,619",179,Art.,"$4,245,870",2017
Lovely and Amazing,"$91,910",180,Lions,"$4,222,923",2017
ESPN's Ultimate X (IMAX),"$613,670",181,BV,"$4,197,492",2017
Mostly Martha,"$40,446",182,ParC,"$4,160,475",2017
Secretary,"$182,306",183,Lions,"$4,059,680",2017
The Fast Runner (Atanarjuat),"$62,810",184,Lot47,"$3,789,952",2017
Pinocchio,"$1,151,463",185,Mira.,"$3,675,719",2017
13 Conversations About One Thing,"$89,499",186,SPC,"$3,288,164",2017
The Cat's Meow,"$111,037",187,Lions,"$3,209,481",2017
Asterix et Obelix: Mission Cleopatra,N/A,188,Lions,"$3,115,188",2017
8 Women,"$52,489",189,Focus,"$3,098,776",2017
Paid in Full,"$1,328,789",190,Mira.,"$3,090,862",2017
Sunshine State,"$93,072",191,Sony,"$3,065,921",2017
Tadpole,"$80,682",192,Mira.,"$2,891,288",2017
Comedian,"$60,224",193,Mira.,"$2,751,988",2017
Devdas,N/A,194,Eros,"$2,745,382",2017
Full Frontal,"$739,834",195,Mira.,"$2,512,846",2017
Last Orders,"$111,676",196,SPC,"$2,329,631",2017
Russian Ark,"$29,022",197,Wells,"$2,326,979",2017
Rivers and Tides,"$12,256",198,Roxie,"$2,200,276",2017
State Property,"$452,028",199,Lions,"$2,106,838",2017
Auto Focus,"$123,761",200,SPC,"$2,063,196",2017
Bulletproof Monk,"$8,653,542",101,MGM,"$23,358,708",2017
Piglet's Big Movie,"$6,097,758",102,BV,"$23,103,423",2017
Dickie Roberts: Former Child Star,"$6,660,540",103,Par.,"$22,738,671",2017
The Medallion,"$8,111,324",104,TriS,"$22,219,192",2017
Biker Boyz,"$10,106,992",105,DW,"$22,076,772",2017
Love Don't Cost a Thing,"$6,315,311",106,WB,"$21,924,226",2017
Cold Creek Manor,"$8,190,574",107,BV,"$21,386,011",2017
Cabin Fever,"$8,633,585",108,Lions,"$21,158,188",2017
Looney Tunes: Back in Action,"$9,317,371",109,WB,"$20,991,364",2017
Whale Rider,"$137,418",110,NM,"$20,779,666",2017
The In-Laws,"$7,319,848",111,WB,"$20,453,431",2017
Down with Love,"$45,029",112,Fox,"$20,305,251",2017
The Life of David Gale,"$7,117,225",113,Uni.,"$19,955,598",2017
Timeline,"$8,440,629",114,Par.,"$19,481,943",2017
Bugs! (IMAX),"$67,962",115,SK,"$19,063,544",2017
A Mighty Wind,"$2,112,140",116,WB,"$17,781,006",2017
Deliver Us from Eva,"$6,648,374",117,Focus,"$17,573,594",2017
Ghosts of the Abyss (IMAX & 35mm),"$1,408,474",118,BV,"$17,040,871",2017
21 Grams,"$274,454",119,Focus,"$16,290,476",2017
View from the Top,"$7,009,513",120,Mira.,"$15,614,000",2017
My Boss's Daughter,"$4,855,798",121,Dim.,"$15,550,605",2017
A Guy Thing,"$6,988,749",122,MGM,"$15,545,431",2017
In America,"$205,229",123,FoxS,"$15,539,656",2017
Wrong Turn,"$5,161,498",124,Fox,"$15,418,790",2017
Alex and Emma,"$6,111,074",125,WB,"$14,218,698",2017
How to Deal,"$5,809,960",126,NL,"$14,195,227",2017
House of Sand and Fog,"$45,572",127,DW,"$13,040,288",2017
Gods and Generals,"$4,675,246",128,WB,"$12,882,934",2017
"House of 1,000 Corpses","$3,460,666",129,Lions,"$12,634,962",2017
Confidence,"$4,563,588",130,Lions,"$12,251,640",2017
Girl with a Pearl Earring,"$89,472",131,Lions,"$11,670,971",2017
Winged Migration,"$33,128",132,SPC,"$10,764,402",2017
House of the Dead,"$5,683,280",133,Art.,"$10,249,719",2017
Swimming Pool,"$287,296",134,Focus,"$10,130,108",2017
Duplex,"$4,617,128",135,Mira.,"$9,692,135",2017
La Grande Seduction,"$895,699",136,Ode.,"$9,354,342",2017
Dark Blue,"$3,880,688",137,UA,"$9,250,301",2017
Le Divorce,"$516,834",138,FoxS,"$9,081,057",2017
Boat Trip,"$3,815,075",139,Art.,"$8,600,126",2017
The Cooler,"$128,973",140,Lions,"$8,291,572",2017
Dirty Pretty Things,"$100,512",141,Mira.,"$8,112,414",2017
Tupac: Resurrection,"$4,632,847",142,Par.,"$7,718,961",2017
The Order,"$4,438,899",143,Fox,"$7,660,806",2017
City of God,"$88,292",144,Mira.,"$7,564,459",2017
It Runs in the Family,"$2,804,441",145,MGM,"$7,491,839",2017
The Triplets of Belleville,"$108,080",146,SPC,"$7,007,149",2017
Willard,"$4,010,593",147,NL,"$6,886,089",2017
The Young Black Stallion (IMAX),"$629,999",148,BV,"$6,751,389",2017
Nowhere in Africa,"$22,070",149,Zeit.,"$6,180,200",2017
Chasing Papi,"$2,404,557",150,Fox,"$6,130,049",2017
Gigli,"$3,753,518",151,SonR,"$6,087,542",2017
American Splendor,"$159,705",152,FL,"$6,010,990",2017
Luther,"$908,446",153,RS,"$5,791,328",2017
The Station Agent,"$57,785",154,Mira.,"$5,739,376",2017
Spellbound (2003),"$17,508",155,Think,"$5,728,581",2017
The Human Stain,"$1,034,195",156,Mira.,"$5,381,908",2017
Grind,"$2,511,403",157,WB,"$5,123,696",2017
Les Invasions Barbares,"$461,363",158,All.,"$5,109,226",2017
From Justin to Kelly,"$2,715,848",159,Fox,"$4,928,883",2017
In the Cut,"$97,625",160,SGem,"$4,750,602",2017
Thirteen,"$116,260",161,FoxS,"$4,601,043",2017
The Magdalene Sisters,"$84,553",162,Mira.,"$4,583,889",2017
Beyond Borders,"$2,076,402",163,Par.,"$4,430,101",2017
The Fog of War,"$41,449",164,SPC,"$4,198,566",2017
The Gospel of John,"$98,363",165,Think,"$4,069,090",2017
The Real Cancun,"$2,108,796",166,NL,"$3,825,421",2017
Better Luck Tomorrow,"$360,772",167,Par.,"$3,802,390",2017
The Secret Lives of Dentists,"$121,769",168,Manh,"$3,707,346",2017
Step Into Liquid,"$135,985",169,Art.,"$3,681,803",2017
Laurel Canyon,"$149,099",170,SPC,"$3,663,356",2017
The Good Thief,"$131,580",171,FoxS,"$3,517,797",2017
The Barbarian Invasions,"$79,650",172,Mira.,"$3,435,749",2017
Anything Else,"$1,673,125",173,DW,"$3,212,310",2017
Mambo Italiano,"$734,570",174,IDP,"$3,205,730",2017
