,Genre,Movies,Release_Date,WGross
2376,Genre: Thriller,Nerve,"Release Date: July 27, 2016"," $85,241,496"
2377,Genre: Action / Adventure,Risen,"Release Date: February 19, 2016"," $46,069,568"
2378,Genre: Comedy Thriller,The Nice Guys,"Release Date: May 20, 2016"," $62,788,218"
2380,Genre: Comedy,Dirty Grandpa,"Release Date: January 22, 2016"," $94,073,028"
2381,Genre: Horror,Ouija:Origin of Evil,"Release Date: October 21, 2016"," $81,705,746"
2382,Genre: Sci-Fi Action,The 5th Wave,"Release Date: January 22, 2016"," $109,906,372"
2383,Genre: Thriller,Inferno,"Release Date: October 28, 2016"," $220,021,259"
2384,Genre: Comedy,Mother's Day,"Release Date: April 29, 2016"," $48,418,160"
2385,Genre: Drama,Patriots Day,"Release Date: December 21, 2016"," $50,549,909"
2386,Genre: Action / Adventure,Gods of Egypt,"Release Date: February 26, 2016"," $150,680,864"
2387,Genre: Drama,Collateral Beauty,"Release Date: December 16, 2016"," $88,528,280"
2389,Genre: Drama,When the Bough Breaks,"Release Date: September 9, 2016"," $30,658,387"
2390,Genre: Comedy,Zoolander 2,"Release Date: February 12, 2016"," $56,722,693"
2391,Genre: Drama,Moonlight (2016),"Release Date: October 21, 2016"," $65,046,687"
2392,Genre: Thriller,The Finest Hours,"Release Date: January 29, 2016"," $52,099,090"
2393,Genre: Drama,Florence Foster Jenkins,"Release Date: August 12, 2016"," $48,902,953"
2394,Genre: Action Drama,Hell or High Water,"Release Date: August 12, 2016"," $37,879,877"
2396,Genre: Historical Epic,Ben-Hur (2016),"Release Date: August 19, 2016"," $94,061,311"
2398,Genre: Romantic Comedy,Bridget Jones's Baby,"Release Date: September 16, 2016"," $211,952,420"
2400,Genre: Fantasy,Beauty and the Beast (2017),"Release Date: March 17, 2017"," $1,263,521,126"
2402,Genre: Sci-Fi Fantasy,Star Wars:The Last Jedi,"Release Date: December 15, 2017"," $843,561,767"
2403,Genre: Action / Adventure,Guardians of the Galaxy Vol. 2,"Release Date: May 5, 2017"," $863,732,512"
2406,Genre: Action / Adventure,Thor:Ragnarok,"Release Date: November 3, 2017"," $846,428,242"
2407,Genre: Animation,Despicable Me 3,"Release Date: June 30, 2017"," $1,033,508,147"
2408,Genre: Action Comedy,Logan Lucky,"Release Date: August 18, 2017"," $47,286,122"
2409,Genre: Action,The Fate of the Furious,"Release Date: April 14, 2017"," $1,235,761,498"
2410,Genre: Action / Adventure,Justice League,"Release Date: November 17, 2017"," $647,573,455"
2411,Genre: War,Dunkirk,"Release Date: July 21, 2017"," $525,573,161"
2412,Genre: Animation,The LEGO Batman Movie,"Release Date: February 10, 2017"," $311,950,384"
2413,Genre: Horror,Get Out,"Release Date: February 24, 2017"," $254,329,516"
2415,Genre: Period Adventure,Pirates of the Caribbean:Dead Men Tell No Tales,"Release Date: May 26, 2017"," $794,861,794"
2416,Genre: Action / Adventure,Kong:Skull Island,"Release Date: March 10, 2017"," $566,652,812"
2417,Genre: Animation,Coco,"Release Date: November 22, 2017"," $499,754,710"
2418,Genre: Animation,Cars 3,"Release Date: June 16, 2017"," $383,751,262"
2419,Genre: Sci-Fi Action,War for the Planet of the Apes,"Release Date: July 14, 2017"," $490,664,238"
2420,Genre: Horror Thriller,Split,"Release Date: January 20, 2017"," $278,304,578"
2421,Genre: Sci-Fi Action,Transformers:The Last Knight,"Release Date: June 21, 2017"," $605,425,157"
2423,Genre: Comedy,Girls Trip,"Release Date: July 21, 2017"," $139,008,515"
2424,Genre: Romance,Fifty Shades Darker,"Release Date: February 10, 2017"," $380,981,543"
2425,Genre: Action / Crime,Baby Driver,"Release Date: June 28, 2017"," $226,945,087"
2426,Genre: Horror,Annabelle:Creation,"Release Date: August 11, 2017"," $306,515,884"
2427,Genre: Action Comedy,Kingsman:The Golden Circle,"Release Date: September 22, 2017"," $395,457,977"
2428,Genre: Thriller,Murder on the Orient Express (2017),"Release Date: November 10, 2017"," $311,942,399"
2429,Genre: Comedy,Daddy's Home 2,"Release Date: November 10, 2017"," $168,484,751"
2430,Genre: Action,John Wick:Chapter Two,"Release Date: February 10, 2017"," $171,539,887"
2431,Genre: Sci-Fi,Blade Runner 2049,"Release Date: October 6, 2017"," $258,245,550"
2432,Genre: Animation,The Emoji Movie,"Release Date: July 28, 2017"," $216,999,423"
2433,Genre: Action / Adventure,Power Rangers (2017),"Release Date: March 24, 2017"," $142,337,240"
2434,Genre: Action / Adventure,The Mummy (2017),"Release Date: June 9, 2017"," $409,104,837"
2435,Genre: Action Comedy,The Hitman's Bodyguard,"Release Date: August 18, 2017"," $176,586,701"
2436,Genre: Sci-Fi Horror,Alien:Covenant,"Release Date: May 19, 2017"," $240,745,764"
2437,Genre: Animation,Captain Underpants:The First Epic Movie,"Release Date: June 2, 2017"," $125,328,203"
2438,Genre: Comedy,A Bad Moms Christmas,"Release Date: November 1, 2017"," $125,729,184"
2439,Genre: Action,Jumanji:Welcome to the Jungle,"Release Date: December 20, 2017"," $138,605,967"
2440,Genre: Comedy / Drama,A Dog's Purpose,"Release Date: January 27, 2017"," $196,200,124"
2441,Genre: Animation,The LEGO Ninjago Movie,"Release Date: September 22, 2017"," $123,081,555"
2442,Genre: Action Comedy,Baywatch,"Release Date: May 25, 2017"," $177,856,751"
2443,Genre: Drama,The Shack,"Release Date: March 3, 2017"," $96,942,115"
2444,Genre: Horror,Happy Death Day,"Release Date: October 13, 2017"," $114,883,845"
2445,Genre: Thriller,Atomic Blonde,"Release Date: July 28, 2017"," $95,673,925"
2446,Genre: Crime Thriller,American Made,"Release Date: September 29, 2017"," $134,866,593"
2447,Genre: Fantasy,The Dark Tower,"Release Date: August 4, 2017"," $111,757,995"
2448,Genre: Comedy,Tyler Perry's Boo 2! A Madea Halloween,"Release Date: October 20, 2017"," $48,333,932"
2449,Genre: Comedy,Snatched,"Release Date: May 12, 2017"," $60,845,711"
2450,Genre: Action,The Great Wall,"Release Date: February 17, 2017"," $334,550,106"
2451,Genre: Animation,Smurfs:The Lost Village,"Release Date: April 7, 2017"," $197,183,546"
2453,Genre: Drama,All Eyez on Me,"Release Date: June 16, 2017"," $44,922,302"
2454,Genre: Action / Adventure,xXx:The Return of Xander Cage,"Release Date: January 20, 2017"," $346,147,658"
2455,Genre: Horror Thriller,47 Meters Down,"Release Date: June 16, 2017"," $44,307,191"
2456,Genre: Romantic Comedy,The Big Sick,"Release Date: June 23, 2017"," $55,327,379"
2457,Genre: Sci-Fi,Valerian and the City of a Thousand Planets,"Release Date: July 21, 2017"," $225,874,228"
2458,Genre: Sci-Fi Action,Ghost in the Shell (2017),"Release Date: March 31, 2017"," $169,801,921"
2459,Genre: Adventure,King Arthur:Legend of the Sword,"Release Date: May 12, 2017"," $148,675,066"
2461,Genre: Horror,Jigsaw,"Release Date: October 27, 2017"," $102,055,501"
2462,Genre: Action / Adventure,American Assassin,"Release Date: September 15, 2017"," $66,600,749"
2463,Genre: Action Thriller,The Foreigner,"Release Date: October 13, 2017"," $140,393,507"
2465,Genre: Drama,Wind River,"Release Date: August 4, 2017"," $33,800,859"
2466,Genre: Action,Geostorm,"Release Date: October 20, 2017"," $208,424,531"
2467,Genre: Action Comedy,Monster Trucks,"Release Date: January 13, 2017"," $64,493,915"
2468,Genre: Comedy,Fist Fight,"Release Date: February 17, 2017"," $41,087,017"
2469,Genre: Comedy,How to be a Latin Lover,"Release Date: April 28, 2017"," $61,881,372"
2470,Genre: Action Thriller,Kidnap (2017),"Release Date: August 4, 2017"," $30,718,107"
2471,Genre: Action Horror,Underworld:Blood Wars,"Release Date: January 6, 2017"," $81,093,313"
2472,Genre: Drama,The Mountain Between Us,"Release Date: October 6, 2017"," $61,091,186"
2474,Genre: Animation,Ferdinand,"Release Date: December 15, 2017"," $64,264,417"
2475,Genre: Animation,The Nut Job 2:Nutty by Nature,"Release Date: August 11, 2017"," $65,146,020"
2476,Genre: Comedy / Drama,Lady Bird,"Release Date: November 3, 2017",Actors:
2477,Genre: Horror,Rings,"Release Date: February 3, 2017"," $83,080,890"
2478,Genre: Action Comedy,Logan Lucky,"Release Date: August 18, 2017"," $47,286,122"
2479,Genre: Romantic Comedy,Home Again,"Release Date: September 8, 2017"," $27,020,284"
2480,Genre: Sci-Fi Action,Resident Evil:The Final Chapter,"Release Date: January 27, 2017"," $312,242,626"
2481,Genre: Comedy,Pitch Perfect 3,"Release Date: December 22, 2017"," $43,670,395"
2483,Genre: Drama,Gifted,"Release Date: April 7, 2017"," $42,621,894"
2485,Genre: Horror Thriller,The Bye Bye Man,"Release Date: January 13, 2017"," $26,667,197"
2486,Genre: Drama,Victoria and Abdul,"Release Date: September 22, 2017"," $64,810,135"
2487,Genre: Comedy / Drama,Rough Night,"Release Date: June 16, 2017"," $47,347,283"
2488,Genre: Animation,My Little Pony:The Movie,"Release Date: October 6, 2017"," $52,290,218"
2491,Genre: Comedy,Diary of a Wimpy Kid:The Long Haul,"Release Date: May 19, 2017"," $40,140,972"
2492,Genre: Action Comedy,Kingsman:The Golden Circle,"Release Date: September 22, 2017"," $395,457,977"
2493,Genre: Action / Adventure,Baahubali 2:The Conclusion,"Release Date: April 28, 2017"," $141,506,436"
2494,Genre: Action Comedy,CHiPs,"Release Date: March 24, 2017"," $26,800,152"
2495,Genre: Musical,The Greatest Showman,"Release Date: December 20, 2017"," $28,245,723"
2496,Genre: Action,Only The Brave,"Release Date: October 20, 2017"," $23,017,937"
2497,Genre: Drama / Thriller,mother!,"Release Date: September 15, 2017"," $44,516,999"
2498,Genre: Drama,The Zookeeper's Wife,"Release Date: March 31, 2017"," $23,172,607"
2499,Genre: Drama,The Glass Castle,"Release Date: August 11, 2017"," $21,766,467"
2500,Genre: Horror Comedy,Army of Darkness,"Release Date: February 19, 1993",Cinematographer:
2501,Genre: Comedy Thriller,Manhattan Murder Mystery,"Release Date: August 18, 1993",Writer:
2502,Genre: Comedy,Who's the Man?,"Release Date: April 23, 1993",* Denotes minor role
2503,Genre: Romantic Comedy,For Love or Money,"Release Date: October 1, 1993",Producer:
2504,Genre: Crime Comedy,Mad Dog and Glory,"Release Date: March 5, 1993",Actors:
2505,Genre: War,Gettysburg,"Release Date: October 8, 1993",Composer:
2506,Genre: Sci-Fi Action,RoboCop (2014),"Release Date: February 12, 2014"," $242,688,965"
2508,Genre: Family Comedy,Look Who's Talking Now,"Release Date: November 5, 1993",Writer:
2510,Genre: Comedy / Drama,What's Eating Gilbert Grape,"Release Date: December 17, 1993",Writer:
2511,Genre: Crime Comedy,Amos & Andrew,"Release Date: March 5, 1993",Producer:
2512,Genre: Drama,Flesh and Bone,"Release Date: November 5, 1993",Actors:
2513,Genre: Period Comedy,Matinee,"Release Date: January 29, 1993",Composer:
2514,Genre: Animation,We're Back! A Dinosaur's Story,"Release Date: November 24, 1993",Producers:
2515,Genre: Period Comedy,Lost in Yonkers,"Release Date: May 14, 1993",Composer:
2517,Genre: Romance,Mr. Jones,"Release Date: October 8, 1993",Actors:
2519,Genre: Documentary,Steve McQueen:The Man & Le Mans,"Release Date: November 13, 2015"," $6,843"
2520,Genre: Comedy,Dazed and Confused,"Release Date: September 24, 1993",Actors:
2521,Genre: Comedy,Fatal Instinct,"Release Date: October 29, 1993",Cinematographer:
2522,Genre: Drama,Lorenzo's Oil,"Release Date: January 1, 1993",Writer:
2523,Genre: Drama,Searching for Bobby Fischer,"Release Date: August 13, 1993",Writer:
2524,Genre: Action,Jet Li's Fearless,"Release Date: September 22, 2006"," $68,072,848"
2526,Genre: Foreign,The Wedding Banquet,"Release Date: August 6, 1993",Writer:
2527,Genre: Action Drama,The Fortress,"Release Date: October 6, 2017"," $252,895"
2529,Genre: Animation,Once Upon a Forest,"Release Date: June 18, 1993",Composer:
2532,Genre: Drama,Six Degrees of Separation,"Release Date: December 10, 1993",Producer:
2534,Genre: Comedy,The Cemetary Club,"Release Date: February 5, 1993",Actors:
2535,Genre: Thriller,Neither Heaven Nor Earth,"Release Date: August 5, 2016"," $12,810"
2537,Genre: War Drama,Swing Kids,"Release Date: March 5, 1993",Actors:
2538,Genre: Animation,Batman:Mask of the Phantasm,"Release Date: December 25, 1993",* Denotes minor role
2542,Genre: Comedy / Drama,Jack the Bear,"Release Date: April 2, 1993",Actors:
2544,Genre: Family Adventure,Surf Ninjas,"Release Date: August 20, 1993",Composer:
2545,Genre: Family Adventure,Into the West,"Release Date: September 17, 1993",Writer:
2546,Genre: Crime Drama,Bound by Honor,"Release Date: April 30, 1993",Actors:
2548,Genre: Drama,This Boy's Life,"Release Date: April 9, 1993",Actors:
2551,Genre: Animation,Hoodwinked Too! Hood vs. Evil,"Release Date: April 29, 2011"," $16,960,968"
2552,Genre: Horror Comedy,My Boyfriend's Back,"Release Date: August 6, 1993",* Denotes minor role
2554,Genre: Foreign,Happily Ever After,"Release Date: April 8, 2005"," $6,204,504"
2555,Genre: Unknown,Only the Strong Survive,"Release Date: May 9, 2003"," $57,581"
2556,Genre: Comedy,Splitting Heirs,"Release Date: April 30, 1993",Composer:
2557,Genre: Romantic Comedy,Mr. Wonderful,"Release Date: October 15, 1993",Actors:
2558,Genre: Comedy,Airborne,"Release Date: September 17, 1993",Actors:
2560,Genre: War Romance,Map of the Human Heart,"Release Date: April 23, 1993",Producer:
2562,Genre: Comedy,Calendar Girls,"Release Date: December 19, 2003"," $96,542,059"
2564,Genre: Crime Thriller,Kalifornia,"Release Date: September 3, 1993",Actors:
2570,Genre: Action,El Mariachi,"Release Date: February 26, 1993",Writer:
2571,Genre: Sci-Fi Adventure,Star Trek:Nemesis,"Release Date: December 13, 2002"," $67,312,826"
2573,Genre: Romantic Comedy,The Night We Never Met,"Release Date: April 30, 1993",Producer:
2575,Genre: Documentary,A Poem Is a Naked Person (2015 re-issue),"Release Date: July 1, 2015"," $96,592"
2578,Genre: Family Adventure,Josh and S.A.M.,"Release Date: November 24, 1993",Cinematographer:
2580,Genre: Romance,Wide Sargasso Sea,"Release Date: April 16, 1993",* Denotes minor role
2583,Genre: Drama,A Dangerous Woman,"Release Date: November 30, 1993",Producer:
2589,Genre: Period Drama,King of the Hill,"Release Date: August 20, 1993",Writer:
2591,Genre: Action,Excessive Force,"Release Date: May 14, 1993",Producer:
2593,Genre: Music Drama,The Thing Called Love,"Release Date: August 27, 1993",Producer:
2594,Genre: Romance,Love Field,"Release Date: February 12, 1993",Actor:
2599,Genre: Drama,War Room,"Release Date: August 28, 2015"," $67,790,117"
2602,Genre: Animation,Thumbelina,"Release Date: April 1, 1994",Composers:
2603,Genre: Comedy,Ready to Wear,"Release Date: December 25, 1994",Actors:
2605,Genre: Family Comedy,Camp Nowhere,"Release Date: August 26, 1994",* Denotes minor role
2606,Genre: Comedy / Drama,I'll Do Anything,"Release Date: February 4, 1994",Writer:
2608,Genre: Family Adventure,Lassie (2006),"Release Date: September 1, 2006"," $6,442,854"
2611,Genre: Comedy / Drama,Angie,"Release Date: March 4, 1994",Writer:
2612,Genre: Sports Action,The Next Karate Kid,"Release Date: August 12, 1994"," $15,826,984"
2613,Genre: Comedy,The Inkwell,"Release Date: April 22, 1994",Producer:
2614,Genre: Family Adventure,White Fang II:Myth of the White Wolf,"Release Date: April 15, 1994",Composer:
2615,Genre: Horror,The Puppet Masters,"Release Date: October 21, 1994",Producer:
2617,Genre: Fantasy Comedy,Blankman,"Release Date: August 19, 1994",Writer:
2618,Genre: Drama,Losing Chase,"Release Date: December 6, 1996",Actors:
2619,Genre: Documentary,Hoop Dreams,"Release Date: October 14, 1994"," $11,830,611"
2621,Genre: Comedy / Drama,Sirens,"Release Date: March 4, 1994",Composer:
2622,Genre: Action,Surviving the Game,"Release Date: April 15, 1994",Actor:
2624,Genre: Comedy,Clean Slate,"Release Date: May 6, 1994",Cinematographer:
2625,Genre: Foreign,Eat Drink Man Woman,"Release Date: August 3, 1994",Writer:
2626,Genre: Comedy,Vicky Cristina Barcelona,"Release Date: August 15, 2008"," $96,409,300"
2627,Genre: Animation,Norm of the North,"Release Date: January 15, 2016"," $17,062,499"
2628,Genre: Thriller,Trial by Jury,"Release Date: September 9, 1994",Composer:
2629,Genre: Comedy,Exit to Eden,"Release Date: October 14, 1994",Cinematographer:
2630,Genre: Comedy,Mixed Nuts,"Release Date: December 21, 1994",Writers:
2631,Genre: Period Comedy,The Road to Wellville,"Release Date: October 28, 1994",Actors:
2632,Genre: Period Drama,The House of the Spirits,"Release Date: April 1, 1994",Producer:
2633,Genre: Comedy Thriller,Widows' Peak,"Release Date: May 13, 1994",Cinematographer:
2634,Genre: Comedy,Trapped in Paradise,"Release Date: December 2, 1994",Writer:
2635,Genre: Comedy / Drama,Ed Wood,"Release Date: September 30, 1994",Writers:
2637,Genre: Comedy,Airheads,"Release Date: August 5, 1994",Actors:
2639,Genre: Drama,Little Buddha,"Release Date: May 27, 1994",Cinematographer:
2640,Genre: Family Adventure,Black Beauty,"Release Date: July 29, 1994",Composer:
2641,Genre: Western Comedy,Wagons East!,"Release Date: August 26, 1994",Producer:
2642,Genre: Sci-Fi Horror,Brainscan,"Release Date: April 22, 1994",Actor:
2643,Genre: Comedy,PCU,"Release Date: April 29, 1994",Actors:
2644,Genre: Crime Comedy,Jimmy Hollywood,"Release Date: April 1, 1994",Writer:
2647,Genre: Comedy / Drama,A Simple Twist of Fate,"Release Date: September 2, 1994",Cinematographer:
2648,Genre: Action,Gunmen,"Release Date: February 4, 1994",Actors:
2651,Genre: Crime Thriller,Romeo Is Bleeding,"Release Date: February 4, 1994",Actor:
2653,Genre: Thriller,Silent Fall,"Release Date: October 28, 1994",Writer:
2654,Genre: Comedy,Clerks II,"Release Date: July 21, 2006"," $26,983,776"
2656,Genre: Drama / Thriller,Death and the Maiden,"Release Date: December 23, 1994",Actors:
2657,Genre: Period Comedy,Princess Caraboo,"Release Date: September 16, 1994",Producers:
2658,Genre: Fantasy Drama,Heavenly Creatures,"Release Date: November 16, 1994",Writer:
