,Age,Athlete,Country,Medal,NOC,Rank,Time,Year,Type,Gender,test
3287,18.0,Dmytro Mytsak,Ukraine,,UKR,,,2014,Slalom,Male,False
3286,26.0,Jhonatan Longhi,Brazil,,BRA,,,2014,Slalom,Male,False
3285,29.0,Brad Spence,Canada,,CAN,,,2014,Slalom,Male,False
1057,31.0,Chemmy Alcott,Great Britain,,GBR,,,2014,Combine,Women,False
1056,32.0,Daniela Merighetti,Italy,,ITA,,,2014,Combine,Women,False
1055,30.0,Alexandra Coletti,Monaco,,MON,,,2014,Combine,Women,False
696,22.0,KristÃ­na SaalovÃ¡,Slovakia,,SVK,31.0,1:45.98,2014,Downhill,Women,False
680,24.0,Viktoria Rebensburg,Germany,,GER,15.0,1:42.76,2014,Downhill,Women,False
681,32.0,Elisabeth GÃ¶rgl,Austria,,AUT,16.0,1:42.82,2014,Downhill,Women,False
682,29.0,Stacey Cook,United States,,USA,17.0,1:43.05,2014,Downhill,Women,False
683,25.0,MaruÅ¡a Ferk,Slovenia,,SLO,18.0,1:43.24,2014,Downhill,Women,False
684,31.0,Chemmy Alcott,Great Britain,,GBR,19.0,1:43.43,2014,Downhill,Women,False
685,25.0,Larisa Yurkiw,Canada,,CAN,20.0,1:43.46,2014,Downhill,Women,False
686,24.0,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,21.0,1:43.47,2014,Downhill,Women,False
687,27.0,Nadia Fanchini,Italy,,ITA,22.0,1:43.48,2014,Downhill,Women,False
673,29.0,Julia Mancuso,United States,,USA,8.0,1:42.56,2014,Downhill,Women,False
675,23.0,Ilka Å tuhec,Slovenia,,SLO,10.0,1:42.65,2014,Downhill,Women,False
3350,23.0,Barbara LukÃ¡ÄovÃ¡,Slovakia,,SVK,45.0,2:50.66,2014,Giant Slalom,Women,False
1035,28.0,Michaela Kirchgasser,Austria,,AUT,7.0,2:36.41,2014,Combine,Women,False
705,30.0,Alexandra Coletti,Monaco,,MON,,,2014,Downhill,Women,False
699,23.0,Noelle Barahona,Chile,,CHI,34.0,1:49.70,2014,Downhill,Women,False
700,25.0,Anna Berecz,Hungary,,HUN,35.0,1:50.97,2014,Downhill,Women,False
701,28.0,Marie Marchand-Arvier,France,,FRA,,,2014,Downhill,Women,False
702,32.0,Carolina Ruiz,Spain,,ESP,,,2014,Downhill,Women,False
703,27.0,Marianne Kaufmann-Abderhalden,Switzerland,,SUI,,,2014,Downhill,Women,False
704,24.0,Anna Fenninger,Austria,,AUT,,,2014,Downhill,Women,False
706,18.0,Ania Caill,Romania,,ROU,,,2014,Downhill,Women,False
1029,29.0,Maria HÃ¶fl-Riesch,Germany,Gold,GER,1.0,2:34.62,2014,Combine,Women,False
695,21.0,Mariya Bedaryova,Russia,,RUS,30.0,1:45.29,2014,Downhill,Women,False
1030,30.0,Nicole Hosp,Austria,Silver,AUT,2.0,2:35.02,2014,Combine,Women,False
1031,29.0,Julia Mancuso,United States,Bronze,USA,3.0,2:35.15,2014,Combine,Women,False
1032,30.0,Tina Maze,Slovenia,,SLO,4.0,2:35.25,2014,Combine,Women,False
1033,28.0,Dominique Gisin,Switzerland,,SUI,5.0,2:36.12,2014,Combine,Women,False
1034,21.0,Ragnhild Mowinckel,Norway,,NOR,6.0,2:36.15,2014,Combine,Women,False
1116,29.0,Christof Innerhofer,Italy,Silver,ITA,2,2:06.29,2014,DownHill,Male,False
5428,26.0,Georgi Georgiev,Bulgaria,,BUL,,,2014,Combined,Male,False
3338,24.0,Karolina Chrapek,Poland,,POL,33.0,2:45.81,2014,Giant Slalom,Women,False
1036,24.0,Anna Fenninger,Austria,,AUT,8.0,2:36.44,2014,Combine,Women,False
1037,28.0,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,9.0,2:36.61,2014,Combine,Women,False
1038,25.0,MaruÅ¡a Ferk,Slovenia,,SLO,10.0,2:36.89,2014,Combine,Women,False
1053,25.0,Laurenne Ross,United States,,USA,,,2014,Combine,Women,False
697,29.0,Macarena Simari Birkner,Argentina,,ARG,32.0,1:46.44,2014,Downhill,Women,False
1054,29.0,Stacey Cook,United States,,USA,,,2014,Combine,Women,False
698,24.0,Karolina Chrapek,Poland,,POL,33.0,1:46.90,2014,Downhill,Women,False
1039,23.0,Federica Brignone,Italy,,ITA,11.0,2:37.62,2014,Combine,Women,False
1040,24.0,Denise Feierabend,Switzerland,,SUI,12.0,2:37.71,2014,Combine,Women,False
1041,21.0,Sara Hector,Sweden,,SWE,13.0,2:37.85,2014,Combine,Women,False
1042,21.0,Yelena Yakovishina,Russia,,RUS,14.0,2:38.88,2014,Combine,Women,False
1043,18.0,Greta Small,Australia,,AUS,15.0,2:40.30,2014,Combine,Women,False
1044,25.0,Edit MiklÃ³s,Hungary,,HUN,16.0,2:41.61,2014,Combine,Women,False
1045,24.0,Karolina Chrapek,Poland,,POL,17.0,2:41.80,2014,Combine,Women,False
1046,25.0,Mireia GutiÃ©rrez,Andorra,,AND,18.0,2:42.30,2014,Combine,Women,False
1047,24.0,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,19.0,2:42.40,2014,Combine,Women,False
1048,29.0,Macarena Simari Birkner,Argentina,,ARG,20.0,2:43.93,2014,Combine,Women,False
1049,25.0,Anna Berecz,Hungary,,HUN,21.0,2:48.69,2014,Combine,Women,False
1050,18.0,Ania Caill,Romania,,ROU,22.0,2:53.95,2014,Combine,Women,False
1051,27.0,Marianne Kaufmann-Abderhalden,Switzerland,,SUI,,,2014,Combine,Women,False
1052,23.0,Noelle Barahona,Chile,,CHI,,,2014,Combine,Women,False
4773,36.0,Bode Miller,United States,,USA,20.0,2:47.82,2014,Giant Slalom,Male,False
3294,25.0,Jung Dong-Hyeon,South Korea,,KOR,,,2014,Slalom,Male,False
4775,23.0,Adam Å½ampa,Slovakia,,SVK,22.0,2:48.41,2014,Giant Slalom,Male,False
1955,25.0,Nastasia Noens,France,,FRA,7.0,1:46.12,2014,Slalom,Women,False
3248,19.0,Tarik HadÅ¾iÄ,Montenegro,,MNE,38,2:07.94,2014,Slalom,Male,False
3247,18.0,Massimiliano Valcareggi,Greece,,GRE,37,2:05.72,2014,Slalom,Male,False
3227,27.0,Dave Ryding,Great Britain,,GBR,17,1:45.91,2014,Slalom,Male,False
3226,31.0,Mike Janyk,Canada,,CAN,16,1:44.36,2014,Slalom,Male,False
3225,34.0,Julien Lizeroux,France,,FRA,15,1:44.32,2014,Slalom,Male,False
3224,29.0,Aleksandr Khoroshilov,Russia,,RUS,14,1:44.23,2014,Slalom,Male,False
1953,28.0,Frida Hansdotter,Sweden,,SWE,5.0,1:45.90,2014,Slalom,Women,False
1954,21.0,Emelie WikstrÃ¶m,Sweden,,SWE,6.0,1:46.11,2014,Slalom,Women,False
1956,30.0,Tina Maze,Slovenia,,SLO,8.0,1:46.25,2014,Slalom,Women,False
3250,20.0,Conor Lyne,Ireland,,IRL,40,2:13.29,2014,Slalom,Male,False
1957,24.0,Marie-MichÃ¨le Gagnon,Canada,,CAN,9.0,1:47.37,2014,Slalom,Women,False
1958,28.0,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,10.0,1:47.39,2014,Slalom,Women,False
1959,22.0,Anna Swenn-Larsson,Sweden,,SWE,11.0,1:47.91,2014,Slalom,Women,False
1960,33.0,Tanja Poutiainen,Finland,,FIN,12.0,1:48.01,2014,Slalom,Women,False
1961,25.0,AnÃ©mone Marmottan,France,,FRA,13.0,1:48.96,2014,Slalom,Women,False
1962,24.0,Barbara Wirth,Germany,,GER,14.0,1:49.00,2014,Slalom,Women,False
1963,22.0,Brittany Phelan,Canada,,CAN,15.0,1:49.11,2014,Slalom,Women,False
1964,22.0,Mona LÃ¸seth,Norway,,NOR,16.0,1:49.44,2014,Slalom,Women,False
3249,20.0,Artyom Voronov,Uzbekistan,,UZB,39,2:10.96,2014,Slalom,Male,False
3251,19.0,Yevgeny Timofeyev,Kyrgyzstan,,KGZ,41,2:15.43,2014,Slalom,Male,False
2412,29.0,Macarena Simari Birkner,Argentina,,ARG,26.0,1:31.10,2014,Super G,Women,False
3246,24.0,Brynjar GuÃ°mundsson,Iceland,,ISL,36,2:04.57,2014,Slalom,Male,False
3232,25.0,Iason Abramashvili,Georgia,,GEO,22,1:53.37,2014,Slalom,Male,False
3231,26.0,Alexandru Barbu,Romania,,ROU,21,1:52.66,2014,Slalom,Male,False
3230,22.0,Phil Brown,Canada,,CAN,20,1:49.65,2014,Slalom,Male,False
3229,21.0,Ramon ZenhÃ¤usern,Switzerland,,SUI,19,1:49.40,2014,Slalom,Male,False
3228,28.0,Dalibor Å amÅ¡al,Croatia,,CRO,18,1:48.99,2014,Slalom,Male,False
3243,21.0,Pavel Trikhichev,Russia,,RUS,33,1:59.79,2014,Slalom,Male,False
3245,29.0,Kostas Sykaras,Greece,,GRE,35,2:04.08,2014,Slalom,Male,False
1968,18.0,Petra VlhovÃ¡,Slovakia,,SVK,19.0,1:50.16,2014,Slalom,Women,False
3261,30.0,Naoki Yuasa,Japan,,JPN,,,2014,Slalom,Male,False
3252,18.0,Alexandre Mohbat,Lebanon,,LIB,42,2:21.79,2014,Slalom,Male,False
3260,29.0,Giuliano Razzoli,Italy,,ITA,,,2014,Slalom,Male,False
3259,31.0,Manfred MÃ¶lgg,Italy,,ITA,,,2014,Slalom,Male,False
3258,22.0,Alexis Pinturault,France,,FRA,,,2014,Slalom,Male,False
3257,29.0,Felix Neureuther,Germany,,GER,,,2014,Slalom,Male,False
3256,29.0,Ted Ligety,United States,,USA,,,2014,Slalom,Male,False
3255,29.0,Jean-Baptiste Grange,France,,FRA,,,2014,Slalom,Male,False
3254,31.0,AndrÃ© Myhrer,Sweden,,SWE,,,2014,Slalom,Male,False
3253,19.0,Yohann Goutt GonÃ§alves,Timor Leste,,TLS,43,2:30.89,2014,Slalom,Male,False
1965,24.0,Denise Feierabend,Switzerland,,SUI,17.0,1:49.47,2014,Slalom,Women,False
1966,25.0,Anne-Sophie Barthet,France,,FRA,18.0,1:50.11,2014,Slalom,Women,False
1967,25.0,MaruÅ¡a Ferk,Slovenia,,SLO,19.0,1:50.16,2014,Slalom,Women,False
1160,23.0,Ioan Achiriloaie,Romania,,ROU,46,2:17.46,2014,DownHill,Male,False
2431,24.0,Karolina Chrapek,Poland,,POL,,,2014,Super G,Women,False
2432,18.0,Greta Small,Australia,,AUS,,,2014,Super G,Women,False
2433,19.0,Maryna GÄsienica-Daniel,Poland,,POL,,,2014,Super G,Women,False
2434,24.0,Mariya Shkanova,Belarus,,BLR,,,2014,Super G,Women,False
2435,22.0,KristÃ­na SaalovÃ¡,Slovakia,,SVK,,,2014,Super G,Women,False
1163,21.0,Aleksander Aamodt Kilde,Norway,,NOR,,,2014,DownHill,Male,False
1162,33.0,Johan Clarey,France,,FRA,,,2014,DownHill,Male,False
1161,26.0,Roberts Rode,Latvia,,LAT,47,2:17.50,2014,DownHill,Male,False
1159,20.0,Martin BendÃ­k,Slovakia,,SVK,45,2:15.39,2014,DownHill,Male,False
1952,29.0,Maria HÃ¶fl-Riesch,Germany,,GER,4.0,1:45.73,2014,Slalom,Women,False
1158,22.0,Igor Laikert,Bosnia and Herzegovina,,BIH,44,2:15.07,2014,DownHill,Male,False
1157,27.0,Dmitry Koshkin,Kazakhstan,,KAZ,43,2:14.63,2014,DownHill,Male,False
1156,22.0,Martin Khuber,Kazakhstan,,KAZ,42,2:13.51,2014,DownHill,Male,False
1155,19.0,Henrik von Appen,Chile,,CHI,41,2:13.16,2014,DownHill,Male,False
1154,22.0,Marc Oliveras,Andorra,,AND,40,2:12.76,2014,DownHill,Male,False
2430,21.0,Mariya Bedaryova,Russia,,RUS,,,2014,Super G,Women,False
2428,24.0,Francesca Marsaglia,Italy,,ITA,,,2014,Super G,Women,False
2410,21.0,Yelena Yakovishina,Russia,,RUS,24.0,1:29.38,2014,Super G,Women,False
2429,29.0,Stacey Cook,United States,,USA,,,2014,Super G,Women,False
1115,23.0,Matthias Mayer,Austria,Gold,AUT,1,2:06.23,2014,DownHill,Male,False
1721,18.0,Dmytro Mytsak,Ukraine,,UKR,52,1:28.51,2014,Super G,Male,False
1723,36.0,Didier DÃ©fago,Switzerland,,SUI,,,2014,Super G,Male,False
1951,27.0,Kathrin Zettel,Austria,Bronze,AUT,3.0,1:45.35,2014,Slalom,Women,False
1950,32.0,Marlies Schild,Austria,Silver,AUT,2.0,1:45.07,2014,Slalom,Women,False
3217,35.0,Markus Larsson,Sweden,,SWE,7,1:43.60,2014,Slalom,Male,False
3223,24.0,Nolan Kasper,United States,,USA,13,1:44.22,2014,Slalom,Male,False
3222,26.0,Leif Kristian Haugen,Norway,,NOR,12,1:44.21,2014,Slalom,Male,False
3221,36.0,Mitja ValenÄiÄ,Slovenia,,SLO,11,1:44.14,2014,Slalom,Male,False
3220,34.0,Ivica KosteliÄ,Croatia,,CRO,9,1:44.11,2014,Slalom,Male,False
3219,22.0,Sebastian Foss SolevÃ¥g,Norway,,NOR,9,1:44.11,2014,Slalom,Male,False
3218,28.0,Mattias Hargin,Sweden,,SWE,7,1:43.60,2014,Slalom,Male,False
3216,23.0,Adam Å½ampa,Slovakia,,SVK,6,1:43.28,2014,Slalom,Male,False
1949,18.0,Mikaela Shiffrin,United States,Gold,USA,1.0,1:44.54,2014,Slalom,Women,False
3215,26.0,Fritz Dopfer,Germany,,GER,4,1:42.72,2014,Slalom,Male,False
3214,27.0,Stefano Gross,Italy,,ITA,4,1:42.72,2014,Slalom,Male,False
3213,19.0,Henrik Kristoffersen,Norway,Bronze,NOR,3,1:42.67,2014,Slalom,Male,False
3212,24.0,Marcel Hirscher,Austria,Silver,AUT,2,1:42.12,2014,Slalom,Male,False
3211,34.0,Mario Matt,Austria,Gold,AUT,1,1:41.84,2014,Slalom,Male,False
5429,20.0,Arnaud Alessandria,Monaco,,MON,,,2014,Combined,Male,False
3233,19.0,MichaÅ Jasiczek,Poland,,POL,23,1:53.48,2014,Slalom,Male,False
3234,19.0,Marco Pfiffner,Liechtenstein,,LIE,24,1:55.48,2014,Slalom,Male,False
3235,21.0,Adam Barwood,New Zealand,,NZL,25,1:56.18,2014,Slalom,Male,False
1981,17.0,Andrea KomÅ¡iÄ,Croatia,,CRO,33.0,1:58.60,2014,Slalom,Women,False
1973,20.0,SalomÃ© BÃ¡ncora,Argentina,,ARG,25.0,1:55.52,2014,Slalom,Women,False
1974,28.0,Å½ana NovakoviÄ,Bosnia and Herzegovina,,BIH,26.0,1:55.99,2014,Slalom,Women,False
1975,29.0,Macarena Simari Birkner,Argentina,,ARG,27.0,1:56.51,2014,Slalom,Women,False
1976,20.0,Michelle Gisin,Switzerland,,SUI,28.0,1:57.12,2014,Slalom,Women,False
1977,24.0,Mariya Shkanova,Belarus,,BLR,29.0,1:57.23,2014,Slalom,Women,False
1978,23.0,Lelde GasÅ«na,Latvia,,LAT,30.0,1:57.29,2014,Slalom,Women,False
1979,18.0,Greta Small,Australia,,AUS,31.0,1:57.60,2014,Slalom,Women,False
1980,24.0,Lavinia Chrystal,Australia,,AUS,32.0,1:57.90,2014,Slalom,Women,False
1982,18.0,Helga MarÃ­a VilhjÃ¡lmsdÃ³ttir,Iceland,,ISL,34.0,2:03.22,2014,Slalom,Women,False
2029,19.0,Ieva JanuÅ¡keviÄiÅ«tÄ,Lithuania,,LTU,,,2014,Slalom,Women,False
1983,25.0,Anna Berecz,Hungary,,HUN,35.0,2:04.92,2014,Slalom,Women,False
1984,20.0,Erla ÃsgeirsdÃ³ttir,Iceland,,ISL,36.0,2:05.08,2014,Slalom,Women,False
1985,17.0,Agnese ÄboltiÅa,Latvia,,LAT,37.0,2:06.62,2014,Slalom,Women,False
1986,25.0,Sophia Ralli,Greece,,GRE,38.0,2:06.77,2014,Slalom,Women,False
2006,28.0,Mariya Kirkova,Bulgaria,,BUL,,,2014,Slalom,Women,False
2007,26.0,Kseniya Grigoryeva,Uzbekistan,,UZB,,,2014,Slalom,Women,False
2008,17.0,Florence Bell,Ireland,,IRL,,,2014,Slalom,Women,False
2009,27.0,Maria PietilÃ¤-Holmner,Sweden,,SWE,,,2014,Slalom,Women,False
1972,23.0,Julia Ford,United States,,USA,24.0,1:52.87,2014,Slalom,Women,False
1987,21.0,Maya Harrisson,Brazil,,BRA,39.0,2:08.33,2014,Slalom,Women,False
1970,21.0,Martina DubovskÃ¡,Czech Republic,,CZE,22.0,1:51.42,2014,Slalom,Women,False
1988,17.0,Camile Dias,Portugal,,POR,40.0,2:08.50,2014,Slalom,Women,False
4776,21.0,Å½an Kranjec,Slovenia,,SLO,23.0,2:48.48,2014,Giant Slalom,Male,False
1991,22.0,Jasmine Campbell,United States Virgin Islands,,ISV,43.0,2:10.37,2014,Slalom,Women,False
1992,19.0,Ivana BulatoviÄ,Montenegro,,MNE,44.0,2:12.80,2014,Slalom,Women,False
1993,18.0,Kenza Tazi,Morocco,,MAR,45.0,2:17.15,2014,Slalom,Women,False
1994,18.0,Triin Tobi,Estonia,,EST,46.0,2:20.45,2014,Slalom,Women,False
1995,22.0,Jacky Chamoun,Lebanon,,LIB,47.0,2:28.74,2014,Slalom,Women,False
1996,20.0,Forough Abbasi,Iran,,IRI,48.0,2:35.69,2014,Slalom,Women,False
1997,16.0,Gang Yeong-Seo,South Korea,,KOR,49.0,2:36.45,2014,Slalom,Women,False
1998,24.0,Bernadette Schild,Austria,,AUT,,,2014,Slalom,Women,False
1999,28.0,Michaela Kirchgasser,Austria,,AUT,,,2014,Slalom,Women,False
2000,21.0,Adeline Baud,France,,FRA,,,2014,Slalom,Women,False
2001,28.0,Resi Stiegler,United States,,USA,,,2014,Slalom,Women,False
2002,23.0,Federica Brignone,Italy,,ITA,,,2014,Slalom,Women,False
2003,29.0,Chiara Costazza,Italy,,ITA,,,2014,Slalom,Women,False
2004,24.0,Jana GantnerovÃ¡,Slovakia,,SVK,,,2014,Slalom,Women,False
2005,21.0,Emily Bamford,Australia,,AUS,,,2014,Slalom,Women,False
1990,22.0,Ãlise Pellegrin,Malta,,MLT,42.0,2:09.83,2014,Slalom,Women,False
2028,26.0,Xia Lina,China,,CHN,,,2014,Slalom,Women,False
2030,22.0,Ornella Oettl,Peru,,PER,,,2014,Slalom,Women,False
3236,21.0,Trace Smith,Estonia,,EST,26,1:57.28,2014,Slalom,Male,False
1971,21.0,Kseniya Alopina,Russia,,RUS,23.0,1:51.74,2014,Slalom,Women,False
2017,20.0,KateÅina PaulÃ¡thovÃ¡,Czech Republic,,CZE,,,2014,Slalom,Women,False
2024,23.0,Noelle Barahona,Chile,,CHI,,,2014,Slalom,Women,False
2018,24.0,Sofija NovoseliÄ,Croatia,,CRO,,,2014,Slalom,Women,False
2019,21.0,Barbara KantorovÃ¡,Slovakia,,SVK,,,2014,Slalom,Women,False
2020,23.0,Barbara LukÃ¡ÄovÃ¡,Slovakia,,SVK,,,2014,Slalom,Women,False
2021,25.0,Mireia GutiÃ©rrez,Andorra,,AND,,,2014,Slalom,Women,False
2022,17.0,Kim So-Hui,South Korea,,KOR,,,2014,Slalom,Women,False
2023,25.0,Julietta Quiroga,Argentina,,ARG,,,2014,Slalom,Women,False
1969,29.0,Marina Nigg,Liechtenstein,,LIE,21.0,1:50.64,2014,Slalom,Women,False
2031,18.0,Alessia Afi Dipol,Togo,,TOG,,,2014,Slalom,Women,False
1722,30.0,Alek Glebov,Russia,,RUS,,,2014,Super G,Male,False
3244,26.0,Arman Serebrakyan,Armenia,,ARM,34,2:00.57,2014,Slalom,Male,False
3242,19.0,Alex Puente,Spain,,ESP,32,1:59.45,2014,Slalom,Male,False
3241,28.0,Hossein Saveh Shemshaki,Iran,,IRI,31,1:59.36,2014,Slalom,Male,False
3240,24.0,Mohammad Kiyadarbandsari,Iran,,IRI,30,1:58.87,2014,Slalom,Male,False
3239,24.0,Antonio Ristevski,Macedonia,,MKD,29,1:58.44,2014,Slalom,Male,False
3238,20.0,Matej VidoviÄ,Croatia,,CRO,28,1:57.81,2014,Slalom,Male,False
3237,19.0,MÄrtiÅÅ¡ Onskulis,Latvia,,LAT,27,1:57.60,2014,Slalom,Male,False
2015,27.0,Aleksandra KluÅ,Poland,,POL,,,2014,Slalom,Women,False
2014,23.0,Nevena IgnjatoviÄ,Serbia,,SRB,,,2014,Slalom,Women,False
2013,24.0,Elli Terwiel,Canada,,CAN,,,2014,Slalom,Women,False
2012,23.0,Erin Mielzynski,Canada,,CAN,,,2014,Slalom,Women,False
2032,24.0,Christina Geiger,Germany,,GER,,,2014,Slalom,Women,False
2033,20.0,Suela MÃ«hilli,Albania,,ALB,,,2014,Slalom,Women,False
1732,18.0,Massimiliano Valcareggi,Greece,,GRE,,,2014,Super G,Male,False
1731,26.0,FerrÃ¡n Terra,Spain,,ESP,,[1:20.96],2014,Super G,Male,False
1730,32.0,Erik Guay,Canada,,CAN,,,2014,Super G,Male,False
1729,26.0,Roberts Rode,Latvia,,LAT,,,2014,Super G,Male,False
1728,20.0,Arnaud Alessandria,Monaco,,MON,,,2014,Super G,Male,False
1727,31.0,Georg Lindner,Moldova,,MDA,,,2014,Super G,Male,False
1726,25.0,Paul de la Cuesta,Spain,,ESP,,,2014,Super G,Male,False
1725,23.0,Matthias Mayer,Austria,,AUT,,,2014,Super G,Male,False
1724,29.0,Christof Innerhofer,Italy,,ITA,,,2014,Super G,Male,False
2027,20.0,Nino Tsiklauri,Georgia,,GEO,,,2014,Slalom,Women,False
2026,24.0,Karolina Chrapek,Poland,,POL,,,2014,Slalom,Women,False
2025,19.0,Maryna GÄsienica-Daniel,Poland,,POL,,,2014,Slalom,Women,False
2016,26.0,Megan McJames,United States,,USA,,,2014,Slalom,Women,False
2010,20.0,Wendy Holdener,Switzerland,,SUI,,,2014,Slalom,Women,False
2011,24.0,Nina LÃ¸seth,Norway,,NOR,,,2014,Slalom,Women,False
2427,25.0,Larisa Yurkiw,Canada,,CAN,,,2014,Super G,Women,False
1989,28.0,TuÄba DaÅdemir-KocaaÄa,Turkey,,TUR,41.0,2:08.96,2014,Slalom,Women,False
2413,24.0,Bohdana Matsotska,Ukraine,,UKR,27.0,1:31.58,2014,Super G,Women,False
1678,33.0,OndÅej Bank,Czech Republic,,CZE,9,1:19.11,2014,Super G,Male,False
2407,21.0,Sara Hector,Sweden,,SWE,21.0,1:28.71,2014,Super G,Women,False
2392,32.0,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,6.0,1:26.79,2014,Super G,Women,False
2391,30.0,Tina Maze,Slovenia,,SLO,5.0,1:26.28,2014,Super G,Women,False
2390,22.0,Lara Gut,Switzerland,,SUI,4.0,1:26.25,2014,Super G,Women,False
1675,24.0,Max Franz,Austria,,AUT,6,1:18.74,2014,Super G,Male,False
1681,30.0,Patrick KÃ¼ng,Switzerland,,SUI,12,1:19.38,2014,Super G,Male,False
1680,29.0,Adrien ThÃ©aux,France,,FRA,11,1:19.35,2014,Super G,Male,False
1679,23.0,Morgan Pridy,Canada,,CAN,10,1:19.19,2014,Super G,Male,False
1677,31.0,Peter Fill,Italy,,ITA,8,1:18.85,2014,Super G,Male,False
3262,32.0,Akira Sasaki,Japan,,JPN,,,2014,Slalom,Male,False
1676,31.0,Aksel Lund Svindal,Norway,,NOR,7,1:18.76,2014,Super G,Male,False
1674,22.0,Otmar Striedinger,Austria,,AUT,5,1:18.69,2014,Super G,Male,False
2389,30.0,Nicole Hosp,Austria,Bronze,AUT,3.0,1:26.18,2014,Super G,Women,False
1673,36.0,Bode Miller,United States,Bronze,USA,3,1:18.67,2014,Super G,Male,False
1672,32.0,Jan Hudec,Canada,Bronze,CAN,3,1:18.67,2014,Super G,Male,False
1671,27.0,Andrew Weibrecht,United States,Silver,USA,2,1:18.44,2014,Super G,Male,False
1670,28.0,Kjetil Jansrud,Norway,Gold,NOR,1,1:18.14,2014,Super G,Male,False
2387,24.0,Anna Fenninger,Austria,Gold,AUT,1.0,1:25.52,2014,Super G,Women,False
2406,25.0,Marie-Pier PrÃ©fontaine,Canada,,CAN,20.0,1:28.67,2014,Super G,Women,False
2405,21.0,Ragnhild Mowinckel,Norway,,NOR,19.0,1:28.53,2014,Super G,Women,False
2404,26.0,Leanne Smith,United States,,USA,18.0,1:28.38,2014,Super G,Women,False
2403,24.0,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,17.0,1:28.30,2014,Super G,Women,False
1707,25.0,Maciej BydliÅski,Poland,,POL,38,1:22.51,2014,Super G,Male,False
1706,22.0,Yury Danilochkin,Belarus,,BLR,37,1:22.45,2014,Super G,Male,False
1705,20.0,Andreas Å½ampa,Slovakia,,SVK,36,1:22.42,2014,Super G,Male,False
1685,24.0,Dominik Paris,Italy,,ITA,16,1:19.70,2014,Super G,Male,False
1684,28.0,Thomas Mermillod-Blondin,France,,FRA,15,1:19.53,2014,Super G,Male,False
1683,29.0,Ted Ligety,United States,,USA,14,1:19.48,2014,Super G,Male,False
1682,21.0,Aleksander Aamodt Kilde,Norway,,NOR,13,1:19.44,2014,Super G,Male,False
2393,29.0,Fabienne Suter,Switzerland,,SUI,7.0,1:26.89,2014,Super G,Women,False
2394,29.0,Julia Mancuso,United States,,USA,8.0,1:27.04,2014,Super G,Women,False
2395,24.0,Viktoria Rebensburg,Germany,,GER,9.0,1:27.08,2014,Super G,Women,False
2396,27.0,Nadia Fanchini,Italy,,ITA,10.0,1:27.20,2014,Super G,Women,False
2397,28.0,Regina Mader-Sterz,Austria,,AUT,11.0,1:27.52,2014,Super G,Women,False
2398,29.0,Verena Stuffer,Italy,,ITA,11.0,1:27.52,2014,Super G,Women,False
2399,23.0,Ilka Å tuhec,Slovenia,,SLO,13.0,1:27.69,2014,Super G,Women,False
2400,18.0,Lotte Sejersted,Norway,,NOR,14.0,1:27.80,2014,Super G,Women,False
2401,25.0,Edit MiklÃ³s,Hungary,,HUN,15.0,1:27.87,2014,Super G,Women,False
2402,25.0,MaruÅ¡a Ferk,Slovenia,,SLO,16.0,1:28.19,2014,Super G,Women,False
2388,29.0,Maria HÃ¶fl-Riesch,Germany,Silver,GER,2.0,1:26.07,2014,Super G,Women,False
3263,21.0,Trevor Philp,Canada,,CAN,,,2014,Slalom,Male,False
1709,22.0,Martin Khuber,Kazakhstan,,KAZ,40,1:22.60,2014,Super G,Male,False
4824,18.0,Muhammad Karim,Pakistan,,PAK,71.0,3:27.41,2014,Giant Slalom,Male,False
4832,26.0,FerrÃ¡n Terra,Spain,,ESP,,,2014,Giant Slalom,Male,False
4831,25.0,Olivier Jenot,Monaco,,MON,,,2014,Giant Slalom,Male,False
4830,21.0,Filip ZubÄiÄ,Croatia,,CRO,,,2014,Giant Slalom,Male,False
4829,21.0,Pavel Trikhichev,Russia,,RUS,,,2014,Giant Slalom,Male,False
4828,27.0,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,,,2014,Giant Slalom,Male,False
4827,36.0,Didier DÃ©fago,Switzerland,,SUI,,,2014,Giant Slalom,Male,False
4826,26.0,Marcus Sandell,Finland,,FIN,,,2014,Giant Slalom,Male,False
4825,20.0,Himanshu Thakur,India,,IND,72.0,3:37.55,2014,Giant Slalom,Male,False
4823,20.0,Manfred Oettl,Peru,,PER,70.0,3:20.96,2014,Giant Slalom,Male,False
3264,20.0,Santeri Paloniemi,Finland,,FIN,,,2014,Slalom,Male,False
4822,18.0,Alexandre Mohbat,Lebanon,,LIB,69.0,3:17.85,2014,Giant Slalom,Male,False
4821,26.0,Emre ÅimÅek,Turkey,,TUR,68.0,3:17.64,2014,Giant Slalom,Male,False
4820,20.0,Artyom Voronov,Uzbekistan,,UZB,67.0,3:15.45,2014,Giant Slalom,Male,False
