,Age,Athlete,Country,Medal,NOC,Rank,Time_end,Year,Type,Gender,test,Time_start,test_time
530,19.0,Willi Frommelt,Liechtenstein,,LIE,30,1:57.58,1972,Downhill,Male,False,0:00.0,True
283,31.0,Galina Shikhova,Soviet Union,,URS,34.0,1:43.88,1972,Downhill,Women,False,0:00.0,True
529,29.0,Willi Lesch,West Germany,,FRG,29,1:56.67,1972,Downhill,Male,False,0:00.0,True
266,20.0,Gyri SÃ¸rensen,Norway,,NOR,17.0,1:40.77,1972,Downhill,Women,False,0:00.0,True
282,14.0,Kathy Kreiner,Canada,,CAN,33.0,1:43.68,1972,Downhill,Women,False,0:00.0,True
281,20.0,Mitsuyo Nagumo,Japan,,JPN,32.0,1:43.07,1972,Downhill,Women,False,0:00.0,True
280,18.0,Lotta Sollander,Sweden,,SWE,31.0,1:42.97,1972,Downhill,Women,False,0:00.0,True
279,19.0,Monika Kaserer,Austria,,AUT,30.0,1:42.59,1972,Downhill,Women,False,0:00.0,True
278,19.0,Conchita Puig,Spain,,ESP,29.0,1:42.37,1972,Downhill,Women,False,0:00.0,True
277,21.0,Marilyn Cochran,United States,,USA,28.0,1:41.96,1972,Downhill,Women,False,0:00.0,True
276,20.0,Judy Crawford,Canada,,CAN,27.0,1:41.75,1972,Downhill,Women,False,0:00.0,True
265,20.0,MichÃ¨le Jacot,France,,FRA,15.0,1:40.73,1972,Downhill,Women,False,0:00.0,True
275,27.0,Divina Galica,Great Britain,,GBR,26.0,1:41.58,1972,Downhill,Women,False,0:00.0,True
273,15.0,Valentina Iliffe,Great Britain,,GBR,23.0,1:41.36,1972,Downhill,Women,False,0:00.0,True
272,22.0,Florence Steurer,France,,FRA,23.0,1:41.36,1972,Downhill,Women,False,0:00.0,True
271,22.0,Karianne Christiansen,Norway,,NOR,21.0,1:41.25,1972,Downhill,Women,False,0:00.0,True
270,19.0,Sandy Poulsen,United States,,USA,21.0,1:41.25,1972,Downhill,Women,False,0:00.0,True
269,17.0,Laurie Kreiner,Canada,,CAN,20.0,1:41.00,1972,Downhill,Women,False,0:00.0,True
268,19.0,Carolyne Oughton,Canada,,CAN,18.0,1:40.92,1972,Downhill,Women,False,0:00.0,True
267,18.0,Silvia Stump,Switzerland,,SUI,18.0,1:40.92,1972,Downhill,Women,False,0:00.0,True
274,25.0,Gina Hathorn,Great Britain,,GBR,25.0,1:41.42,1972,Downhill,Women,False,0:00.0,True
285,15.0,Pamela Behr,West Germany,,FRG,36.0,1:44.22,1972,Downhill,Women,False,0:00.0,True
316,17.0,Leslie Smith,United States,,USA,26.0,1:52.98,1976,Downhill,Women,False,0:00.0,True
317,17.0,Torill Fjeldstad,Norway,,NOR,27.0,1:52.99,1976,Downhill,Women,False,0:00.0,True
318,21.0,Alla Askarova,Soviet Union,,URS,28.0,1:53.19,1976,Downhill,Women,False,0:00.0,True
319,19.0,Valentina Iliffe,Great Britain,,GBR,29.0,1:53.31,1976,Downhill,Women,False,0:00.0,True
320,19.0,Riitta Ollikka,Finland,,FIN,30.0,1:53.85,1976,Downhill,Women,False,0:00.0,True
321,19.0,Sally Rodd,Australia,,AUS,31.0,1:54.82,1976,Downhill,Women,False,0:00.0,True
322,19.0,Dagmar KuzmanovÃ¡,Czechoslovakia,,TCH,32.0,1:54.81,1976,Downhill,Women,False,0:00.0,True
323,16.0,Jana GantnerovÃ¡-Å oltÃ½sovÃ¡,Czechoslovakia,,TCH,33.0,1:55.02,1976,Downhill,Women,False,0:00.0,True
324,16.0,Fiona Easdale,Great Britain,,GBR,34.0,1:57.66,1976,Downhill,Women,False,0:00.0,True
326,17.0,Joanne Henke,Australia,,AUS,36.0,1:59.59,1976,Downhill,Women,False,0:00.0,True
327,18.0,Theresa Wallis,Great Britain,,GBR,37.0,1:59.77,1976,Downhill,Women,False,0:00.0,True
328,20.0,Sue Gibson,New Zealand,,NZL,38.0,2:03.49,1976,Downhill,Women,False,0:00.0,True
325,15.0,Hazel Hutcheon,Great Britain,,GBR,35.0,1:58.33,1976,Downhill,Women,False,0:00.0,True
315,17.0,Jolanda Plank,Italy,,ITA,25.0,1:52.50,1976,Downhill,Women,False,0:00.0,True
314,16.0,Ursula Konzett,Liechtenstein,,LIE,24.0,1:51.53,1976,Downhill,Women,False,0:00.0,True
313,16.0,Maria Epple,West Germany,,FRG,23.0,1:51.41,1976,Downhill,Women,False,0:00.0,True
312,22.0,Betsy Clifford,Canada,,CAN,22.0,1:51.40,1976,Downhill,Women,False,0:00.0,True
294,17.0,Nicola SpieÃ,Austria,,AUT,4.0,1:47.71,1976,Downhill,Women,False,0:00.0,True
295,21.0,DaniÃ¨le Debernard,France,,FRA,5.0,1:48.48,1976,Downhill,Women,False,0:00.0,True
296,26.0,Jacqueline Rouvier,France,,FRA,6.0,1:48.58,1976,Downhill,Women,False,0:00.0,True
297,19.0,Bernadette Zurbriggen,Switzerland,,SUI,7.0,1:48.62,1976,Downhill,Women,False,0:00.0,True
298,17.0,Marlies Oberholzer,Switzerland,,SUI,8.0,1:48.68,1976,Downhill,Women,False,0:00.0,True
299,23.0,Monika Kaserer,Austria,,AUT,9.0,1:48.81,1976,Downhill,Women,False,0:00.0,True
300,18.0,Irene Epple,West Germany,,FRG,10.0,1:48.91,1976,Downhill,Women,False,0:00.0,True
301,19.0,Hanni Wenzel,Liechtenstein,,LIE,11.0,1:49.17,1976,Downhill,Women,False,0:00.0,True
293,20.0,Cindy Nelson,United States,Bronze,USA,3.0,1:47.50,1976,Downhill,Women,False,0:00.0,True
302,22.0,Irmgard Lukasser,Austria,,AUT,12.0,1:49.18,1976,Downhill,Women,False,0:00.0,True
304,20.0,Susan Patterson,United States,,USA,14.0,1:49.37,1976,Downhill,Women,False,0:00.0,True
305,22.0,Paola Hofer,Italy,,ITA,15.0,1:49.60,1976,Downhill,Women,False,0:00.0,True
306,21.0,Laurie Kreiner,Canada,,CAN,16.0,1:49.97,1976,Downhill,Women,False,0:00.0,True
307,24.0,MichÃ¨le Jacot,France,,FRA,17.0,1:49.98,1976,Downhill,Women,False,0:00.0,True
308,17.0,Doris de Agostini,Switzerland,,SUI,18.0,1:50.46,1976,Downhill,Women,False,0:00.0,True
309,18.0,Kathy Kreiner,Canada,,CAN,19.0,1:50.48,1976,Downhill,Women,False,0:00.0,True
310,16.0,Wanda Bieler,Italy,,ITA,20.0,1:50.58,1976,Downhill,Women,False,0:00.0,True
311,19.0,Fabienne Serrat,France,,FRA,21.0,1:51.34,1976,Downhill,Women,False,0:00.0,True
303,22.0,Evi Mittermaier,West Germany,,FRG,13.0,1:49.23,1976,Downhill,Women,False,0:00.0,True
292,21.0,Brigitte Totschnig,Austria,Silver,AUT,2.0,1:46.68,1976,Downhill,Women,False,0:00.0,True
291,25.0,Rosi Mittermaier,West Germany,Gold,FRG,1.0,1:46.16,1976,Downhill,Women,False,0:00.0,True
612,22.0,Ion CavaÈi,Romania,,ROU,57,2:00.19,1976,Downhill,Male,False,0:00.0,True
611,,Mohammad Hadj Kia Shemshaki,Iran,,IRI,56,1:59.44,1976,Downhill,Male,False,0:00.0,True
610,23.0,Gorban Ali Kalhor,Iran,,IRI,55,1:59.15,1976,Downhill,Male,False,0:00.0,True
609,20.0,Antoine Crespo,Andorra,,AND,54,1:58.72,1976,Downhill,Male,False,0:00.0,True
608,19.0,Stuart Blakely,New Zealand,,NZL,53,1:57.91,1976,Downhill,Male,False,0:00.0,True
607,24.0,Roman DereziÅski,Poland,,POL,52,1:56.33,1976,Downhill,Male,False,0:00.0,True
606,21.0,JosÃ© Luis Koifman,Chile,,CHI,51,1:56.30,1976,Downhill,Male,False,0:00.0,True
605,20.0,Georgi Kochov,Bulgaria,,BUL,50,1:55.82,1976,Downhill,Male,False,0:00.0,True
613,,Akbar Kalili,Iran,,IRI,58,2:00.32,1976,Downhill,Male,False,0:00.0,True
604,27.0,Dan Cristea,Romania,,ROU,49,1:55.63,1976,Downhill,Male,False,0:00.0,True
602,18.0,Carlos Alberto MartÃ­nez,Argentina,,ARG,47,1:54.62,1976,Downhill,Male,False,0:00.0,True
601,19.0,Adjin PaÅ¡oviÄ,Yugoslavia,,YUG,46,1:54.57,1976,Downhill,Male,False,0:00.0,True
600,23.0,Robert Blanchaer,Belgium,,BEL,45,1:54.30,1976,Downhill,Male,False,0:00.0,True
599,17.0,Vladimir Andreyev,Soviet Union,,URS,44,1:53.61,1976,Downhill,Male,False,0:00.0,True
598,20.0,Didier Xhaet,Belgium,,BEL,43,1:53.56,1976,Downhill,Male,False,0:00.0,True
597,19.0,Jorge GarcÃ­a,Spain,,ESP,42,1:53.55,1976,Downhill,Male,False,0:00.0,True
596,23.0,Jaime Ros,Spain,,ESP,41,1:53.50,1976,Downhill,Male,False,0:00.0,True
595,24.0,Miloslav Sochor,Czechoslovakia,,TCH,40,1:53.48,1976,Downhill,Male,False,0:00.0,True
603,26.0,Ivan Penev,Bulgaria,,BUL,48,1:55.56,1976,Downhill,Male,False,0:00.0,True
594,18.0,Juan Angel Olivieri,Argentina,,ARG,39,1:52.76,1976,Downhill,Male,False,0:00.0,True
614,22.0,Rafael CaÃ±as,Chile,,CHI,59,2:00.39,1976,Downhill,Male,False,0:00.0,True
616,17.0,Fernando Reutter,Chile,,CHI,61,2:01.19,1976,Downhill,Male,False,0:00.0,True
615,18.0,Brett Kendall,New Zealand,,NZL,60,2:00.57,1976,Downhill,Male,False,0:00.0,True
621,23.0,Spyros Theodorou,Greece,,GRE,66,2:17.08,1976,Downhill,Male,False,0:00.0,True
620,22.0,Thomas Karadimas,Greece,,GRE,65,2:14.69,1976,Downhill,Male,False,0:00.0,True
619,23.0,MÃ¼mtaz Demirhan,Turkey,,TUR,64,2:06.01,1976,Downhill,Male,False,0:00.0,True
618,23.0,Ahmet KÄ±bÄ±l,Turkey,,TUR,63,2:03.74,1976,Downhill,Male,False,0:00.0,True
617,16.0,Carlos Font,Andorra,,AND,62,2:01.75,1976,Downhill,Male,False,0:00.0,True
593,20.0,Peter Fuchs,Great Britain,,GBR,37,1:52.75,1976,Downhill,Male,False,0:00.0,True
591,24.0,Juan Manuel FernÃ¡ndez Ochoa,Spain,,ESP,36,1:52.40,1976,Downhill,Male,False,0:00.0,True
568,19.0,Pete Patterson,United States,,USA,13,1:47.94,1976,Downhill,Male,False,0:00.0,True
567,27.0,RenÃ© Berthod,Switzerland,,SUI,12,1:47.89,1976,Downhill,Male,False,0:00.0,True
566,22.0,Greg Jones,United States,,USA,11,1:47.84,1976,Downhill,Male,False,0:00.0,True
565,22.0,Jim Hunter,Canada,,CAN,10,1:47.52,1976,Downhill,Male,False,0:00.0,True
564,21.0,Sepp Walcher,Austria,,AUT,9,1:47.45,1976,Downhill,Male,False,0:00.0,True
563,21.0,Dave Irwin,Canada,,CAN,8,1:47.41,1976,Downhill,Male,False,0:00.0,True
562,27.0,Walter Tresch,Switzerland,,SUI,7,1:47.29,1976,Downhill,Male,False,0:00.0,True
561,22.0,Andy Mill,United States,,USA,6,1:47.06,1976,Downhill,Male,False,0:00.0,True
569,25.0,Rolando Thoeni,Italy,,ITA,14,1:48.13,1976,Downhill,Male,False,0:00.0,True
560,20.0,Ken Read,Canada,,CAN,5,1:46.83,1976,Downhill,Male,False,0:00.0,True
558,21.0,Herbert Plank,Italy,Bronze,ITA,3,1:46.59,1976,Downhill,Male,False,0:00.0,True
557,27.0,Bernhard Russi,Switzerland,Silver,SUI,2,1:46.06,1976,Downhill,Male,False,0:00.0,True
556,22.0,Franz Klammer,Austria,Gold,AUT,1,1:45.73,1976,Downhill,Male,False,0:00.0,True
592,20.0,Andrej KoÅ¾elj,Yugoslavia,,YUG,37,1:52.75,1976,Downhill,Male,False,0:00.0,True
559,23.0,Philippe Roux,Switzerland,,SUI,4,1:46.69,1976,Downhill,Male,False,0:00.0,True
570,21.0,Peter Fischer,West Germany,,FRG,15,1:48.18,1976,Downhill,Male,False,0:00.0,True
572,21.0,Sepp Ferstl,West Germany,,FRG,17,1:48.41,1976,Downhill,Male,False,0:00.0,True
571,23.0,Patrice Pellat-Finet,France,,FRA,16,1:48.34,1976,Downhill,Male,False,0:00.0,True
588,18.0,BohumÃ­r Zeman,Czechoslovakia,,TCH,33,1:51.27,1976,Downhill,Male,False,0:00.0,True
587,19.0,Stuart Fitzsimmons,Great Britain,,GBR,32,1:50.89,1976,Downhill,Male,False,0:00.0,True
586,20.0,Luis Rosenkjer,Argentina,,ARG,31,1:50.87,1976,Downhill,Male,False,0:00.0,True
585,20.0,Alan Stewart,Great Britain,,GBR,30,1:50.56,1976,Downhill,Male,False,0:00.0,True
584,24.0,Wolfgang Junginger,West Germany,,FRG,29,1:50.48,1976,Downhill,Male,False,0:00.0,True
583,17.0,Andi Wenzel,Liechtenstein,,LIE,28,1:50.08,1976,Downhill,Male,False,0:00.0,True
582,21.0,Mikio Katagiri,Japan,,JPN,27,1:50.03,1976,Downhill,Male,False,0:00.0,True
589,19.0,Kim Clifford,Australia,,AUS,34,1:51.64,1976,Downhill,Male,False,0:00.0,True
580,23.0,Erik HÃ¥ker,Norway,,NOR,25,1:49.19,1976,Downhill,Male,False,0:00.0,True
573,22.0,Dave Murray,Canada,,CAN,18,1:48.43,1976,Downhill,Male,False,0:00.0,True
581,24.0,Gustavo Thoeni,Italy,,ITA,26,1:49.25,1976,Downhill,Male,False,0:00.0,True
574,19.0,Klaus Eberhard,Austria,,AUT,19,1:48.45,1976,Downhill,Male,False,0:00.0,True
575,26.0,Sumihiro Tomii,Japan,,JPN,20,1:48.88,1976,Downhill,Male,False,0:00.0,True
590,25.0,Francisco FernÃ¡ndez Ochoa,Spain,,ESP,35,1:51.91,1976,Downhill,Male,False,0:00.0,True
577,19.0,David Griff,Australia,,AUS,22,1:49.02,1976,Downhill,Male,False,0:00.0,True
578,19.0,Michael Veith,West Germany,,FRG,22,1:49.02,1976,Downhill,Male,False,0:00.0,True
579,22.0,Karl Anderson,United States,,USA,24,1:49.08,1976,Downhill,Male,False,0:00.0,True
576,23.0,Willi Frommelt,Liechtenstein,,LIE,21,1:48.92,1976,Downhill,Male,False,0:00.0,True
650,25.0,Mikio Katagiri,Japan,,JPN,21,1:49.77,1980,Downhill,Male,False,0:00.0,True
649,21.0,Andi Wenzel,Liechtenstein,,LIE,20,1:49.71,1980,Downhill,Male,False,0:00.0,True
648,19.0,Arnt Erik Dale,Norway,,NOR,19,1:49.26,1980,Downhill,Male,False,0:00.0,True
647,21.0,Urs RÃ¤ber,Switzerland,,SUI,18,1:49.16,1980,Downhill,Male,False,0:00.0,True
646,27.0,Erik HÃ¥ker,Norway,,NOR,17,1:49.09,1980,Downhill,Male,False,0:00.0,True
645,27.0,Andy Mill,United States,,USA,16,1:49.07,1980,Downhill,Male,False,0:00.0,True
644,20.0,Giuliano Giardini,Italy,,ITA,15,1:48.98,1980,Downhill,Male,False,0:00.0,True
643,22.0,Phil Mahre,United States,,USA,14,1:48.88,1980,Downhill,Male,False,0:00.0,True
642,22.0,BohumÃ­r Zeman,Czechoslovakia,,TCH,13,1:48.65,1980,Downhill,Male,False,0:00.0,True
641,25.0,Konrad Bartelski,Great Britain,,GBR,12,1:48.53,1980,Downhill,Male,False,0:00.0,True
640,25.0,Dave Irwin,Canada,,CAN,11,1:48.12,1980,Downhill,Male,False,0:00.0,True
639,26.0,Dave Murray,Canada,,CAN,10,1:47.95,1980,Downhill,Male,False,0:00.0,True
638,22.0,Harti Weirather,Austria,,AUT,9,1:47.70,1980,Downhill,Male,False,0:00.0,True
637,23.0,Valery Tsyganov,Soviet Union,,URS,8,1:47.34,1980,Downhill,Male,False,0:00.0,True
636,28.0,Werner Grissmann,Austria,,AUT,7,1:47.21,1980,Downhill,Male,False,0:00.0,True
635,25.0,Herbert Plank,Italy,,ITA,6,1:47.13,1980,Downhill,Male,False,0:00.0,True
634,23.0,Pete Patterson,United States,,USA,5,1:47.04,1980,Downhill,Male,False,0:00.0,True
633,22.0,Peter MÃ¼ller,Switzerland,,SUI,4,1:46.75,1980,Downhill,Male,False,0:00.0,True
632,22.0,Steve Podborski,Canada,Bronze,CAN,3,1:46.62,1980,Downhill,Male,False,0:00.0,True
631,21.0,Peter Wirnsberger,Austria,Silver,AUT,2,1:46.12,1980,Downhill,Male,False,0:00.0,True
630,21.0,Leonhard Stock,Austria,Gold,AUT,1,1:45.50,1980,Downhill,Male,False,0:00.0,True
651,22.0,Vladimir Makeyev,Soviet Union,,URS,22,1:49.87,1980,Downhill,Male,False,0:00.0,True
652,23.0,Michael Veith,West Germany,,FRG,23,1:50.00,1980,Downhill,Male,False,0:00.0,True
653,24.0,Erwin Josi,Switzerland,,SUI,24,1:50.03,1980,Downhill,Male,False,0:00.0,True
654,20.0,Philippe Pugnat,France,,FRA,25,1:50.13,1980,Downhill,Male,False,0:00.0,True
329,26.0,Annemarie Moser-PrÃ¶ll,Austria,Gold,AUT,1.0,1:37.52,1980,Downhill,Women,False,0:00.0,True
331,25.0,Marie-Theres Nadig,Switzerland,Bronze,SUI,3.0,1:38.36,1980,Downhill,Women,False,0:00.0,True
671,22.0,Billy Farwig,Bolivia,,BOL,42,2:12.66,1980,Downhill,Male,False,0:00.0,True
670,23.0,Arturo Kinch,Costa Rica,,CRC,41,2:12.24,1980,Downhill,Male,False,0:00.0,True
669,18.0,Hong In-Gi,South Korea,,KOR,40,2:03.08,1980,Downhill,Male,False,0:00.0,True
668,16.0,Miguel Font,Andorra,,AND,39,2:02.01,1980,Downhill,Male,False,0:00.0,True
667,17.0,Guillermo Giumelli,Argentina,,ARG,38,2:00.10,1980,Downhill,Male,False,0:00.0,True
666,20.0,Janez Flere,Argentina,,ARG,37,1:59.01,1980,Downhill,Male,False,0:00.0,True
665,19.0,Marcelo MartÃ­nez,Argentina,,ARG,36,1:58.04,1980,Downhill,Male,False,0:00.0,True
664,20.0,Carlos Font,Andorra,,AND,35,1:57.81,1980,Downhill,Male,False,0:00.0,True
663,23.0,Didier Lamont,Belgium,,BEL,34,1:57.57,1980,Downhill,Male,False,0:00.0,True
662,21.0,Henri Mollin,Belgium,,BEL,33,1:55.83,1980,Downhill,Male,False,0:00.0,True
661,23.0,Stuart Blakely,New Zealand,,NZL,32,1:55.41,1980,Downhill,Male,False,0:00.0,True
660,20.0,Norberto Quiroga,Argentina,,ARG,31,1:54.31,1980,Downhill,Male,False,0:00.0,True
659,24.0,Alan Stewart,Great Britain,,GBR,30,1:53.41,1980,Downhill,Male,False,0:00.0,True
658,22.0,David Cargill,Great Britain,,GBR,29,1:52.02,1980,Downhill,Male,False,0:00.0,True
657,18.0,Ross Blyth,Great Britain,,GBR,28,1:51.12,1980,Downhill,Male,False,0:00.0,True
656,29.0,Francisco FernÃ¡ndez Ochoa,Spain,,ESP,27,1:50.69,1980,Downhill,Male,False,0:00.0,True
655,21.0,Antony Guss,Australia,,AUS,26,1:50.22,1980,Downhill,Male,False,0:00.0,True
355,26.0,Farida Rahmeh,Lebanon,,LIB,27.0,2:42.88,1980,Downhill,Women,False,0:00.0,True
354,20.0,Anna Archibald,New Zealand,,NZL,26.0,1:46.68,1980,Downhill,Women,False,0:00.0,True
332,18.0,Heidi Preuss,United States,,USA,4.0,1:39.51,1980,Downhill,Women,False,0:00.0,True
333,22.0,Kathy Kreiner,Canada,,CAN,5.0,1:39.53,1980,Downhill,Women,False,0:00.0,True
334,22.0,Ingrid Eberle,Austria,,AUT,6.0,1:39.63,1980,Downhill,Women,False,0:00.0,True
335,21.0,Torill Fjeldstad,Norway,,NOR,7.0,1:39.69,1980,Downhill,Women,False,0:00.0,True
336,24.0,Cindy Nelson,United States,,USA,7.0,1:39.69,1980,Downhill,Women,False,0:00.0,True
337,19.0,Marianne Zechmeister,West Germany,,FRG,9.0,1:39.96,1980,Downhill,Women,False,0:00.0,True
338,20.0,Jana GantnerovÃ¡-Å oltÃ½sovÃ¡,Czechoslovakia,,TCH,10.0,1:40.71,1980,Downhill,Women,False,0:00.0,True
339,19.0,Laurie Graham,Canada,,CAN,11.0,1:40.74,1980,Downhill,Women,False,0:00.0,True
340,23.0,Bernadette Zurbriggen,Switzerland,,SUI,11.0,1:40.74,1980,Downhill,Women,False,0:00.0,True
341,20.0,Loni Klettl,Canada,,CAN,13.0,1:40.95,1980,Downhill,Women,False,0:00.0,True
330,23.0,Hanni Wenzel,Liechtenstein,Silver,LIE,2.0,1:38.22,1980,Downhill,Women,False,0:00.0,True
342,22.0,Holly Flanders,United States,,USA,14.0,1:40.96,1980,Downhill,Women,False,0:00.0,True
344,19.0,Marie-Luce Waldmeier,France,,FRA,16.0,1:41.05,1980,Downhill,Women,False,0:00.0,True
345,26.0,Evi Mittermaier,West Germany,,FRG,17.0,1:41.26,1980,Downhill,Women,False,0:00.0,True
346,21.0,Doris de Agostini,Switzerland,,SUI,17.0,1:41.26,1980,Downhill,Women,False,0:00.0,True
347,22.0,Irene Epple,West Germany,,FRG,19.0,1:41.68,1980,Downhill,Women,False,0:00.0,True
348,20.0,Annemarie Bischofberger,Switzerland,,SUI,20.0,1:41.93,1980,Downhill,Women,False,0:00.0,True
349,20.0,Monika Bader,West Germany,,FRG,21.0,1:41.96,1980,Downhill,Women,False,0:00.0,True
350,19.0,Cornelia PrÃ¶ll,Austria,,AUT,22.0,1:42.44,1980,Downhill,Women,False,0:00.0,True
351,18.0,Petra Wenzel,Liechtenstein,,LIE,23.0,1:42.50,1980,Downhill,Women,False,0:00.0,True
352,21.0,Moira Cargill,Great Britain,,GBR,24.0,1:42.82,1980,Downhill,Women,False,0:00.0,True
353,23.0,Valentina Iliffe,Great Britain,,GBR,25.0,1:43.28,1980,Downhill,Women,False,0:00.0,True
343,20.0,Cristina Gravina,Italy,,ITA,15.0,1:40.99,1980,Downhill,Women,False,0:00.0,True
361,24.0,Jana GantnerovÃ¡-Å oltÃ½sovÃ¡,Czechoslovakia,,TCH,5.0,1:14.14,1984,Downhill,Women,False,0:00.0,True
362,19.0,Marina Kiehl,West Germany,,FRG,6.0,1:14.30,1984,Downhill,Women,False,0:00.0,True
363,25.0,Gerry Sorensen,Canada,,CAN,6.0,1:14.30,1984,Downhill,Women,False,0:00.0,True
364,25.0,Lea SÃ¶lkner,Austria,,AUT,8.0,1:14.39,1984,Downhill,Women,False,0:00.0,True
365,20.0,Lisi Kirchler,Austria,,AUT,9.0,1:14.55,1984,Downhill,Women,False,0:00.0,True
366,17.0,Veronika Wallinger-Stallmaier,Austria,,AUT,10.0,1:14.76,1984,Downhill,Women,False,0:00.0,True
367,23.0,Laurie Graham,Canada,,CAN,11.0,1:14.92,1984,Downhill,Women,False,0:00.0,True
368,21.0,Brigitte Oertli,Switzerland,,SUI,12.0,1:14.93,1984,Downhill,Women,False,0:00.0,True
369,18.0,Sylvia Eder,Austria,,AUT,13.0,1:14.97,1984,Downhill,Women,False,0:00.0,True
735,25.0,Lazaros Arkhontopoulos,Greece,,GRE,59,2:03.93,1984,Downhill,Male,False,0:00.0,True
733,21.0,Kim Jin-Hae,South Korea,,KOR,57,2:01.96,1984,Downhill,Male,False,0:00.0,True
734,17.0,Eu Woo-Youn,South Korea,,KOR,58,2:02.67,1984,Downhill,Male,False,0:00.0,True
736,18.0,Jamil El-Reedy,Egypt,,EGY,60,3:13.86,1984,Downhill,Male,False,0:00.0,True
373,22.0,Regine MÃ¶senlechner,West Germany,,FRG,17.0,1:15.16,1984,Downhill,Women,False,0:00.0,True
372,26.0,Holly Flanders,United States,,USA,16.0,1:15.11,1984,Downhill,Women,False,0:00.0,True
370,23.0,Heidi Wiesler,West Germany,,FRG,14.0,1:14.98,1984,Downhill,Women,False,0:00.0,True
360,22.0,Ariane Ehrat,Switzerland,,SUI,4.0,1:13.95,1984,Downhill,Women,False,0:00.0,True
371,23.0,Caroline Attia,France,,FRA,15.0,1:15.04,1984,Downhill,Women,False,0:00.0,True
732,21.0,Andreas Pantelidis,Greece,,GRE,56,2:01.88,1984,Downhill,Male,False,0:00.0,True
359,21.0,Olga CharvÃ¡tovÃ¡,Czechoslovakia,Bronze,TCH,3.0,1:13.53,1984,Downhill,Women,False,0:00.0,True
357,17.0,Michela Figini,Switzerland,Gold,SUI,1.0,1:13.36,1984,Downhill,Women,False,0:00.0,True
358,20.0,Maria Walliser,Switzerland,Silver,SUI,2.0,1:13.41,1984,Downhill,Women,False,0:00.0,True
731,21.0,Giannis Stamatiou,Greece,,GRE,55,2:01.79,1984,Downhill,Male,False,0:00.0,True
730,16.0,AmÃ©rico Astete,Argentina,,ARG,54,2:01.60,1984,Downhill,Male,False,0:00.0,True
729,25.0,Enrique de Ridder,Argentina,,ARG,53,1:59.76,1984,Downhill,Male,False,0:00.0,True
728,21.0,Park Byung-Ro,South Korea,,KOR,52,1:59.74,1984,Downhill,Male,False,0:00.0,True
677,23.0,Bill Johnson,United States,Gold,USA,1,1:45.59,1984,Downhill,Male,False,0:00.0,True
678,26.0,Peter MÃ¼ller,Switzerland,Silver,SUI,2,1:45.86,1984,Downhill,Male,False,0:00.0,True
679,25.0,Anton Steiner,Austria,Bronze,AUT,3,1:45.95,1984,Downhill,Male,False,0:00.0,True
680,21.0,Pirmin Zurbriggen,Switzerland,,SUI,4,1:46.05,1984,Downhill,Male,False,0:00.0,True
681,25.0,Urs RÃ¤ber,Switzerland,,SUI,5,1:46.32,1984,Downhill,Male,False,0:00.0,True
682,24.0,Helmut HÃ¶flehner,Austria,,AUT,5,1:46.32,1984,Downhill,Male,False,0:00.0,True
683,25.0,Sepp Wildgruber,West Germany,,FRG,7,1:46.53,1984,Downhill,Male,False,0:00.0,True
684,26.0,Steve Podborski,Canada,,CAN,8,1:46.59,1984,Downhill,Male,False,0:00.0,True
685,24.0,Todd Brooker,Canada,,CAN,9,1:46.64,1984,Downhill,Male,False,0:00.0,True
686,30.0,Franz Klammer,Austria,,AUT,10,1:47.04,1984,Downhill,Male,False,0:00.0,True
710,18.0,Alistair Guss,Australia,,AUS,34,1:50.57,1984,Downhill,Male,False,0:00.0,True
711,21.0,Markus Hubrich,New Zealand,,NZL,35,1:50.77,1984,Downhill,Male,False,0:00.0,True
712,20.0,Hubert Hilti,Liechtenstein,,LIE,36,1:50.94,1984,Downhill,Male,False,0:00.0,True
374,20.0,Liisa Savijarvi,Canada,,CAN,18.0,1:15.32,1984,Downhill,Women,False,0:00.0,True
713,24.0,Frederick Burton,Great Britain,,GBR,37,1:51.15,1984,Downhill,Male,False,0:00.0,True
714,25.0,Hubertus von FÃ¼rstenberg-von Hohenlohe,Mexico,,MEX,38,1:51.57,1984,Downhill,Male,False,0:00.0,True
715,18.0,Dieter Linneberg,Chile,,CHI,39,1:51.68,1984,Downhill,Male,False,0:00.0,True
716,19.0,Pierre Couquelet,Belgium,,BEL,40,1:52.40,1984,Downhill,Male,False,0:00.0,True
717,20.0,Andres Figueroa,Chile,,CHI,41,1:52.97,1984,Downhill,Male,False,0:00.0,True
718,19.0,Hans Kossmann,Chile,,CHI,42,1:54.36,1984,Downhill,Male,False,0:00.0,True
719,25.0,Scott Alan SÃ¡nchez,Bolivia,,BOL,43,1:54.75,1984,Downhill,Male,False,0:00.0,True
720,21.0,Miguel Purcell,Chile,,CHI,44,1:54.91,1984,Downhill,Male,False,0:00.0,True
721,19.0,Jorge Birkner,Argentina,,ARG,45,1:54.92,1984,Downhill,Male,False,0:00.0,True
722,25.0,Henri Mollin,Belgium,,BEL,46,1:55.72,1984,Downhill,Male,False,0:00.0,True
723,17.0,David Lajoux,Monaco,,MON,47,1:56.95,1984,Downhill,Male,False,0:00.0,True
724,17.0,Albert Llovera,Andorra,,AND,48,1:57.88,1984,Downhill,Male,False,0:00.0,True
725,18.0,Nicolas van Ditmar,Argentina,,ARG,49,1:58.86,1984,Downhill,Male,False,0:00.0,True
